,y,Coal power plant - OTF/OTS cooling (new),Oil fired gas turbine (SCGT) - Air cooling (new),Oil fired gas turbine (SCGT) - Air cooling (old),Oil fired gas turbine (SCGT) - MDT cooling (new),Oil fired gas turbine (SCGT) - MDT cooling (old),Oil fired gas turbine (SCGT) - OTF/OTS cooling (old),Light Fuel Oil power plant - OTF/OTS cooling (new),Light Fuel Oil power plant - OTF/OTS cooling (old),Natural gas power plant (combined cycle) - Air cooling (new),Natural gas power plant (combined cycle) - Air cooling (old),Natural gas power plant (combined cycle) - MDT cooling (new),Natural gas power plant (combined cycle) - MDT cooling (old),Natural gas power plant (combined cycle) - OTF/OTS cooling (new),Natural gas power plant (combined cycle) - OTF/OTS cooling (old),Natural gas power plant (single cycle) - MDT cooling (old),Natural gas power plant (single cycle) - OTF/OTS cooling (new),Natural gas power plant (single cycle) - OTF/OTS cooling (old)
0,2015.0,0.0,0.0,3.3799,38.1744,4.3624,557.6241,0.0,55.2015,16.0077,55.699,0.0,20.028499999999998,69.12950000000001,2770.1472,12.2581,0.0,2362.5081999999998
1,2016.0,0.0,25.5442,3.3799,1.3795,1.3646,188.40279999999998,0.0,55.2015,16.0077,55.699,0.0,20.028499999999998,207.38830000000002,2770.1472,12.2581,0.0,2362.5081999999998
2,2017.0,0.0,17.2895,2.2301,0.0,0.8725,188.40279999999998,0.0,55.2015,16.0077,55.699,0.0,20.028499999999998,414.77660000000003,2770.1472,12.2581,0.0,2362.5081999999998
3,2018.0,0.0,0.0,0.676,0.0,0.8725,188.40279999999998,0.0,55.2015,16.0077,55.699,70.07509999999999,20.028499999999998,0.0,2770.1472,12.2581,0.0,2362.5081999999998
4,2019.0,0.0,0.0,0.676,0.0,0.8725,188.40279999999998,0.0,55.2015,16.0077,55.699,88.31309999999999,20.028499999999998,0.0,2770.1472,12.2581,0.0,2362.5081999999998
5,2020.0,0.0,0.0,0.676,0.0,0.8725,188.40279999999998,0.0,55.2015,87.63900000000001,55.699,822.4392,20.028499999999998,0.0,2770.1472,12.2581,0.0,2362.5081999999998
6,2021.0,0.0,0.0,0.6422,0.0,0.8288,178.9827,0.0,52.441399999999994,60.1821,10.5828,2130.0827,3.8053999999999997,1160.6646,526.328,11.6452,0.0,2244.3828000000003
7,2022.0,0.0,0.0,0.6084,0.0,0.7851999999999999,169.5626,0.0,49.6814,87.63900000000001,10.0258,2130.0827,3.6050999999999997,1230.2824,498.6265,11.0322,0.0,2126.2574
8,2023.0,0.0,0.0,0.5746,0.0,0.7417,160.1424,0.0,46.9213,133.1302,9.4688,1699.2182,3.4048000000000003,1397.8668,470.925,10.4193,0.0,2008.132
9,2024.0,0.0,0.0,0.5408,0.0,0.698,150.7223,0.0,44.161199999999994,133.1302,39.2234,2130.0827,3.2045,1397.8668,443.2235,9.8065,0.0,1890.0065
10,2025.0,2350.2378,0.0,0.507,0.0,0.6544,141.3022,0.0,41.40110000000001,87.5769,8.3549,1999.809,3.0043,1397.8668,415.52209999999997,9.1935,0.0,1771.8811
11,2026.0,4700.4755,0.0,0.4732,0.0,0.6108,131.8819,0.0,38.641,29.0568,7.7979,1628.5985,2.804,1397.8668,387.8206,8.5806,0.0,1653.7557
12,2027.0,4700.4755,0.0,0.4394,0.0,0.5670999999999999,122.4618,0.0,35.881,8.242799999999999,7.2409,1831.6389,2.6037000000000003,1397.8668,360.1191,7.9677999999999995,0.0,1535.6303
13,2028.0,4700.4755,0.0,0.4056,0.0,0.5235,113.04169999999999,0.0,33.120900000000006,0.0,6.6839,2022.108,2.4034,1397.8668,332.4177,7.3549,0.0,1417.505
14,2029.0,4700.4755,0.0,0.3718,0.0,0.4799,103.6215,0.0,30.360799999999998,65.5026,6.1269,2130.0827,2.2032000000000003,1397.8668,304.7161,6.7419,0.0,1299.3796
15,2030.0,4700.4755,0.0,0.338,0.0,0.43620000000000003,94.20139999999999,0.0,27.6007,110.6379,5.5699,2130.0827,2.0028,1396.6372000000001,277.0147,6.1290000000000004,0.0,1181.2542
16,2031.0,4700.4755,0.0,0.3042,0.0,0.39259999999999995,84.7813,0.0,24.8407,133.1302,25.0646,2130.0827,9.0128,1397.8668,478.73859999999996,5.5161999999999995,0.0,1063.1287
