,y,Coal power plant - Air cooling (new),Coal power plant - OTF/OTS cooling (new),Light Fuel Oil power plant - MDT cooling (old),Light Fuel Oil power plant - OTF/OTS cooling (new),Light Fuel Oil power plant - OTF/OTS cooling (old),Light Fuel Oil stand alone (1kW),Natural gas power plant (combined cycle) - Air cooling (new),Natural gas power plant (combined cycle) - Air cooling (old),Natural gas power plant (combined cycle) - MDT cooling (new),Natural gas power plant (combined cycle) - MDT cooling (old),Natural gas power plant (combined cycle) - OTF/OTS cooling (new),Natural gas power plant (combined cycle) - OTF/OTS cooling (old),Natural gas power plant (single cycle) - Air cooling (new),Natural gas power plant (single cycle) - MDT cooling (old),Natural gas power plant (single cycle) - OTF/OTS cooling (new),Natural gas power plant (single cycle) - OTF/OTS cooling (old),Oil fired gas turbine (SCGT) - Air cooling (new),Oil fired gas turbine (SCGT) - Air cooling (old),Oil fired gas turbine (SCGT) - MDT cooling (new),Oil fired gas turbine (SCGT) - MDT cooling (old),Oil fired gas turbine (SCGT) - OTF/OTS cooling (old)
30,2045.0,0.0,16.5789253113978,0.0,0.0,0.0,0.0,10.019059148805054,0.0,16.846710869602724,0.0,11.790622797605545,0.0,0.42803390768067784,0.0,3.110275477785531,0.0,0.0,0.0,0.00021467841287789647,0.0,0.0
31,2046.0,0.0,16.5789253113978,0.0,0.0,0.0,0.0,10.344179315633605,0.0,18.37422687478069,0.0,12.790622797605545,0.0,0.3694871453217947,0.0,3.110275477785531,0.0,0.0,0.0,0.00021467841287789647,0.0,0.0
32,2047.0,0.0,16.5789253113978,0.0,0.0,0.0,0.0,11.844179315633605,0.0,19.903358337226177,0.0,13.540622797605545,0.0,0.36845190080811213,0.0,4.610275477785531,0.0,0.0,0.0,0.00021467841287789647,0.0,0.0
33,2048.0,0.0,21.017777912455124,0.0,0.0,0.0,0.0,13.344179315633605,0.0,11.835358298084367,0.0,10.240622797605546,0.0,0.3661958090980052,0.0,6.110275477785531,0.0,0.0,0.0,0.00021467841287789647,0.0,0.0
34,2049.0,0.0,21.51777791245513,0.0,0.0,0.0,0.0,14.673462253413286,0.0,13.366844064566896,0.0,11.740622797605546,0.0,0.3661958090980052,0.0,6.110275477785531,0.0,0.0,0.0,0.00021467841287789647,0.0,0.0
35,2050.0,2.3469884624677215,22.017777912455138,0.0,0.0,0.0,0.0,14.790260910010494,0.0,10.864198909518565,0.0,13.240622797605546,0.0,0.36706306891906704,0.0,6.110275477785531,0.0,0.0,0.0,0.0,0.0,0.0
36,2051.0,2.3469884624677215,22.517777912455145,0.0,0.0,0.0,0.0,14.790260910010494,0.0,12.370469581037867,0.0,13.536030908617613,0.0,0.3691926634459947,0.0,6.110275477785531,0.0,0.0,0.0,0.0,0.0,0.0
37,2052.0,2.3469884624677215,23.017777912455152,0.0,0.0,0.0,0.0,15.250181806765967,0.0,13.696477645248146,0.0,13.536030908617613,0.0,0.37142610975298784,0.0,6.110275477785531,0.0,0.0,0.0,0.0,0.0,0.0
38,2053.0,2.3469884624677215,23.517777912455163,0.0,0.0,0.0,0.0,16.750181806765966,0.0,13.696477645248146,0.0,13.537119501642188,0.0,0.37497865325576385,0.0,6.110275477785531,0.0,0.0,0.0,0.0,0.0,0.0
39,2054.0,2.3469884624677215,23.906278265409444,0.0,0.0,0.0,0.0,16.750181806765966,0.0,14.195165423859404,0.0,15.037119501642188,0.0,0.3786504021330798,0.0,6.110275477785531,0.0,0.0,0.0,0.0,0.0,0.0
40,2055.0,2.3469884624677215,22.406278265409444,0.0,0.0,0.0,0.0,17.43313136778791,0.0,15.695165423859404,0.0,16.537119501642188,0.0,0.3824447422090899,0.0,6.110275477785531,0.0,0.0,0.0,0.0,0.0,0.0
41,2056.0,2.3469884624677215,20.906278265409444,0.0,0.0,0.0,0.0,18.93313136778791,0.0,17.130137539633832,0.0,18.037119501642188,0.0,0.38636543282778524,0.0,6.110275477785531,0.0,0.0,0.0,0.0,0.0,0.0
42,2057.0,2.3469884624677215,22.406278265409444,0.0,0.0,0.0,0.0,19.437169280260264,0.0,17.627011830414457,0.0,18.037119501642188,0.0,0.38714136791489334,0.0,6.110275477785531,0.0,0.0,0.0,0.0,0.0,0.0
43,2058.0,2.3469884624677215,24.83855101798014,0.0,0.0,0.0,0.0,19.437169280260264,0.0,17.930365364511545,0.0,18.037119501642188,0.0,0.3871413679148935,0.0,6.110275477785531,0.0,0.0,0.0,0.0,0.0,0.0
44,2059.0,2.3469884624677215,26.67741786895364,0.0,0.0,0.0,0.0,20.31456420393337,0.0,17.930365364511545,0.0,18.037119501642188,0.0,0.3871413679148941,0.0,6.110275477785531,0.0,0.0,0.0,0.0,0.0,0.0
45,2060.0,2.3469884624677215,28.17741786895364,0.0,0.0,0.0,0.0,20.31456420393337,0.0,17.953743958452915,0.0,19.486439618484326,0.0,0.36376277397352585,0.0,6.405585111443983,0.0,0.0,0.0,0.0,0.0,0.0
46,2061.0,2.3469884624677215,28.677417868953775,0.0,0.0,0.0,0.0,20.704612897763365,0.0,19.841212730433536,0.0,19.486439618484326,0.0,0.36376277397352585,0.0,6.405585111443983,0.0,0.0,0.0,0.0,0.0,0.0
47,2062.0,2.3469884624677215,29.17741786895364,0.0,0.0,0.0,0.0,20.70461289776337,0.0,19.841212730433536,0.0,21.81336980522956,0.0,0.36376277397352585,0.0,6.710061523711802,0.0,0.0,0.0,0.0,0.0,0.0
48,2063.0,2.3469884624677215,29.67741786895364,0.0,0.0,0.0,0.0,19.70461289776337,0.0,22.341212730433533,0.0,22.734926874601328,0.0,0.36376277397352585,0.0,7.016503192984239,0.0,0.0,0.0,0.0,0.0,0.0
49,2064.0,2.3469884624677215,30.17741786895364,0.0,0.0,0.0,0.0,21.204612897763365,0.0,23.94549260338418,0.0,22.149758966792685,0.0,0.36376277397352585,0.0,7.336530899093852,0.0,0.0,0.0,0.0,0.0,0.0
50,2065.0,2.3469884624677215,30.67741786895364,0.0,0.0,0.0,0.0,20.204612897763365,0.0,26.44549260338418,0.0,22.53026907138153,0.0,0.36376277397352585,0.0,7.289049550743897,0.0,0.0,0.0,0.0,0.0,0.0
51,2066.0,2.3469884624677215,31.17741786895364,0.0,0.0,0.0,0.0,22.382887635221863,0.0,25.966134119931816,0.0,22.53026907138153,0.0,0.36376277397352585,0.0,7.208791945913603,0.0,0.0,0.0,0.0,0.0,0.0
52,2067.0,2.3469884624677215,31.663903508310632,0.0,0.0,0.0,0.0,22.098697337846055,0.0,26.017762735473546,0.0,24.868215050769837,0.0,0.3121341584317916,0.0,6.785885848898226,0.0,0.0,0.0,0.0,0.0,0.0
53,2068.0,2.3469884624677215,31.830913321008165,0.0,0.0,0.0,0.0,22.098697337846055,0.0,26.8354944734261,0.0,26.77533981186734,0.0,0.29555334998087796,0.0,7.058604207651159,0.0,0.0,0.0,0.0,0.0,0.0
54,2069.0,2.3469884624677215,32.33091332100817,0.0,0.0,0.0,0.0,23.598697337846055,0.0,26.71224898817609,0.0,28.68465399897754,0.0,0.2786019105553506,0.0,7.250337092261081,0.0,0.0,0.0,0.0,0.0,0.0
55,2070.0,2.3469884624677215,32.483133858347095,0.0,0.0,0.0,0.0,25.098697337846055,0.0,25.71859844526262,0.0,30.031760240199024,0.0,0.2722524534688171,0.0,8.051058724663562,0.0,0.0,0.0,0.0,0.0,0.0
