,y,Amarti-Neshe,Aswan 1,Aswan 2,Baro,Bedden,Birbir,Chemoga Yeda,Dagash,Dal,Esna,Finchaa,Geba,Genji,High Aswan Dam,Jebel Aulia,Kajbar,Karadobi,Kashm El Girba ,Lake Tana - Beles,Lakki,Large hydropower plant (Dam),Lower Dedessa,Medium hydropower plant (Run-of river),Merowe,Naga Hamadi,New Assiut Barrage,Renaissance,Roseires,Sabaloka,Sennar,Shereik,Sor,Tams,Tekeze 1,Tekeze 2,Tis Abay 1,Tis Abay 2,Upper Atbara,Upper Mandaya
25,2040.0,1.4989,8.2346,8.0724,12.9513,14.2677,0.0,0.0,7.7342,16.0634,1.6343,1.9129,6.1456,0.0,52.7513,0.3989,10.4374,26.6789,0.1605,5.0293,8.368,47.1567,8.2388,1.6028,23.7739,1.5014,0.8497,69.7767,3.1049,5.3311,0.299,11.0575,0.0826,14.9796,6.4737,0.0,0.3296,2.1263,2.6115,0.0
26,2041.0,1.3166,8.2346,8.0724,12.4852,13.4837,0.0,0.0,7.7342,16.0634,1.6343,1.9129,6.1456,0.0,52.7513,0.3989,10.4374,26.6789,0.1605,5.0293,9.7316,47.3655,8.2388,1.6028,23.7739,1.5014,0.8497,69.7767,3.1049,5.3311,0.299,11.0575,0.0515,14.9796,3.6285,0.0,0.2382,2.1263,2.6115,0.0
27,2042.0,1.1036,8.2346,8.0724,12.9513,14.1187,0.0,0.0,7.7342,16.0634,1.6343,1.9129,6.1456,0.0,52.7513,0.3989,10.4374,26.6789,0.1605,5.0293,9.71,47.3655,6.4079,1.6028,23.7739,1.5014,0.8497,69.7767,3.1049,5.3311,0.0,11.0575,0.0515,14.9796,3.6285,0.0,0.2382,1.8894,2.6115,0.0
28,2043.0,1.4989,8.2346,8.0724,12.9513,14.2677,0.0,0.0,7.7342,16.0634,1.6343,1.9129,6.1456,0.0,52.7513,0.3989,10.4374,23.7642,0.1605,5.0293,10.0391,43.4882,8.2388,1.6028,23.7739,1.5014,0.8497,69.7767,3.1049,5.3311,0.0,11.0575,0.0826,14.9796,6.4737,0.0,0.3296,2.1263,2.6115,0.0
29,2044.0,1.1036,8.2346,8.0724,12.9513,14.2677,0.0,0.0,7.7342,16.0634,1.6343,1.7489,5.4479,0.0,52.7513,0.3989,10.4374,26.6789,0.0,3.7081,10.2788,47.3655,7.3211,1.6028,23.7739,1.5014,0.8497,69.7767,3.1049,5.3311,0.0,11.0575,0.0515,12.9445,4.6905,0.0,0.2382,1.8894,2.6115,0.0
30,2045.0,1.1036,8.2346,8.0724,12.9513,14.2677,0.0,0.0,7.7342,16.0634,1.6343,1.4109,6.1456,3.1377,52.7513,0.3989,10.4374,26.6789,0.0,5.0293,10.2788,47.3655,8.2388,1.6028,23.7739,1.5014,0.8497,64.5773,3.1049,5.3311,0.0,11.0575,0.0515,14.9796,6.4737,0.0,0.2382,2.1263,2.6115,0.0
31,2046.0,1.1036,8.2346,8.0724,12.9513,14.2677,0.0,0.0,7.7342,16.0634,1.6343,1.4109,6.1456,3.1377,52.7513,0.3989,10.4374,26.6789,0.0,5.0293,10.2788,47.3655,8.2388,1.6028,23.7739,1.5014,0.8497,63.7286,0.0,5.3311,0.0,11.0575,0.0515,14.9796,6.4737,0.0,0.2382,2.1263,2.6115,0.0
32,2047.0,1.1036,8.2346,8.0724,12.9513,14.2677,0.0,0.0,7.7342,16.0634,1.6343,1.208,6.1456,3.1377,52.7513,0.3989,10.4374,26.6789,0.0,5.0293,10.2788,47.3655,8.2388,1.6028,23.7739,1.5014,0.8497,61.2232,0.0,5.3311,0.0,11.0575,0.0506,14.9796,6.1843,0.0,0.2382,2.1263,2.6115,0.0
33,2048.0,0.9758,8.2346,8.0724,12.9513,14.2677,0.0,0.0,7.7342,16.0634,1.6343,1.7489,6.1456,3.1377,52.7513,0.3989,10.4374,26.6789,0.0,5.0293,10.2788,47.3655,7.8705,1.6028,23.7739,1.5014,0.8497,58.3499,0.0,5.3311,0.0,11.0575,0.0424,14.9796,5.6018,0.0,0.2058,2.1263,2.6115,0.0
34,2049.0,0.9758,8.2346,8.0724,12.5257,14.2677,0.0,0.0,7.7342,16.0634,1.6343,1.7489,6.0585,3.1377,52.7513,0.3989,10.4374,26.6789,0.0,5.0293,10.2788,47.3655,8.2388,1.6028,23.7739,1.5014,0.8497,56.9163,0.0,5.3311,0.0,11.0575,0.0424,14.9796,5.5471,0.0,0.2604,2.1263,2.6115,0.0
35,2050.0,0.9758,8.2346,8.0724,12.9513,14.2677,0.0,0.0,7.7342,16.0634,1.6343,1.5901,6.1456,3.1377,52.7513,0.3989,10.4374,24.1223,0.0,5.0293,10.2788,47.3655,8.2388,1.6028,23.7739,1.5014,0.8497,57.7181,0.0,5.3311,0.0,11.0575,0.0424,14.9796,5.5471,0.0,0.2604,2.1263,2.6115,0.0
36,2051.0,0.9758,8.2346,8.0724,12.9513,14.2677,0.0,0.0,7.7342,16.0634,1.6343,1.5901,6.1456,3.1377,52.7513,0.3989,10.4374,25.794,0.0,5.0293,10.2788,47.3655,8.2388,1.6028,23.7739,1.5014,0.8497,51.6634,0.0,5.3311,0.0,11.0575,0.0626,14.9796,5.5471,0.0,0.2604,2.1263,2.6115,0.0
37,2052.0,0.9758,8.2346,8.0724,12.6497,14.2677,0.0,0.0,7.7342,16.0634,1.6343,1.2521,6.1456,2.9628,52.7513,0.3989,10.4374,24.1426,0.0,5.0293,10.2788,47.3655,8.2388,1.5312,23.7739,1.5014,0.8497,49.981,0.0,5.3311,0.0,11.0575,0.0626,14.9796,5.5471,0.0,0.2604,2.1263,2.6115,0.0
38,2053.0,0.8191,8.2346,8.0724,12.9513,14.2677,0.0,0.0,7.7342,16.0634,1.6343,0.0,5.7898,2.9202,52.7513,0.3989,10.4374,23.7642,0.0,4.2621,10.2788,43.3233,8.2388,1.6028,23.7739,1.5014,0.8497,49.236,0.0,5.3311,0.0,11.0575,0.0626,14.31,5.5471,0.0,0.2283,1.1283,2.6115,17.0368
39,2054.0,0.8191,8.2346,8.0724,12.9513,14.2677,0.0,0.0,7.7342,16.0634,1.6343,0.0,6.1456,2.9628,52.7513,0.3989,10.4374,21.8962,0.0,5.0293,10.2788,47.3655,8.2388,1.6028,23.7739,1.5014,0.8497,45.2527,0.0,5.3311,0.0,11.0575,0.0424,14.9796,6.1773,0.0,0.2604,1.3376,2.6115,17.6669
40,2055.0,0.8191,8.2346,8.0724,12.9513,14.2677,0.0,0.0,7.7342,16.0634,1.6343,0.0,6.1456,3.1377,52.7513,0.3989,10.4374,23.7642,0.0,5.0293,10.2788,45.9351,8.2388,1.6028,23.7739,1.5014,0.8497,38.3837,0.0,5.3311,0.0,11.0575,0.0424,14.9796,6.1773,0.0,0.2604,1.3376,2.6115,21.1242
41,2056.0,0.8191,8.2346,8.0724,12.9513,14.2677,0.0,0.0,7.7342,16.0634,1.6343,0.0,6.1456,3.1377,52.7513,0.3989,10.4374,23.3338,0.0,5.0293,10.2788,47.3655,8.2388,1.6028,23.7739,1.5014,0.8497,37.4734,0.0,5.3311,0.0,11.0575,0.0424,13.338,5.5471,0.0,0.2604,1.3376,2.6115,20.4312
42,2057.0,0.8191,8.2346,8.0724,12.9513,14.2677,0.0,0.0,7.7342,16.0634,1.6343,0.0,6.1456,3.1377,52.7513,0.3989,10.4374,21.6154,0.0,5.0293,10.2788,47.149,8.2388,1.6028,23.7739,1.5014,0.8497,37.1721,0.0,5.3311,0.0,11.0575,0.0424,13.338,5.5471,0.0,0.2058,1.3376,2.6115,19.7686
43,2058.0,0.8191,8.2346,8.0724,12.1794,14.2677,0.0,0.0,7.7342,16.0634,1.6343,0.0,6.1456,3.1377,52.7513,0.3989,10.4374,19.2234,0.0,5.0293,10.2788,46.8795,8.2388,1.6028,23.7739,1.5014,0.8497,37.2482,0.0,5.3311,0.0,11.0575,0.0424,13.338,5.5471,0.0,0.2058,1.1283,2.6115,21.1242
44,2059.0,0.8191,8.2346,8.0724,12.9513,14.2677,0.0,0.0,7.7342,16.0634,1.6343,0.0,6.1456,3.1377,52.7513,0.3989,10.4374,19.0794,0.0,3.7081,10.2788,45.0452,7.3359,1.6028,23.7739,1.5014,0.8497,37.632,0.0,5.3311,0.0,11.0575,0.0424,13.338,6.1773,0.0,0.2058,1.4771,2.6115,21.1242
45,2060.0,0.8191,8.2346,8.0724,12.9513,14.1103,0.0,0.0,7.4871,16.0634,1.6343,0.0,6.1456,3.1377,52.7513,0.3989,10.4347,16.806,0.0,4.3103,10.2788,45.1946,7.3359,1.6028,23.7739,1.5014,0.8497,39.2793,0.0,5.3311,0.0,11.0575,0.0424,11.88,6.1773,0.0,0.2058,1.4771,2.6115,21.1242
46,2061.0,0.8191,8.2346,8.0724,12.9513,14.2677,0.0,0.0,7.7342,15.5502,1.6343,0.0,6.1456,3.1377,52.7513,0.3914,10.0076,17.23,0.0,5.0293,10.0098,45.6481,8.2388,0.6964,23.0902,1.5014,0.8497,39.9052,0.0,5.0764,0.0,10.9207,0.0424,11.88,5.5471,0.0,0.2069,1.4771,2.6115,21.1242
47,2062.0,0.8191,8.2346,8.0724,12.9513,14.2677,0.0,0.0,7.4871,15.5502,1.6343,0.0,6.1456,3.1377,52.7513,0.3914,10.0076,19.0975,0.0,5.0293,9.8958,45.2393,8.2388,0.6031,23.0902,1.5014,0.8497,40.6384,0.0,5.0764,0.0,10.5443,0.0424,11.88,5.5471,0.0,0.1749,1.4771,2.6115,21.1242
48,2063.0,0.8191,8.2346,8.0724,12.7245,13.739,0.0,0.0,7.4871,15.5502,1.6343,0.0,6.1456,3.1377,52.7513,0.3914,10.0076,18.2643,0.0,5.0293,10.2788,44.9037,8.2388,0.9148,23.0902,1.5014,0.8497,41.8739,0.0,5.0764,0.0,10.5443,0.0424,11.88,5.5471,0.0,0.1749,1.822,2.6115,21.1242
49,2064.0,0.8191,8.2346,8.0724,12.7245,13.6147,0.0,0.0,7.4871,15.5502,1.6343,0.0,6.1456,3.1377,52.7513,0.3914,10.0076,20.4234,0.0,5.0293,10.2488,45.3658,8.2388,0.9587,23.0902,1.5014,0.8497,42.5725,0.0,5.0764,0.0,10.5443,0.0626,11.88,5.5471,0.0,0.1749,1.822,2.6115,21.1242
50,2065.0,0.8191,8.2346,8.0724,12.9513,14.2677,0.0,0.0,7.4871,15.5502,1.6343,0.0,6.1456,3.1377,52.7513,0.3914,10.0076,21.1729,0.0,5.0293,9.4201,42.8909,8.2388,0.9587,23.0902,1.5014,0.8497,42.7529,0.0,5.0764,0.0,10.5443,0.0626,11.88,5.5471,0.0,0.1749,1.822,2.6115,21.1242
51,2066.0,1.3166,8.2346,8.0724,12.9513,14.1905,0.0,2.8842,7.4871,15.5502,1.6343,0.0,5.2705,2.6225,52.7513,0.3914,10.0076,23.7642,0.0,3.7885,9.3177,38.7323,6.5192,0.9158,23.0902,1.5014,0.8497,54.8171,0.0,5.0764,0.0,10.5443,0.0635,10.881,5.127,0.0,0.2289,1.6863,2.6115,21.1242
52,2067.0,0.9758,8.2346,8.0724,12.9513,13.4657,0.0,3.1778,7.4871,15.5502,1.6343,0.0,6.1456,2.8492,52.7513,0.3914,10.0076,23.7642,0.0,3.7081,9.8589,45.2482,6.534,0.333,23.0902,1.5014,0.8497,66.5756,0.0,5.0764,0.0,10.5443,0.0772,9.423,5.1223,0.0,0.2394,2.0312,2.6115,19.1327
53,2068.0,1.1036,8.2346,8.0724,12.7245,13.4139,5.4909,3.6679,7.7342,15.5502,1.6343,0.0,6.1456,3.1377,52.7513,0.3914,10.0076,26.6789,0.0,5.0293,9.7354,42.1748,6.534,0.333,23.7739,1.5014,0.8497,63.0815,0.0,5.0764,0.0,10.5443,0.0626,14.9796,6.4737,4.6818,0.2934,2.1263,2.6115,21.1242
54,2069.0,1.3166,8.2346,8.0724,12.9513,14.2677,5.4909,2.8842,7.7342,16.0634,1.6343,0.0,6.1456,2.2824,52.7513,0.3914,10.0076,26.6789,0.0,5.0293,8.6774,47.3655,8.2388,0.4107,23.7739,1.5014,0.8497,69.7767,0.0,5.3311,0.0,11.0575,0.0626,11.9971,5.7525,4.853,0.2928,1.5445,2.6115,21.1242
55,2070.0,1.4989,8.2346,8.0724,12.863,13.6411,5.4909,4.2283,7.4871,15.5502,1.6343,0.0,6.1456,2.8492,52.7513,0.3914,10.0076,26.6789,0.0,3.7081,9.1078,39.645,8.2388,0.2544,23.0902,1.5014,0.8497,69.7767,0.0,5.0764,0.0,10.5443,0.0778,14.9796,4.072,5.6326,0.3296,2.1263,2.6115,21.1242
