,y,CSP (without storage),CSP (with storage),Solar PV (utility),Solar PV (roof top),Solar PV with storage,Solar FPV
8,2023.0,0.4391066307781759,0.0,0.94014875,0.2,0.20000000000000015,0.8500000000000001
9,2024.0,0.8599329450478685,0.0,1.19014,0.25000000000000006,0.25000000000000033,1.15
10,2025.0,0.8599329450478685,0.0,1.4401312499999999,0.3000000000000004,0.30000000000000066,1.15
11,2026.0,0.8599329450478685,0.0,1.6273002892947939,0.3500000000000004,0.350000000000001,1.15
12,2027.0,0.8599329450478685,0.0,1.6272915392947938,0.40000000000000063,0.3752293491541364,1.15
13,2028.0,0.8599329450478685,0.0,1.6272827892947936,0.40000000000000063,0.3752293491541364,1.15
14,2029.0,0.8599329450478685,0.0,1.627274039294794,0.5000000000000014,0.3760332550769858,1.15
15,2030.0,0.8599329450478685,0.0,1.6272652892947939,0.5500000000000022,0.3760332550769858,1.15
16,2031.0,0.8599329450478685,0.0,1.6272565392947937,0.6000000000000023,0.4717587152445784,1.15
17,2032.0,0.8599329450478685,0.0,2.1272477892947936,0.6500000000000039,0.6500000000000037,1.15
18,2033.0,0.8599329450478685,0.0,2.6272390392947935,0.7000000000000042,0.7000000000000052,1.15
19,2034.0,0.8599329450478685,0.0,3.127230289294794,0.750000000000005,0.7500000000000064,1.15
20,2035.0,0.8599329450478685,0.0,3.6272215392947937,0.8000000000000062,0.8000000000000065,1.15
21,2036.0,0.8599329450478685,0.0,4.127212789294793,0.8500000000000079,0.8500000000000074,1.15
22,2037.0,0.8599329450478685,0.0,4.627204039294794,0.9000000000000088,0.9000000000000096,1.15
23,2038.0,0.8599329450478685,0.0,5.127195289294794,0.9500000000000111,0.9500000000000105,1.450000000000013
24,2039.0,0.8599329450478685,0.0,5.627186539294794,1.0,1.0000000000000118,1.750000000000013
25,2040.0,0.8599329450478685,0.0,6.117186539294794,1.05,1.0500000000000111,2.050000000000013
26,2041.0,0.8599329450478685,0.0,6.837186539294794,1.1,1.1000000000000154,2.650000000000013
27,2042.0,0.8599329450478685,0.0,7.587186539294794,1.15,1.1500000000000152,2.650000000000013
28,2043.0,0.8599329450478685,0.0,8.287186539294794,1.1999999999999997,1.2000000000000162,2.650000000000013
29,2044.0,0.8599329450478685,0.0,9.037186539294794,1.25,1.2500000000000173,2.650000000000013
30,2045.0,0.8599329450478685,0.0,9.687177789294793,1.3,1.30000000000002,2.650000000000013
31,2046.0,0.8599329450478685,0.0,10.187177789294793,1.3500000000000187,1.350000000000019,2.650000000000013
32,2047.0,0.8599329450478685,0.0,10.687177789294793,1.4000000000000214,1.4000000000000217,2.650000000000013
33,2048.0,0.4208263142696926,0.0,11.187177789294793,1.4500000000000217,1.4500000000000213,2.650000000000018
34,2049.0,0.0,0.0,11.687177789294793,1.5000000000000246,1.5000000000000238,2.650000000000026
35,2050.0,0.0,0.0,12.187177789294793,1.5500000000000262,1.5500000000000276,2.650000000000026
36,2051.0,0.0,0.0,12.75,1.6000000000000243,1.6000000000000256,2.650000000000026
37,2052.0,0.0,0.0,13.5,1.6500000000000257,1.6500000000000268,2.650000000000026
38,2053.0,0.0,0.0,14.25,1.7000000000000255,1.700000000000026,2.650000000000026
39,2054.0,0.0,0.0,15.0,1.750000000000027,1.750000000000027,2.650000000000026
40,2055.0,0.0,0.0,15.75,1.8000000000000285,1.8000000000000296,2.650000000000026
41,2056.0,0.0,0.0,16.5,1.850000000000026,1.8500000000000267,2.650000000000026
42,2057.0,0.0,0.0,16.75,1.9000000000000306,1.9000000000000288,2.650000000000026
43,2058.0,0.0,0.0,17.0,1.9500000000000306,1.9500000000000295,2.650000000000026
44,2059.0,0.05385649908749475,0.0,17.25,2.000000000000032,2.0000000000000324,2.650000000000026
45,2060.0,0.20536881930454542,0.0,17.5,2.0500000000000336,2.0500000000000314,2.650000000000026
46,2061.0,0.7796257613567238,0.0,18.0,2.100000000000033,2.10000000000003,2.650000000000026
47,2062.0,1.4470548098658387,0.0,18.5,2.1500000000000346,2.150000000000031,2.650000000000026
48,2063.0,2.160016147427016,0.0,19.0,2.200000000000033,2.2000000000000313,2.6500000000000377
49,2064.0,2.912564055037433,0.0,19.5,2.250000000000032,2.2500000000000306,2.650000000000043
50,2065.0,4.912564055037433,0.0,20.0,2.3000000000000322,2.3000000000000305,2.650000000000043
51,2066.0,6.912564055037433,0.0,20.25,2.3500000000000325,2.3500000000000294,2.6500000000000457
52,2067.0,8.912564055037434,0.0,20.5,2.4000000000000337,2.40000000000003,2.6500000000000457
53,2068.0,9.799999999999999,0.0,20.75,2.450000000000033,2.4500000000000286,2.6500000000000457
54,2069.0,10.0,0.0,21.0,2.500000000000033,2.5000000000000315,2.6500000000000457
55,2070.0,10.200000000000003,2.0,21.25,2.550000000000038,2.5500000000000362,2.6500000000000457
