,y,Biomass & Waste CHP plant - OTF/OTS cooling (new),Coal power plant - OTF/OTS cooling (new),Oil fired gas turbine (SCGT) - Air cooling (new),Oil fired gas turbine (SCGT) - MDT cooling (new),New Assiut Barrage,Light Fuel Oil power plant - OTF/OTS cooling (new),Natural gas power plant (combined cycle) - Air cooling (new),Natural gas power plant (combined cycle) - MDT cooling (new),Natural gas power plant (combined cycle) - OTF/OTS cooling (new),Natural gas power plant (single cycle) - OTF/OTS cooling (new),CSP (without storage),CSP (with storage),Aswan 1 FPV,Aswan 2 FPV,High Aswan Dam FPV,Solar PV (utility),Solar PV (roof top),Solar PV with storage,Wind (onshore),Wind (offshore)
26,2042.0,0.0,0.5000000000000069,0.0,0.0,0.0,0.0,0.519881072316864,0.0,0.0,1.0818669336795248,0.0,0.0,0.0,0.0,0.0,0.75,0.04999999999999982,0.049999999999999836,0.75,0.0
27,2043.0,0.0,0.4999999999999992,0.0,0.0,0.0,0.0,0.4060019220741473,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.75,0.25000000000000017,0.250000000000001,0.75,0.0
28,2044.0,0.0,0.5000000000000127,0.0,0.0,0.0,0.0,0.0,0.0,1.2591814569029764,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.09999999999999987,0.10000000000000098,0.75,0.0
29,2045.0,0.0,0.5000000000000069,0.0,0.0,0.0,0.0,1.5,0.8680658290196411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000000037,0.1000000000000032,0.75,0.0
30,2046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32512016682855144,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000001896,0.09999999999999942,0.75,0.0
31,2047.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.75,0.1000000000000032,0.10000000000000264,0.75,0.0
32,2048.0,0.0,1.5000000000000198,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,0.0,0.0,0.28,0.27,0.30000000000001825,0.75,0.10000000000000048,0.09999999999999842,0.75,0.0
33,2049.0,0.0,0.5000000000000104,0.0,0.0,0.0,0.0,1.329282937779681,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.30000000000000937,0.75,0.10000000000000275,0.07323930623850139,0.75,0.0
34,2050.0,0.0,0.5000000000000036,0.0,0.0,0.0,0.0,0.11679865659720703,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000000192,0.05000000000000404,0.75,0.0
35,2051.0,0.0,0.5000000000000107,0.0,0.0,0.0,0.0,0.0,1.5,0.29540811101206754,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0999999999999992,0.17221188221851436,0.75,0.0
36,2052.0,0.0,0.5000000000000038,0.0,0.0,0.0,0.0,0.4599208967554736,1.3196897313213594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000000187,0.10454881154298645,0.75,0.0
37,2053.0,0.0,0.5000000000000104,0.0,0.0,0.0,0.0,1.5,0.0,0.0010885930245751662,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000000092,0.10000000000000064,0.75,0.0
38,2054.0,0.0,0.49999999999989697,0.0,0.0,0.0,0.0,0.0,0.4986877786112575,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000000231,0.1000000000000032,0.7500000000029476,0.0
39,2055.0,0.0,1.5,0.0,0.0,0.0,0.0,0.6829495610219458,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000000281,0.10000000000000187,0.75,0.0
40,2056.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,1.4349721157744282,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0999999999999992,0.09999999999999964,0.75,0.0
41,2057.0,0.0,1.5,0.0,0.0,0.0,0.0,0.5040379124723531,0.49687429078062295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000000542,0.10000000000000553,0.75,0.0
42,2058.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.3033535340970862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000000137,0.10000000000000286,0.75,0.0
43,2059.0,0.0,1.5,0.0,0.0,0.0,0.0,0.8773949236731038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.09999999999999121,0.10000000000000375,0.7500000000000311,0.5765629665242218
44,2060.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.4493201168421364,0.29530963365845264,0.17456844098305205,0.0,0.0,0.0,0.0,0.75,0.10000000000000187,0.09999999999999831,0.7500000000000427,0.75
45,2061.0,0.0,0.5000000000001315,0.0,0.0,0.0,0.0,0.390048693829997,1.887468771980621,0.0,0.0,0.5541253379934724,0.0,0.0,0.0,0.0,1.0,0.0999999999999997,0.10000000000000275,1.000000000000049,0.0
46,2062.0,0.0,0.49999999999986855,0.0,0.0,0.0,0.0,0.0,0.0,2.3269301867452348,0.30447641226781863,0.6712188908253528,0.0,0.0,0.0,0.0,1.0,0.10000000000000098,0.10000000000000275,1.0000000000000135,0.0
47,2063.0,0.0,0.5000000000000002,0.0,0.0,0.0,0.0,0.0,2.5,0.9439922674029458,0.30644166927243754,0.7164893865979515,0.0,0.0,0.0,0.30000000000001026,1.0,0.29999999999999866,0.29999999999999993,1.0000000000003604,0.0
48,2064.0,0.0,0.5000000000000007,0.0,0.0,0.0,0.0,2.5,2.0307338063635623,0.0,0.3200277061096122,0.7637860120204919,0.0,0.0,0.0,0.30000000000000493,1.0,0.1499999999999984,0.1499999999999999,1.0,0.0
49,2065.0,0.0,1.4999999999999991,0.0,0.0,0.0,0.0,0.0,2.5,0.40873326704760654,0.4006695909257573,2.0,0.0,0.0,0.0,0.3000000000000007,1.0,0.15000000000000124,0.15000000000000324,1.0,0.0
50,2066.0,0.0,1.5,0.0,0.0,0.0,0.0,2.5,0.027477355280149194,0.0,0.0,2.0,0.0,0.0,0.0,0.6000000000000072,1.0,0.15000000000001945,0.14999999999999736,1.0,1.0
51,2067.0,0.0,1.5,0.0,0.0,0.0,0.0,0.48726059449673015,0.0,2.5,0.6589608366641478,2.0,0.0,0.0,0.0,0.0,1.0,0.15000000000000385,0.15000000000000435,1.000000000000228,1.0
52,2068.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.8011509295016371,2.5,1.7727183587529336,0.9198119315796801,0.0,0.0,0.0,0.0,1.0,0.14999999999999997,0.1499999999999968,1.0,1.0
53,2069.0,0.0,1.5,0.0,0.0,0.0,0.0,2.5,0.8598030753244648,2.5,0.19173288460992094,0.1999999999999994,0.0,0.0,0.0,0.0,1.0,0.15000000000000302,0.12323930623850732,1.0000000000002816,1.0
54,2070.0,0.0,1.5000000000000009,0.0,0.0,0.0,0.0,2.5,0.0,2.3471062412214825,0.8007216324024833,0.2000000000000033,2.0,0.0,0.0,0.0,1.0,0.15000000000000702,0.10000000000000586,1.0,1.0
