Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Solar FPV,Wind,Biomass,Geothermal,Backstop,power_trade,CCC
480.23,0.0,915.92,67.09,128.67,0.0,117.35,18.55,172.45,0.0,0.0,0.0,3.34,EG
0.0,0.0,17.81,134.98,0.0,0.0,293.69,38.7,114.43,0.0,0.0,0.0,-0.82,ET
0.0,0.0,25.93,86.6,0.0,0.0,250.62,22.44,0.0,0.0,9.73,0.0,-2.52,SD
0.0,0.0,3.28,23.98,0.0,0.0,16.48,0.0,0.0,0.0,0.0,0.0,0.0,SS
