,y,Oil fired gas turbine (SCGT) - MDT cooling (old),Light Fuel Oil stand alone (1kW),Light Fuel Oil power plant - MDT cooling (old),Natural gas power plant (combined cycle) - MDT cooling (new),Natural gas power plant (single cycle) - Air cooling (new)
8,2023.0,0.0102,0.4165968351171292,0.0169065,0.2606572688323905,0.03676746910601851
9,2024.0,0.0096,0.4165968351171292,0.015912,0.2606572688323905,0.03676746910601851
10,2025.0,0.009,0.2871955558181352,0.0149175,0.2606572688323905,0.03676746910601851
11,2026.0,0.0084,0.2871955558181352,0.013923,0.2606572688323905,0.03676746910601851
12,2027.0,0.0078,0.22400627827825687,0.0129285,0.2606572688323905,0.03676746910601851
13,2028.0,0.0072,0.11200313913912836,0.011934,0.2606572688323905,0.03676746910601851
14,2029.0,0.0066,0.0,0.0109395,0.2606572688323905,0.03676746910601851
15,2030.0,0.006,0.0,0.009945,0.2606572688323905,0.03676746910601851
16,2031.0,0.0054,0.0,0.0089505,0.2606572688323905,0.03676746910601851
17,2032.0,0.0048,0.0,0.007956,0.2606572688323905,0.03676746910601851
18,2033.0,0.0042,0.0,0.0069615,0.2606572688323905,0.07581133750055957
19,2034.0,0.0036,0.0,0.005967,0.2606572688323905,0.12338509005687166
20,2035.0,0.003,0.0,0.0049725,0.2606572688323905,0.17428101701717638
21,2036.0,0.0024,0.0,0.003978,0.2606572688323905,0.17428101701717638
22,2037.0,0.0018,0.0,0.0029835,0.2606572688323905,0.17428101701717638
23,2038.0,0.0012,0.0,0.001989,0.2606572688323905,0.17428101701717638
24,2039.0,0.000600000000000001,0.0,0.000994500000000002,0.2606572688323905,0.17428101701717638
25,2040.0,0.0,0.0,0.0,0.2606572688323905,0.17428101701717638
26,2041.0,0.0,0.0,0.0,0.2606572688323905,0.17428101701717638
27,2042.0,0.0,0.0,0.0,0.2606572688323905,0.20649249625485283
28,2043.0,0.0,0.0,0.0,0.28443664116286355,0.2387180482288896
29,2044.0,0.0,0.0,0.0,0.3052788804188119,0.2387180482288896
30,2045.0,0.0,0.0,0.0,0.3273457399021178,0.23871804822888956
31,2046.0,0.0,0.0,0.0,0.3519151935661997,0.23751200589095695
32,2047.0,0.0,0.0,0.0,0.3779271132504723,0.2362351571315536
33,2048.0,0.0,0.0,0.0,0.4054644542996285,0.23488342991639388
34,2049.0,0.0,0.0,0.0,0.4107666843716764,0.24253405638602882
35,2050.0,0.0,0.0,0.0,0.31908192501018734,0.326689667845235
36,2051.0,0.0,0.0,0.0,0.3164557514151334,0.332394912284694
37,2052.0,0.0,0.0,0.0,0.3164557514151334,0.3355786037788604
38,2053.0,0.0,0.0,0.0,0.3164557514151334,0.34053664886099455
39,2054.0,0.0,0.0,0.0,0.3164557514151334,0.3472765267553206
40,2055.0,0.0,0.0,0.0,0.3164557514151334,0.3472765267553206
41,2056.0,0.0,0.0,0.0,0.3164557514151334,0.3472765267553206
42,2057.0,0.0,0.0,0.0,0.3164557514151334,0.3472765267553206
43,2058.0,0.0,0.0,0.0,0.3164557514151334,0.3472765267553203
44,2059.0,0.0,0.0,0.0,0.3164557514151334,0.347276526755319
45,2060.0,0.0,0.0,0.0,0.3277123778198563,0.3360199003505972
46,2061.0,0.0,0.0,0.0,0.33385843364840107,0.3360199003505972
47,2062.0,0.0,0.0,0.0,0.3407085189327684,0.3360199003505972
48,2063.0,0.0,0.0,0.0,0.3477094424251007,0.3360199003505972
49,2064.0,0.0,0.0,0.0,0.3477094424251007,0.3360199003505972
50,2065.0,0.0,0.0,0.0,0.3477094424251007,0.3360199003505972
51,2066.0,0.0,0.0,0.0,0.3477094424251007,0.3360199003505972
52,2067.0,0.0,0.0,0.0,0.37992092166277835,0.3038084211129208
53,2068.0,0.0,0.0,0.0,0.4121464736368151,0.271582869138884
54,2069.0,0.0,0.0,0.0,0.4121464736368151,0.271582869138884
55,2070.0,0.0,0.0,0.0,0.4121464736368151,0.271582869138884
