,y,Solar PV (roof top),Solar PV with storage
0,2050.0,0.11404758135816626,0.0
1,2051.0,0.11404758135816626,0.15743305376383232
2,2052.0,0.1180443875492777,0.31793277025828603
3,2053.0,0.2800105199572627,0.39371505403787704
4,2054.0,0.44741141578485816,0.4720402075992143
5,2055.0,0.620401440163863,0.5529804567958806
6,2056.0,0.7991519875902333,0.6366159953461834
7,2057.0,1.0815954678025317,0.6672058732408914
8,2058.0,1.397336178150097,0.6851454790943644
9,2059.0,1.723526302143732,0.7036787947740921
10,2060.0,2.0823872202232403,0.7082157021995963
11,2061.0,2.3429823654885302,0.7082157021995964
12,2062.0,2.6092991162805106,0.7082157021995964
13,2063.0,2.60929911628051,0.8899204917708514
14,2064.0,2.60929911628051,1.0756421726218908
15,2065.0,2.8936622876662863,1.0756421726218908
16,2066.0,3.184327989900421,1.0756421726218908
17,2067.0,3.4814372894455725,1.0756421726218908
18,2068.0,3.785156909076695,1.0756421726218908
19,2069.0,4.095665576356806,1.0756421726218908
20,2070.0,4.4131338787550645,1.0756421726218908
