,y,Coal,Oil,Gas,Hydro,Solar CSP,Solar PV,Solar FPV,Wind,Biomass,Geothermal
0,2015.0,0.0,5.613999999999999,30.798,6.156,0.0,0.031,0.0,1.113,0.434,0.008
1,2016.0,0.0,7.215999999999999,31.948,6.156,0.0,0.064,0.0,1.313,0.6839999999999999,0.008
2,2017.0,0.0,7.279999999999999,33.028,8.346,0.0,0.066,0.0,1.313,0.6839999999999999,0.008
3,2018.0,0.0,7.3919999999999995,49.378,8.378,0.0,0.11599999999999999,0.0,1.653,0.6839999999999999,0.008
4,2019.0,0.0,7.749,49.378,8.378,0.0,0.11599999999999999,0.0,1.653,0.6839999999999999,0.008
5,2020.0,0.0,7.749,52.466,8.378,0.0,0.216,0.0,1.653,0.6839999999999999,0.128
6,2021.0,0.0,7.55,51.133,8.378,0.0,0.464,0.0,1.867,0.762,0.298
7,2022.0,0.0,7.348,49.753,8.378,0.0,0.714,0.0,2.331,0.841,0.398
8,2023.0,0.0,7.148000000000001,48.364000000000004,15.466000000000001,0.0,1.362,0.85,2.7950000000000004,0.919,0.598
9,2024.0,0.111,6.949,46.963,16.236,0.5,1.712,1.15,3.259,0.997,0.948
10,2025.0,3.111,6.4830000000000005,45.564,16.656000000000002,0.5,2.061,1.15,3.472,0.867,1.248
11,2026.0,6.111,6.204,44.165,16.656000000000002,0.5,2.402,1.15,3.687,0.845,1.348
12,2027.0,6.111,5.94,42.763000000000005,17.301000000000002,0.5,2.5010000000000003,1.15,3.9,0.823,1.448
13,2028.0,6.111,5.628,41.363,17.613,0.5,2.5999999999999996,1.15,4.115,0.802,1.447
14,2029.0,6.111,5.073,39.963,19.213,0.5,2.6729999999999996,1.15,4.328,0.78,1.447
15,2030.0,6.111,4.871,38.563,20.066,0.5,2.806,1.15,4.543,0.759,1.4460000000000002
16,2031.0,6.111,4.671,37.163000000000004,20.066,0.5,4.151,1.15,5.005999999999999,0.737,1.4460000000000002
17,2032.0,6.111,4.4719999999999995,35.773,21.066,0.5,6.259,1.15,5.469,0.7150000000000001,1.4460000000000002
18,2033.0,6.111,4.272,35.441,21.616000000000003,0.5,9.596,1.15,5.934,0.6940000000000001,1.4449999999999998
19,2034.0,6.111,4.072,36.1,21.616000000000003,0.5,13.466,1.15,6.397,0.672,1.4449999999999998
20,2035.0,7.111,3.8709999999999996,35.779,21.616000000000003,0.5,15.535,1.15,6.862,0.65,1.4929999999999999
21,2036.0,8.111,3.67,35.208999999999996,22.558000000000003,0.5,19.055,1.15,7.324999999999999,0.65,1.7429999999999999
22,2037.0,9.125,3.472,34.741,22.558000000000003,0.5,22.612,1.15,7.79,0.65,1.992
23,2038.0,10.458,3.271,33.935,22.558000000000003,0.5,26.675,1.45,8.253,0.65,2.104
24,2039.0,11.458,3.073,35.124,22.558000000000003,0.5,30.774,1.75,8.718,0.65,2.354
25,2040.0,12.806000000000001,1.522,35.223,22.558000000000003,0.5,34.864,2.05,8.79,0.65,2.6029999999999998
26,2041.0,14.306000000000001,0.0,36.793,22.558000000000003,0.5,40.535000000000004,2.65,9.34,0.65,2.705
27,2042.0,14.806000000000001,0.0,38.120999999999995,22.532,0.5,46.4,2.65,10.09,0.65,2.7039999999999997
28,2043.0,15.306000000000001,0.0,39.645,22.532,0.5,52.181,2.65,10.5,0.65,2.7039999999999997
29,2044.0,16.063,0.0,40.955,22.522000000000002,0.5,57.345,2.65,11.25,0.65,2.7279999999999998
30,2045.0,16.579,0.0,42.194,22.738,0.5,61.977999999999994,2.738,12.0,0.65,2.6649999999999996
31,2046.0,16.579,0.0,44.988,22.468,0.5,67.05199999999999,2.738,12.5,0.65,2.8049999999999997
32,2047.0,16.579,0.0,50.266,22.468,0.5,72.375,3.338,12.75,0.65,3.018
33,2048.0,21.018,0.0,41.89600000000001,22.468,0.5,79.975,5.835,13.0,0.65,3.136
34,2049.0,21.518,0.0,46.257,22.468,0.0,84.575,5.835,13.25,0.65,3.207
35,2050.0,24.365000000000002,0.0,45.372,22.468,0.0,91.30300000000001,5.835,13.75,0.65,3.3129999999999997
36,2051.0,24.865000000000002,0.0,47.175000000000004,22.468,0.0,96.87700000000001,5.835,14.25,0.65,3.3129999999999997
37,2052.0,25.365000000000002,0.0,48.964,22.468,0.0,102.95700000000001,5.835,14.75,0.65,3.3129999999999997
38,2053.0,25.865000000000002,0.0,50.469,24.040000000000003,0.0,108.00400000000002,5.835,15.25,0.65,3.3129999999999997
39,2054.0,26.253,0.0,52.471999999999994,24.040000000000003,0.0,113.023,6.183999999999999,15.75,0.65,3.3129999999999997
40,2055.0,24.753,0.0,56.158,24.040000000000003,0.0,119.65299999999999,6.183999999999999,16.25,0.65,3.5629999999999997
41,2056.0,23.253,0.0,60.596000000000004,24.040000000000003,0.0,125.114,6.183999999999999,16.5,0.4,3.8129999999999997
42,2057.0,24.753,0.0,61.598,24.040000000000003,0.0,132.818,6.183999999999999,16.75,0.4,4.063
43,2058.0,27.186,0.0,61.902,24.040000000000003,0.0,140.037,6.497999999999999,17.0,0.4,4.313
44,2059.0,29.024,0.0,62.78,24.040000000000003,0.0,146.713,6.901999999999999,17.827,0.4,4.563000000000001
45,2060.0,30.524,0.0,64.52499999999999,24.040000000000003,0.175,151.171,7.536999999999999,18.827,0.4,4.764
46,2061.0,31.024,0.0,66.80199999999999,23.997000000000003,0.729,155.93399999999997,9.091,19.327,0.3,4.764
47,2062.0,31.524,0.0,69.43299999999999,23.997000000000003,1.4,159.51500000000001,10.65,19.827,0.2,4.764
48,2063.0,32.024,0.0,72.16199999999999,23.997000000000003,2.116,163.07,11.913,20.327,0.1,4.902000000000001
49,2064.0,32.524,0.0,75.00099999999999,23.997000000000003,2.88,166.625,13.612,20.849,0.0,4.902000000000001
50,2065.0,33.024,0.0,76.833,23.997000000000003,4.88,172.22499999999997,15.014999999999999,21.515,0.0,4.902000000000001
51,2066.0,33.524,0.0,78.452,24.277,6.88,177.587,15.962000000000002,22.765,0.0,5.050000000000001
52,2067.0,34.010999999999996,0.0,80.083,24.245,8.88,183.511,17.7,24.015,0.0,5.300000000000001
53,2068.0,34.178,0.0,83.064,25.092000000000002,9.8,187.165,18.325999999999997,25.265,0.0,5.550000000000001
54,2069.0,34.678,0.0,86.52499999999999,25.092000000000002,10.0,193.464,18.325999999999997,26.515,0.0,5.800000000000001
55,2070.0,34.83,0.0,89.17299999999999,25.092000000000002,12.2,199.562,18.776999999999997,27.783,0.0,5.800000000000001
