Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Solar FPV,Wind,Biomass,Geothermal,Backstop,power_trade,CCC
320.15,6.74,652.39,67.09,128.67,0.0,66.25,18.55,100.84,0.0,0.0,0.0,2.26,EG
0.0,0.0,17.56,148.81,0.0,0.0,100.05,9.17,68.06,0.0,27.93,0.0,-1.77,ET
0.0,0.0,0.42,103.39,0.0,0.0,78.69,24.39,0.0,0.0,10.43,0.0,-0.49,SD
0.0,0.0,2.15,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SS
