,y,Coal power plant - Air cooling (new),Coal power plant - OTF/OTS cooling (new),Light Fuel Oil power plant - MDT cooling (old),Light Fuel Oil power plant - OTF/OTS cooling (new),Light Fuel Oil power plant - OTF/OTS cooling (old),Light Fuel Oil stand alone (1kW),Natural gas power plant (combined cycle) - Air cooling (new),Natural gas power plant (combined cycle) - Air cooling (old),Natural gas power plant (combined cycle) - MDT cooling (new),Natural gas power plant (combined cycle) - MDT cooling (old),Natural gas power plant (combined cycle) - OTF/OTS cooling (new),Natural gas power plant (combined cycle) - OTF/OTS cooling (old),Natural gas power plant (single cycle) - Air cooling (new),Natural gas power plant (single cycle) - MDT cooling (old),Natural gas power plant (single cycle) - OTF/OTS cooling (new),Natural gas power plant (single cycle) - OTF/OTS cooling (old),Oil fired gas turbine (SCGT) - Air cooling (new),Oil fired gas turbine (SCGT) - Air cooling (old),Oil fired gas turbine (SCGT) - MDT cooling (new),Oil fired gas turbine (SCGT) - MDT cooling (old),Oil fired gas turbine (SCGT) - OTF/OTS cooling (old)
0,2015.0,0.0,0.0,5.1911000000000005,0.0,61.0084,1.9604,16.0077,55.699,0.0,20.028499999999998,69.12950000000001,2770.1472,0.0,12.2581,0.0,2362.5081999999998,0.0,13.150500000000001,38.1744,17.7194,557.6241
1,2016.0,0.0,0.0,6.220700000000001,0.0,61.0084,2.1834,16.0077,55.699,0.0,20.028499999999998,207.38830000000002,2770.1472,0.0,12.2581,0.0,2362.5081999999998,25.5442,13.150500000000001,1.3795,22.9451,188.40279999999998
2,2017.0,0.0,0.0,4.0469,0.0,61.0084,1.8888,16.0077,55.699,0.0,20.028499999999998,414.77660000000003,2770.1472,0.0,12.2581,0.0,2362.5081999999998,17.2895,5.905900000000001,0.0,12.124,188.40279999999998
3,2018.0,0.0,0.0,4.0865,0.0,61.0084,3.8852,16.0077,55.699,70.07509999999999,20.028499999999998,0.0,2770.1472,0.0,12.2581,0.0,2362.5081999999998,0.0,2.6301,0.0,12.124,188.40279999999998
4,2019.0,0.0,0.0,8.132,0.0,61.0084,8.1408,16.0077,55.699,88.31309999999999,20.028499999999998,0.0,2770.1472,0.0,12.2581,0.0,2362.5081999999998,0.0,3.4647,0.0,12.124,188.40279999999998
5,2020.0,0.0,0.0,3.4163,0.0,61.0084,0.12710000000000002,87.63900000000001,55.699,899.1551000000001,20.028499999999998,0.0,2770.1472,2.0161,12.2581,0.0,2362.5081999999998,0.0,2.6301,0.0,11.6914,188.40279999999998
6,2021.0,0.0,0.0,3.2832000000000003,0.0,57.95799999999999,0.22,60.1821,10.5828,2207.1180999999997,3.8053999999999997,1160.6646,526.328,2.6817,11.6452,0.0,2244.3828000000003,0.0,2.4986,0.0,11.235699999999998,178.9827
7,2022.0,0.0,0.0,3.1104000000000003,0.0,54.907599999999995,0.2273,87.63900000000001,10.0258,2207.3817999999997,3.6050999999999997,1230.2824,498.6265,4.5874,11.0322,0.0,2126.2574,0.0,7.713900000000001,0.0,10.644299999999998,169.5626
8,2023.0,0.0,0.0,3.0216,0.0,51.857200000000006,0.0395,133.1302,9.4688,1717.6758000000002,3.4048000000000003,1397.8668,470.925,0.4944,10.4193,0.0,2008.132,0.0,8.8796,0.0,38.856300000000005,160.1424
9,2024.0,0.0,87.3502,4.733700000000001,0.0,53.8394,0.0191,133.1302,39.2234,2141.5351,3.2045,1397.8668,443.2235,0.0,9.8065,0.0,1890.0065,0.0,8.357299999999999,0.0,43.4248,150.7223
10,2025.0,0.0,2437.5879999999997,2.5621000000000005,0.0,45.75630000000001,0.0183,87.5769,8.3549,2013.0234,3.0043,1397.8668,415.52209999999997,0.0,9.1935,0.0,1771.8811,0.0,7.835,0.008199999999999999,14.192400000000001,141.3022
11,2026.0,0.0,4787.825699999999,2.3913,0.0,42.7059,0.0,29.0568,7.7979,1646.0911,2.804,1397.8668,387.8206,0.0,8.5806,0.0,1653.7557,0.0,1.8411,0.008199999999999999,8.184,131.8819
12,2027.0,0.0,4787.825699999999,2.2205999999999997,0.0,39.6555,0.0,8.242799999999999,7.2409,1845.9271999999999,2.6037000000000003,1397.8668,360.1191,0.0,7.9677999999999995,0.0,1535.6303,0.0,1.7096,0.008199999999999999,7.599399999999999,122.4618
13,2028.0,0.0,4787.825699999999,2.0497,0.0,36.605000000000004,0.0,0.0,6.6839,2036.8751,2.4034,1397.8668,332.4177,0.0,7.3549,0.0,1417.505,0.0,1.5781,0.008199999999999999,7.014800000000001,113.04169999999999
14,2029.0,0.0,4787.825699999999,1.8789,0.0,33.5546,0.0,65.5026,6.1269,2138.0364,2.2032000000000003,1397.8668,304.7161,0.0,6.7419,0.0,1299.3796,0.0,1.4466,0.008199999999999999,6.4303,103.6215
15,2030.0,0.0,4787.825699999999,1.7082000000000002,0.0,30.5042,0.0,110.6379,5.5699,2141.3041999999996,2.0028,1396.6372000000001,277.0147,0.0,6.1290000000000004,0.0,1181.2542,0.0,1.3151,0.0,5.8456,94.20139999999999
16,2031.0,0.0,4787.825699999999,1.5374,0.0,27.453799999999998,0.0,133.1302,25.0646,2147.5015999999996,9.0128,1397.8668,478.73859999999996,0.03,5.5161999999999995,0.0,1063.1287,0.0,1.1836,0.0063,5.2611,84.7813
17,2032.0,0.0,4787.825699999999,1.3666999999999998,0.0,24.403399999999998,0.0,133.1302,22.2796,2146.8431,8.0114,1397.8668,939.6705000000001,0.1329,4.9032,0.0,945.0033000000001,0.0,1.0520999999999998,0.0063,4.694700000000001,75.3611
18,2033.0,0.0,4787.825699999999,1.1958,0.0,21.353,0.0,355.0137,19.4947,2149.6198999999997,7.01,1402.8447,969.5514999999999,0.3331,4.2903,0.0,826.8779,206.4322,1.0553,82.94649999999999,4.6166,65.941
19,2034.0,0.0,4787.825699999999,1.0249,0.0,18.302500000000002,0.0,576.8974000000001,16.7097,2244.6891,6.008500000000001,1532.6839,831.0441,0.5965,3.6774,0.0,708.7525,247.1371,1.2385000000000002,221.93740000000003,4.4453000000000005,56.5209
20,2035.0,0.0,5571.2383,0.8541000000000001,0.0,15.2521,0.0,798.7810000000001,13.9248,2247.7841,5.007099999999999,1538.9462,692.5368,1.0569,3.0645,145.2289,590.6271,247.91920000000002,1.0321,247.92440000000002,3.8974,73.93090000000001
21,2036.0,0.0,6354.650799999999,0.6832999999999999,0.0,12.201699999999999,0.0,870.1666,11.1398,2351.7463999999995,4.0057,1538.9462,554.0294,0.0,2.4516,396.6614,472.5017,247.91920000000002,0.8257000000000001,247.92340000000002,2.8337,59.1447
