,y,Coal,Oil,Gas,Hydro,Solar PV,Geothermal,Biomass,Crude Oil production,Crude oil Refinery,Natural gas extraction
0,2015.0,0.0,1.83,0.0,665.28,0.0,0.0,103.84,0.0,0.0,0.0
1,2016.0,0.0,2.7,0.0,665.28,0.0,0.0,103.84,0.0,0.0,0.0
2,2017.0,0.0,0.86,0.0,1253.22,0.0,0.0,31.26,0.0,0.0,0.0
3,2018.0,0.0,0.9,0.0,1328.39,0.0,0.0,86.38,0.0,0.0,0.0
4,2019.0,0.0,4.31,0.0,1328.39,0.0,0.0,103.84,0.0,0.0,0.0
5,2020.0,0.0,0.86,17.94,1328.39,0.0,0.06,103.84,0.0,0.0,0.06
6,2021.0,0.0,0.85,18.0,1328.39,0.0,0.15,98.64,0.0,0.0,0.06
7,2022.0,0.0,0.81,18.17,1328.39,0.0,0.2,93.45,0.0,0.0,0.07
8,2023.0,0.0,0.73,2.83,3127.96,0.0,0.3,56.19,0.0,0.0,0.01
9,2024.0,0.0,0.69,2.85,3121.5,0.0,0.43,52.89,0.0,0.0,0.01
10,2025.0,0.0,0.66,3.26,3131.86,0.0,0.53,33.06,0.15,13.06,0.01
11,2026.0,0.0,0.61,4.29,3193.93,0.0,0.53,34.5,0.0,13.52,0.01
12,2027.0,0.0,0.57,3.42,3438.5,0.0,0.53,26.44,0.0,13.98,0.01
13,2028.0,0.0,0.53,3.44,3500.24,0.0,0.53,26.83,0.0,14.47,0.01
14,2029.0,0.0,0.48,1.61,3972.87,0.0,0.53,14.56,0.0,14.97,0.01
15,2030.0,0.0,0.43,2.29,4072.83,0.0,0.53,16.53,0.0,15.44,0.01
16,2031.0,0.0,0.4,3.65,4141.87,0.0,0.53,15.33,0.0,15.91,0.01
17,2032.0,0.0,0.36,3.26,4471.57,0.0,0.53,11.5,0.0,16.37,0.01
18,2033.0,0.0,0.31,3.74,4643.05,0.05,0.53,7.67,0.0,16.85,0.01
19,2034.0,0.0,0.27,3.63,4662.35,0.11,0.53,3.83,0.0,17.34,0.01
20,2035.0,0.0,0.22,4.23,4696.78,0.17,0.55,0.0,0.0,18.05,0.01
21,2036.0,0.0,0.17,3.59,4783.69,0.22,0.68,0.0,0.0,18.6,0.01
22,2037.0,0.0,0.13,3.52,4789.51,0.27,0.8,0.0,0.0,19.16,0.01
23,2038.0,0.0,0.09,3.86,4818.41,0.33,0.86,0.0,0.0,19.74,0.01
24,2039.0,0.0,0.04,4.16,4819.3,0.39,0.99,0.0,0.0,20.33,0.01
25,2040.0,0.0,0.0,4.79,4852.47,0.46,1.11,0.0,0.0,20.94,0.02
26,2041.0,0.0,0.0,3.88,4771.82,0.58,1.17,0.0,0.0,21.42,0.01
27,2042.0,0.0,0.0,3.33,4728.86,0.7,1.17,0.0,0.0,21.91,0.01
28,2043.0,0.0,0.0,2.98,4696.62,0.83,1.17,0.0,0.0,22.42,0.01
29,2044.0,0.0,0.0,2.82,4675.77,0.95,1.17,0.0,0.0,22.93,0.01
30,2045.0,0.0,0.0,3.12,4784.46,1.05,1.11,0.0,0.0,23.45,0.01
31,2046.0,0.0,0.0,2.97,4764.37,1.18,1.15,0.0,0.0,23.99,0.01
32,2047.0,0.0,0.0,3.01,4693.4,1.31,1.22,0.0,0.0,24.53,0.01
33,2048.0,0.0,0.0,3.39,4611.68,1.46,1.25,0.0,0.0,25.09,0.01
34,2049.0,0.0,0.0,3.32,4574.32,1.62,1.25,0.0,0.0,25.67,0.01
35,2050.0,1.27,0.0,0.0,4541.15,1.77,1.27,0.0,0.0,26.25,0.0
36,2051.0,1.24,0.0,0.0,4437.87,1.9,1.27,0.0,0.0,26.71,0.0
37,2052.0,1.21,0.0,0.0,4337.97,2.04,1.27,0.0,0.0,27.19,0.0
38,2053.0,1.03,0.0,0.0,4526.66,2.13,1.27,0.0,0.0,27.66,0.0
39,2054.0,1.17,0.0,0.0,4562.34,2.22,1.27,0.0,0.0,28.15,0.0
40,2055.0,1.16,0.0,0.0,4496.08,2.31,1.4,0.0,0.0,28.65,0.0
41,2056.0,1.15,0.0,0.0,4428.02,2.41,1.53,0.0,0.0,29.15,0.0
42,2057.0,1.14,0.0,0.0,4358.1,2.52,1.65,0.0,0.0,29.66,0.0
43,2058.0,1.15,0.0,0.0,4305.77,2.61,1.78,0.0,0.0,30.17,0.0
44,2059.0,1.17,0.0,0.0,4256.82,2.7,1.91,0.0,0.0,30.7,0.0
45,2060.0,1.19,0.0,0.0,4225.29,2.79,2.01,0.0,0.0,31.23,0.0
46,2061.0,1.28,0.0,0.0,4262.93,2.82,2.01,0.0,0.0,31.67,0.0
47,2062.0,1.36,0.0,0.0,4311.84,2.85,2.01,0.0,0.0,32.1,0.0
48,2063.0,1.41,0.0,0.0,4323.59,2.88,2.08,0.0,0.0,32.55,0.0
49,2064.0,1.5,0.0,0.0,4403.69,2.92,2.08,0.0,0.0,32.99,0.0
50,2065.0,1.59,0.0,0.0,4372.48,2.97,2.08,0.0,0.0,33.45,0.0
51,2066.0,1.64,0.0,0.0,4561.52,3.0,2.13,0.0,0.0,33.9,0.0
52,2067.0,1.72,0.0,0.0,4930.73,3.02,2.24,0.0,0.0,34.36,0.0
53,2068.0,1.64,0.0,0.0,5346.27,3.02,2.4,0.0,0.0,34.83,0.0
54,2069.0,1.62,0.0,0.0,5544.04,3.07,2.53,0.0,0.0,35.3,0.0
55,2070.0,1.72,0.0,0.0,5438.02,3.19,2.53,0.0,0.0,35.78,0.0
