,y,Solar PV (utility),Solar PV (roof top),Solar PV with storage,Solar FPV
0,2015.0,0.0,0.003,0.0,0.0
1,2016.0,0.0,0.001,0.0,0.0
2,2017.0,0.0,0.001,0.0,0.0
3,2030.0,0.0,0.0,0.08395113830006946,0.0
4,2031.0,0.0,0.6742384784412168,0.5,0.0
5,2032.0,0.0,1.0040488823439846,0.5,0.0
6,2033.0,0.0,1.1316353932146002,0.5,0.0
7,2034.0,0.0,1.2709547066948033,0.5,0.0
8,2035.0,0.0,0.0,0.04727048765522504,0.0
9,2036.0,0.0,1.1023757487097134,0.5,0.0
10,2037.0,0.0,1.2456344223954616,0.5,0.0
11,2038.0,0.0,1.4644397495402401,0.5,0.0
12,2039.0,0.0,1.5,0.5,0.0
13,2040.0,0.0,1.5,0.5,0.0
14,2041.0,0.0,1.386649574486266,0.5,0.0
15,2042.0,0.0,1.5150579759042904,0.5,0.0
16,2043.0,0.0,1.4804903312246884,0.5,0.0
17,2044.0,0.0,0.8146721025764985,0.5,0.0
18,2045.0,0.0,0.895050810976765,0.5,0.08800000000003272
19,2046.0,0.0,0.9739495263293383,0.5,0.0
20,2047.0,0.0,1.0641627642942713,0.5,0.6
21,2048.0,0.0,3.0,0.5,2.497000000000034
22,2049.0,0.0,0.0,0.5,0.0
23,2050.0,0.0,2.0977224312885108,0.5,0.0
24,2051.0,0.0,2.38960419062868,0.5,0.0
25,2052.0,0.0,2.9374779414626313,0.5,0.0
26,2053.0,0.0,3.0,0.5,0.0
27,2054.0,0.19483029323172107,3.0,0.5,0.3490000000000194
28,2055.0,0.0,3.0,0.5,0.0
29,2056.0,0.2710285539980157,3.0,0.5,0.0
30,2057.0,3.0,3.0,0.5,0.0
31,2058.0,3.0,3.0,0.5,0.0
32,2059.0,2.479740543214594,3.0,0.5,0.0
33,2060.0,0.24660934220277503,3.0,0.5,0.0
34,2061.0,1.7534006770336992,3.0,0.5,0.0
35,2062.0,0.7301046444289047,3.0,0.5,0.0
36,2063.0,0.7528376098827736,3.0,0.5,0.0
37,2064.0,0.08483045869038114,3.0,0.5,0.0
38,2065.0,1.5970564081415317,3.0,0.5,0.0
39,2066.0,2.195431240446707,3.0,0.5,0.0
40,2067.0,3.0,3.0,0.5,0.0
41,2068.0,3.0,3.0,0.5,0.0
42,2069.0,0.0,3.0,0.5,0.0
43,2070.0,1.5293916432588481,3.0,0.5,0.08800000000009978
