,y,Solar PV (utility),Solar PV (roof top),Solar PV with storage,Solar FPV
4,2032.0,0.0,0.9766031115286072,0.0,0.0
5,2033.0,0.0,1.5,0.0,0.0
6,2034.0,0.0,1.5,0.0,0.0
7,2035.0,0.0,1.3548097458155723,0.0,0.0
8,2036.0,0.0,1.5,0.0,0.0
9,2037.0,0.0,1.5,0.0,0.0
10,2038.0,0.0,1.5,0.0,0.0
11,2039.0,0.0,1.5,0.0,0.0
12,2040.0,0.0,1.5,0.2999696580162354,0.0
13,2041.0,0.0,3.0,0.0,0.0
14,2042.0,0.0,2.4197406032032487,0.0,0.0
15,2043.0,0.0,1.4925453352316014,0.0,0.0
16,2044.0,0.0,1.9856332065300586,0.0,0.0
17,2045.0,0.0,2.528602222350519,0.0,0.0
18,2046.0,0.0,3.0,0.0,0.0
19,2047.0,0.0,3.0,0.5,0.0
20,2048.0,0.0,3.0,0.5,0.0
21,2049.0,0.0,3.0,0.5,0.0
22,2050.0,0.0,3.0,0.5,0.0
23,2051.0,0.0,3.0,0.32091403235344723,0.0
24,2052.0,0.0,3.0,0.5,0.0
25,2053.0,0.0,3.0,0.5,0.0
26,2054.0,0.0,3.0,0.5,0.0
27,2055.0,0.0,3.0,0.5,0.027717230061554615
28,2056.0,0.0,3.0,0.5,0.14048245720918706
29,2057.0,0.0,3.0,0.5,0.24156071637019694
30,2058.0,0.0,3.0,0.5,0.405911677582571
31,2059.0,0.0,3.0,0.5,0.7843279187764904
32,2060.0,0.0,3.0,0.5,1.0
33,2061.0,0.0,3.0,0.5,0.9409224710865791
34,2062.0,0.0,3.0,0.5,1.0
35,2063.0,0.0,3.0,0.5,0.15026148435469056
36,2064.0,0.0,3.0,0.5,0.46958735493800274
37,2065.0,0.0,3.0,0.5,1.0
38,2066.0,0.0,3.0,0.5,1.9225109017063406
39,2067.0,0.2288678024883824,3.0,0.5,2.2997177879143877
40,2068.0,2.3587484477473604,3.0,0.5,0.28
41,2069.0,3.0,3.0,0.5,0.9444815900569548
42,2070.0,0.0,3.0,0.5,1.0
