Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Solar FPV,Wind,Biomass,Geothermal,Backstop,power_trade,CCC
26.2,0.0,758.2,67.09,67.01,13.2,116.45,18.55,268.71,36.66,0.0,0.0,179.76,EG
0.0,0.66,15.91,187.05,0.0,0.0,214.45,0.0,0.0,0.0,86.71,0.0,-0.88,ET
187.16,0.0,10.08,98.95,0.0,0.0,208.04,5.45,0.0,0.0,10.72,0.0,-178.88,SD
0.0,0.36,5.7,23.98,0.0,0.0,0.61,0.0,0.0,0.0,8.54,0.0,0.0,SS
