,y,Egypt - Turkey Historic and Planned NG trade link,Israel - Egypt Planned NG trade link,Natural gas exports (Liquification terminal),Natural gas imports (LNG),Natural gas extraction
0,2015.0,-390.1669,0.0,-725.4044,0.0,2619.5804
1,2016.0,-390.1669,0.0,-711.0205,0.0,2638.8792
2,2017.0,-390.1669,0.0,-711.0205,0.0,2686.5999
3,2018.0,-390.1669,0.0,-711.0205,0.0,2746.7473
4,2019.0,-780.3338,0.0,-711.0205,0.0,3184.2477
5,2020.0,-780.3338,0.0,-711.0205,0.0,3212.4441
6,2021.0,-780.3338,0.0,-711.0205,0.0,3247.4398
7,2022.0,-780.3338,0.0,-711.0205,0.0,3268.4267
8,2023.0,-780.3338,0.0,-711.0205,0.0,3224.41
9,2024.0,-780.3338,0.0,-711.0205,0.0,3366.3607
10,2025.0,-780.3338,0.0,-711.0205,0.0,3278.7986
11,2026.0,-780.3338,0.0,-711.0205,0.0,3191.5232
12,2027.0,-780.3338,0.0,-711.0205,0.0,3229.9052
13,2028.0,-780.3338,0.0,-711.0205,0.0,3268.164
14,2029.0,-780.3338,0.0,-711.0205,0.0,3304.5139
15,2030.0,-780.3338,0.0,-711.0205,0.0,3314.3415
16,2031.0,-780.3338,0.0,-711.0205,0.0,3404.6945
17,2032.0,-780.3338,0.0,-711.0205,0.0,3481.6713
18,2033.0,-780.3338,0.0,-711.0205,0.0,3532.9523
19,2034.0,-780.3338,0.0,-711.0205,0.0,3600.5025
20,2035.0,-780.3338,0.0,-711.0205,0.0,3634.7954
21,2036.0,-780.3338,0.0,-711.0205,0.0,3667.9939
22,2037.0,0.0,227.2817,-711.0205,0.0,2690.5231
23,2038.0,0.0,227.2817,-711.0205,0.0,2707.6782
24,2039.0,0.0,227.2817,-711.0205,0.0,2727.1865
25,2040.0,0.0,227.2817,-473.6672,0.0,2479.7174
26,2041.0,0.0,227.2817,-0.0,0.0,1939.3726
27,2042.0,0.0,227.2817,-0.0,1999.7403,0.0
28,2043.0,0.0,227.2817,-0.0,2065.9557,0.0
29,2044.0,0.0,227.2817,-0.0,2123.4734,0.0
30,2045.0,0.0,227.2817,-0.0,2190.5146,0.0
31,2046.0,0.0,227.2817,-0.0,2291.904,0.0
32,2047.0,0.0,227.2817,-0.0,2384.1297,0.0
33,2048.0,0.0,227.2817,-0.0,2268.4728,0.0
34,2049.0,0.0,227.2817,-0.0,2369.8249,0.0
35,2050.0,0.0,227.2817,-0.0,2439.4079,0.0
36,2051.0,0.0,227.2817,-0.0,2517.7032,0.0
37,2052.0,0.0,227.2817,-0.0,2595.1081,0.0
38,2053.0,0.0,227.2817,-0.0,2674.6316,0.0
39,2054.0,0.0,227.2817,-0.0,2763.7021,0.0
40,2055.0,0.0,227.2817,-0.0,2927.5827,0.0
41,2056.0,0.0,227.2817,-0.0,3119.7267,0.0
42,2057.0,0.0,227.2817,-0.0,3166.2586,0.0
43,2058.0,0.0,227.2817,-0.0,3178.1849,0.0
44,2059.0,0.0,227.2817,-0.0,3214.8402,0.0
45,2060.0,0.0,227.2817,-0.0,3281.0578,0.0
46,2061.0,0.0,227.2817,-0.0,3380.8004,0.0
47,2062.0,0.0,227.2817,-0.0,3490.9188,0.0
48,2063.0,0.0,227.2817,-0.0,3604.8701,0.0
49,2064.0,0.0,227.2817,-0.0,3722.8306,0.0
50,2065.0,0.0,227.2817,-0.0,3809.9741,0.0
51,2066.0,0.0,227.2817,-0.0,3889.8643,0.0
52,2067.0,0.0,227.2817,-0.0,3972.3756,0.0
53,2068.0,0.0,227.2817,-0.0,4100.0083,0.0
54,2069.0,0.0,227.2817,-0.0,4239.9403,0.0
55,2070.0,0.0,227.2817,-0.0,4347.3143,0.0
