,y,Coal power plant - Air cooling (new),Oil fired gas turbine (SCGT) - MDT cooling (new),Light Fuel Oil stand alone (1kW),Light Fuel Oil power plant - MDT cooling (old),Natural gas power plant (combined cycle) - MDT cooling (new),Natural gas power plant (single cycle) - Air cooling (new)
0,2015.0,0.0,0.0,0.13474629620403397,0.141634,0.0,0.0
1,2016.0,0.0,0.0,0.2080753373149943,0.141634,0.0,0.0
2,2017.0,0.0,0.0,0.2080753373149943,0.141634,0.0,0.0
3,2018.0,0.0,0.0,0.2080753373149943,0.141634,0.0,0.0
4,2019.0,0.0,0.0,0.4525729502421416,0.141634,0.0,0.0
5,2020.0,0.0,0.0,0.4525729502421416,0.141634,2.526194991111416,0.30385842580276123
6,2021.0,0.0,0.0,0.4525729502421416,0.1345523,2.526194991111416,0.3614273521380607
7,2022.0,0.0,0.0,0.4525729502421416,0.1274706,2.526194991111416,0.3614273521380607
8,2023.0,0.0,0.0,0.45257295024214167,0.1203889,2.526194991111416,0.3614273521380607
9,2024.0,0.0,0.0,0.45257295024214167,0.1133072,2.526194991111416,0.3614273521380607
10,2025.0,0.0,0.00021467841287789647,0.31782665403810767,0.1062255,2.526194991111416,0.3614273521380607
11,2026.0,0.0,0.00021467841287789647,0.24449761292714733,0.0991438,2.526194991111416,0.3614273521380607
12,2027.0,0.0,0.00021467841287789647,0.24449761292714733,0.0920621,2.526194991111416,0.3614273521380607
13,2028.0,0.0,0.00021467841287789647,0.24449761292714733,0.0849804,2.526194991111416,0.3614273521380607
14,2029.0,0.0,0.00021467841287789647,0.0,0.0778987,2.526194991111416,0.3614273521380607
15,2030.0,0.0,0.00021467841287789647,0.0,0.070817,2.526194991111416,0.3614273521380607
16,2031.0,0.0,0.00021467841287789647,0.0,0.0637353,2.526194991111416,0.3614273521380607
17,2032.0,0.0,0.00021467841287789647,0.0,0.0566536,2.526194991111416,0.3614273521380607
18,2033.0,0.0,0.00021467841287789647,0.0,0.0495719,2.526194991111416,0.3614273521380607
19,2034.0,0.0,0.00021467841287789647,0.0,0.0424902,2.526194991111416,0.3614273521380607
20,2035.0,0.0,0.00021467841287789647,0.0,0.0354085,2.526194991111416,0.3614273521380607
21,2036.0,0.0,0.00021467841287789647,0.0,0.0283268,2.526194991111416,0.3614273521380607
22,2037.0,0.0,0.00021467841287789647,0.0,0.0212451,2.526194991111416,0.3614273521380607
23,2038.0,0.0,0.00021467841287789647,0.0,0.0141634,2.526194991111416,0.3614273521380607
24,2039.0,0.0,0.00021467841287789647,0.0,0.00708170000000001,2.526194991111416,0.3614273521380607
25,2040.0,0.0,0.00021467841287789647,0.0,0.0,2.526194991111416,0.3614273521380607
26,2041.0,0.0,0.00021467841287789647,0.0,0.0,2.526194991111416,0.3614273521380607
27,2042.0,0.0,0.00021467841287789647,0.0,0.0,2.526194991111416,0.3614273521380607
28,2043.0,0.0,0.00021467841287789647,0.0,0.0,2.526194991111416,0.3614273521380607
29,2044.0,0.0,0.00021467841287789647,0.0,0.0,2.526194991111416,0.3614273521380607
30,2045.0,0.0,0.00021467841287789647,0.0,0.0,2.526194991111416,0.057568926335299496
31,2046.0,0.0,0.00021467841287789647,0.0,0.0,2.526194991111416,0.0
32,2047.0,0.0,0.00021467841287789647,0.0,0.0,2.526194991111416,0.0
33,2048.0,0.0,0.00021467841287789647,0.0,0.0,2.526194991111416,0.0
34,2049.0,0.0,0.00021467841287789647,0.0,0.0,2.526194991111416,0.0
35,2050.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
36,2051.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
37,2052.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
38,2053.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
39,2054.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
40,2055.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
41,2056.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
42,2057.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
43,2058.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
44,2059.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
45,2060.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
46,2061.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
47,2062.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
48,2063.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
49,2064.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
50,2065.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
51,2066.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
52,2067.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
53,2068.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
54,2069.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
55,2070.0,2.3469884624677215,0.0,0.0,0.0,0.0,0.0
