Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Solar FPV,Wind,Biomass,Geothermal,Backstop,power_trade,CCC
613.63,0.0,1393.96,67.09,128.67,0.0,150.63,18.55,219.48,0.0,0.0,0.0,2.65,EG
0.0,0.0,10.58,120.92,0.0,0.0,435.7,35.38,208.52,0.0,0.0,0.0,-1.85,ET
0.0,0.0,47.55,80.08,0.0,0.0,403.83,21.8,0.0,0.0,9.73,0.0,-0.8,SD
0.0,0.0,3.31,21.74,0.0,0.0,36.24,0.0,0.0,0.0,0.0,0.0,0.0,SS
