,y,CSP (without storage),CSP (with storage),Solar PV (utility),Solar PV (roof top),Solar PV with storage,Solar FPV
6,2023.0,0.4391066307781759,0.0,0.25,0.2,0.20000000000000015,0.8500000000000001
7,2024.0,0.4208263142696926,0.0,0.25,0.050000000000000044,0.050000000000000204,0.3
8,2025.0,0.0,0.0,0.25,0.050000000000000294,0.05000000000000031,0.0
9,2026.0,0.0,0.0,0.18717778929479378,0.05000000000000005,0.05000000000000032,0.0
10,2027.0,0.0,0.0,0.0,0.05000000000000021,0.025229349154135414,0.0
11,2029.0,0.0,0.0,0.0,0.10000000000000078,0.0008039059228494037,0.0
12,2030.0,0.0,0.0,0.0,0.050000000000000676,0.0,0.0
13,2031.0,0.0,0.0,0.0,0.05000000000000021,0.09572546016759259,0.0
14,2032.0,0.0,0.0,0.5,0.0500000000000016,0.1782412847554253,0.0
15,2033.0,0.0,0.0,0.5,0.05000000000000022,0.05000000000000151,0.0
16,2034.0,0.0,0.0,0.5,0.050000000000000856,0.05000000000000121,0.0
17,2035.0,0.0,0.0,0.5,0.05000000000000118,0.05000000000000003,0.0
18,2036.0,0.0,0.0,0.5,0.05000000000000169,0.050000000000000884,0.0
19,2037.0,0.0,0.0,0.5,0.05000000000000092,0.05000000000000217,0.0
20,2038.0,0.0,0.0,0.5,0.050000000000002286,0.050000000000001085,0.300000000000013
21,2039.0,0.0,0.0,0.5,0.04999999999998899,0.05000000000000121,0.3
22,2040.0,0.0,0.0,0.5,0.050000000000000135,0.04999999999999939,0.3
23,2041.0,0.0,0.0,0.75,0.049999999999999954,0.05000000000000425,0.6
24,2042.0,0.0,0.0,0.75,0.0499999999999998,0.04999999999999982,0.0
25,2043.0,0.0,0.0,0.75,0.24999999999999997,0.2500000000000012,0.0
26,2044.0,0.0,0.0,0.75,0.10000000000000006,0.10000000000000109,0.0
27,2045.0,0.0,0.0,0.75,0.10000000000000037,0.10000000000000342,0.0
28,2046.0,0.0,0.0,0.75,0.10000000000001893,0.0999999999999992,0.0
29,2047.0,0.0,0.0,0.75,0.10000000000000306,0.07522934915413804,0.0
30,2048.0,0.0,0.0,0.75,0.050000000000000044,0.04999999999999938,0.8500000000000056
31,2049.0,0.0,0.0,0.75,0.1500000000000036,0.050803905922852,0.30000000000000737
32,2050.0,0.0,0.0,0.75,0.10000000000000206,0.05000000000000382,0.0
33,2051.0,0.0,0.0,0.75,0.09999999999999853,0.14572546016759058,0.0
34,2052.0,0.0,0.0,0.75,0.100000000000003,0.2282412847554265,0.0
35,2053.0,0.0,0.0,0.75,0.10000000000000006,0.10000000000000064,0.0
36,2054.0,0.0,0.0,0.75,0.10000000000000253,0.10000000000000242,0.0
37,2055.0,0.0,0.0,0.75,0.10000000000000256,0.10000000000000275,0.0
38,2056.0,0.0,0.0,0.75,0.09999999999999917,0.09999999999999787,0.0
39,2057.0,0.0,0.0,0.75,0.1000000000000053,0.10000000000000409,0.0
40,2058.0,0.0,0.0,0.75,0.10000000000000256,0.10000000000000187,0.0
41,2059.0,0.05385649908749475,0.0,0.75,0.09999999999999018,0.10000000000000409,0.0
42,2060.0,0.1515123202170507,0.0,0.75,0.10000000000000231,0.09999999999999831,0.0
43,2061.0,0.5742569420521784,0.0,1.0,0.09999999999999923,0.10000000000000275,0.0
44,2062.0,0.6674290485091148,0.0,1.0,0.10000000000000095,0.10000000000000098,0.0
45,2063.0,0.7129613375611776,0.0,1.0,0.2999999999999987,0.3000000000000016,0.3000000000000249
46,2064.0,0.7525479076104169,0.0,1.0,0.1499999999999988,0.15000000000000036,0.30000000000000493
47,2065.0,2.0,0.0,1.0,0.1500000000000007,0.15000000000000346,0.3000000000000007
48,2066.0,2.0,0.0,1.0,0.15000000000001956,0.1499999999999977,0.6000000000000019
49,2067.0,2.0,0.0,1.0,0.1500000000000039,0.12522934915413897,0.0
50,2068.0,0.8874359449625675,0.0,1.0,0.0999999999999992,0.09999999999999787,0.0
51,2069.0,0.1999999999999993,0.0,1.0,0.20000000000000373,0.10080390592285493,0.0
52,2070.0,0.20000000000000284,2.0,1.0,0.15000000000000702,0.10000000000000853,0.0
