,y,Coal,Oil,Gas,Hydro,Solar PV,Geothermal,Biomass,Crude Oil production,Crude oil Refinery,Natural gas extraction
8,2023.0,0.0,0.73,0.0,1979.47,0.0,0.3,88.26,0.0,0.0,0.0
9,2024.0,0.0,0.69,0.0,2296.05,0.0,0.43,83.07,0.0,0.0,0.0
10,2025.0,0.0,0.88,0.0,3206.22,0.0,0.53,51.92,0.15,12.78,0.0
11,2026.0,0.0,0.83,0.0,3402.25,0.0,0.53,18.84,0.0,13.16,0.0
12,2027.0,0.0,0.79,0.0,3491.26,0.0,0.53,16.75,0.0,13.56,0.0
13,2028.0,0.0,0.79,0.0,3522.81,0.0,0.53,36.34,0.0,13.96,0.0
14,2029.0,0.0,0.74,0.0,3522.81,0.0,0.53,31.15,0.0,13.96,0.0
15,2030.0,0.0,0.66,3.63,3717.84,0.0,0.58,25.96,0.0,13.96,0.01
16,2031.0,0.0,0.61,2.54,4072.44,0.0,0.58,20.77,0.0,13.96,0.01
17,2032.0,0.0,0.61,2.75,4072.44,0.01,0.71,15.58,0.0,14.25,0.01
18,2033.0,0.0,0.62,2.77,4072.44,0.04,0.8,10.38,0.0,14.66,0.01
19,2034.0,0.0,0.58,2.96,4072.44,0.06,0.91,5.19,0.0,14.73,0.01
20,2035.0,0.0,0.5,3.35,4072.44,0.1,1.02,0.0,0.0,14.73,0.01
21,2036.0,0.0,0.43,3.61,4072.44,0.13,1.15,0.0,0.0,14.73,0.01
22,2037.0,0.0,0.37,3.96,4072.44,0.16,1.27,0.0,0.0,14.73,0.02
23,2038.0,0.0,0.32,4.31,4072.44,0.2,1.4,0.0,0.0,14.73,0.02
24,2039.0,0.0,0.25,4.67,4072.44,0.24,1.53,0.0,0.0,14.73,0.02
25,2040.0,0.0,0.2,5.02,4072.44,0.3,1.65,0.0,0.0,14.73,0.02
26,2041.0,0.0,0.27,5.25,4072.44,0.34,1.78,0.0,0.0,14.73,0.02
27,2042.0,0.0,0.34,5.42,4072.44,0.39,1.91,0.0,0.0,14.73,0.02
28,2043.0,0.0,0.4,5.26,4072.44,0.49,1.92,0.0,0.0,14.73,0.02
29,2044.0,0.0,0.47,4.81,4072.44,0.59,1.92,0.0,0.0,14.73,0.02
30,2045.0,0.0,0.54,4.01,4417.11,0.66,1.86,0.0,0.0,14.73,0.01
31,2046.0,0.0,0.6,4.44,4453.21,0.78,1.77,0.0,0.0,14.73,0.02
32,2047.0,0.0,0.66,4.87,4481.39,0.91,1.72,0.0,0.0,14.73,0.02
33,2048.0,0.0,0.72,4.58,4457.47,1.06,1.68,0.0,0.0,14.73,0.02
34,2049.0,0.0,0.78,3.93,4427.42,1.21,1.68,0.0,0.0,14.73,0.01
35,2050.0,0.0,0.84,4.09,4427.97,1.37,1.64,0.0,0.0,14.73,0.01
36,2051.0,0.0,0.9,3.92,4350.08,1.49,1.64,0.0,0.0,14.73,0.01
37,2052.0,0.0,0.91,3.9,4293.05,1.6,1.64,0.0,0.0,14.45,0.01
38,2053.0,0.0,0.91,3.96,4188.88,1.73,1.64,0.0,0.0,14.17,0.01
39,2054.0,0.0,0.92,3.92,4086.02,1.86,1.64,0.0,0.0,13.9,0.01
40,2055.0,0.0,0.92,3.91,4003.28,1.97,1.69,0.0,0.0,13.63,0.01
41,2056.0,0.0,0.93,3.52,3831.3,2.1,1.81,0.0,0.0,13.36,0.01
42,2057.0,0.0,0.93,3.54,3786.89,2.22,1.81,0.0,0.0,13.1,0.01
43,2058.0,0.0,0.94,3.56,3737.22,2.34,1.85,0.0,0.0,12.85,0.01
44,2059.0,0.0,0.94,3.63,3754.35,2.46,1.87,0.0,0.0,12.6,0.01
45,2060.0,0.08,0.93,2.41,3642.49,2.55,1.88,0.0,0.0,11.95,0.01
46,2061.0,0.07,0.92,2.39,3554.38,2.66,1.88,0.0,0.0,11.56,0.01
47,2062.0,0.04,0.91,2.24,3467.62,2.76,1.88,0.0,0.0,11.17,0.01
48,2063.0,0.08,0.85,2.2,3461.97,2.82,1.88,0.0,0.0,10.76,0.01
49,2064.0,0.09,0.94,2.0,3471.45,2.88,1.88,0.0,0.0,10.76,0.01
50,2065.0,0.11,0.99,1.64,3543.39,2.96,1.86,0.0,0.0,10.76,0.01
51,2066.0,0.08,0.96,1.2,3440.0,3.04,1.88,0.0,0.0,10.73,0.0
52,2067.0,0.11,0.97,0.78,3991.33,3.08,1.82,0.0,0.0,10.48,0.0
53,2068.0,0.19,0.95,0.73,3831.71,3.14,1.97,0.0,0.0,10.07,0.0
54,2069.0,0.19,0.95,0.26,4337.39,3.13,2.0,0.0,0.0,10.0,0.0
55,2070.0,0.19,0.91,0.2,4494.27,3.13,2.09,0.0,0.0,9.76,0.0
