,y,Amarti-Neshe,Birbir,Baro,Chemoga Yeda,Finchaa,Genji,Karadobi,Lower Dedessa,Lake Tana - Beles,Medium hydropower plant (Run-of river),Large hydropower plant (Dam),Renaissance,Sor 2,Sor,Tis Abay 1,Tekeze 1,Tis Abay 2,Tekeze 2,Tams,Upper Mandaya
24,2039.0,1.3901,0.0,13.6907,0.0,1.7675,0.0,0.0,8.2388,6.3945,1.6028,47.3655,53.4936,0.0,0.0714,0.3296,8.9878,2.3368,11.3845,14.9796,0.0
25,2040.0,1.3901,0.0,13.6907,0.0,1.7675,0.0,0.0,8.2388,6.3945,1.6028,47.3655,53.4936,0.0,0.0714,0.3296,8.9878,2.3368,11.3845,14.9796,0.0
26,2041.0,1.3901,0.0,13.6907,0.0,1.7675,0.0,0.0,8.2388,6.3945,1.6028,47.3655,53.4936,0.0,0.0714,0.3296,8.9878,2.3368,11.3845,14.9796,0.0
27,2042.0,1.3901,0.0,13.6907,0.0,1.7675,0.0,0.0,8.2388,6.3945,1.6028,47.3655,53.4936,0.0,0.0714,0.3296,8.9878,2.3368,11.3845,14.9796,0.0
28,2043.0,1.3901,0.0,13.6907,0.0,1.7675,0.0,0.0,8.2388,6.3945,1.6028,47.3655,53.4936,0.0,0.0714,0.3296,8.9878,2.3368,11.3845,14.9796,0.0
29,2044.0,1.3901,0.0,13.6907,0.0,1.7675,0.0,0.0,8.2388,6.3945,1.6028,47.3655,53.4936,0.0,0.0714,0.3296,8.9878,2.3368,11.3845,14.9796,0.0
30,2045.0,1.0097,0.0,13.6907,0.0,1.7675,0.0,19.3749,8.2388,6.3945,1.1643,46.111,52.7821,0.0,0.0567,0.2394,8.9878,2.0807,11.3845,13.311,0.0
31,2046.0,1.3901,0.0,13.6907,0.0,1.7675,0.0,21.9139,8.2388,6.3945,1.6028,41.5364,53.4936,0.0,0.0714,0.3296,8.9878,2.3368,11.3845,14.9796,0.0
32,2047.0,1.3901,0.0,13.6907,0.0,1.7675,0.0,21.9139,8.2388,6.3945,1.6028,42.7844,53.4936,0.0,0.051,0.2922,8.9878,2.3368,11.3845,14.9796,0.0
33,2048.0,0.7792,0.0,13.6554,0.0,1.2618,0.0,21.9139,8.2388,6.3945,1.6028,43.1682,53.4936,0.0,0.0714,0.2934,8.9878,2.0723,11.3845,14.9796,0.0
34,2049.0,1.2378,0.0,13.6907,0.0,1.6141,0.0,21.9139,7.3359,5.6707,1.6028,42.6794,53.4936,0.0,0.0714,0.2934,8.9878,2.0723,11.3845,14.9796,0.0
35,2050.0,1.0097,0.0,13.6554,0.0,1.2987,0.0,21.9139,7.3359,4.6449,1.6028,46.7824,53.2828,0.0,0.0559,0.2394,6.5286,2.3368,11.3845,14.9796,0.0
36,2051.0,1.3901,0.0,13.6907,0.0,1.7675,0.0,21.9139,7.3359,6.3945,1.4272,39.9359,53.4936,0.0,0.0714,0.2934,8.9878,2.3368,11.3845,13.338,0.0
37,2052.0,1.3901,0.0,13.6907,0.0,1.7675,0.0,21.9139,7.5349,6.3945,1.6028,35.7304,53.4936,0.0,0.0714,0.3296,8.9878,2.0807,11.3845,14.9796,0.0
38,2053.0,0.7596,0.0,13.6907,0.0,0.0,0.0,21.9139,8.2388,4.0225,1.6028,47.3655,47.8294,0.0,0.0559,0.2073,8.9878,1.47,11.3845,9.423,0.0
39,2054.0,0.8744,0.0,13.6907,0.0,0.0,0.0,21.9139,8.2388,3.3932,1.6028,47.3655,43.9984,0.0,0.0559,0.2073,8.9878,1.47,11.3845,9.423,0.0
40,2055.0,0.8744,0.0,13.6907,0.0,0.0,0.0,21.9139,8.2388,4.0225,1.6028,47.0803,40.1592,0.0,0.0559,0.2073,8.9878,1.47,11.3845,9.423,0.0
41,2056.0,0.6439,0.0,13.6004,0.0,0.0,0.0,21.9139,8.2388,3.3932,1.6028,45.666,37.241,0.0,0.0215,0.1202,8.9878,1.0825,11.3845,7.9488,0.0
42,2057.0,0.8744,0.0,13.6907,0.0,0.0,0.0,21.6628,8.2388,3.3932,1.6028,46.5319,34.4119,0.0,0.0456,0.1749,7.128,1.47,11.3845,9.3606,0.0
43,2058.0,0.7376,0.0,13.6907,0.0,0.0,0.0,21.9139,8.2388,4.6449,1.6028,44.4918,33.5685,0.0,0.0456,0.1749,7.128,1.47,10.8633,9.3013,0.0
44,2059.0,0.7376,0.0,13.6907,0.0,0.0,3.0836,21.8298,7.8616,5.0713,1.6028,44.0892,33.5685,0.0,0.0456,0.1749,5.6538,1.8533,11.3845,7.9488,0.0
45,2060.0,0.7376,0.0,11.0727,3.1801,0.0,2.8012,21.9139,8.2388,4.442,1.6028,41.9744,32.3211,0.0714,0.0456,0.1749,5.6538,1.6233,10.068,7.9488,0.0
46,2061.0,0.9631,0.0,11.628,2.0298,0.0,3.0836,21.9139,7.8705,5.0644,0.5087,37.5646,31.7381,0.0714,0.0456,0.1749,5.6538,2.2298,9.0288,10.5788,0.0
47,2062.0,0.8729,0.0,13.2019,2.0053,0.0,3.0836,21.9139,6.534,4.6218,0.5087,37.5174,29.9886,0.0714,0.0714,0.2614,5.6441,1.6233,9.0288,9.5347,0.0
48,2063.0,1.2378,0.0,13.2019,2.4841,0.0,1.9705,19.3016,6.534,4.6769,0.5087,36.2693,36.5226,0.0477,0.0489,0.2614,5.2409,2.0807,7.9084,7.9488,0.0
49,2064.0,0.8744,0.0,10.4187,2.0053,0.0,1.9788,17.2888,5.1827,5.4793,0.666,39.6601,40.0178,0.0477,0.0714,0.2614,6.849,1.8533,6.0411,7.9488,0.0
50,2065.0,0.8744,0.0,8.7487,2.0053,0.0,1.9705,21.9139,4.3718,3.3932,0.5087,34.4953,50.0206,0.0469,0.0456,0.1749,5.6538,1.47,6.0411,7.9488,0.0
51,2066.0,0.8744,0.0,13.2019,2.0053,0.0,1.9705,17.2888,4.3718,4.0225,0.5087,34.3389,42.3744,0.0469,0.0456,0.1749,7.128,1.8533,7.1615,7.9488,0.0
52,2067.0,0.8744,0.0,13.2019,2.0053,0.0,1.9705,20.5783,4.4412,4.6449,0.3321,47.1244,47.5999,0.0469,0.0456,0.1749,6.5286,1.47,7.1615,10.4058,0.0
53,2068.0,0.8744,0.0,11.532,2.8034,0.0,1.9705,14.2697,4.3718,4.0156,0.2544,47.3655,47.5999,0.0469,0.0456,0.1749,5.6441,1.8533,7.1615,11.88,0.0
54,2069.0,0.8744,3.217,13.2019,2.2662,0.0,0.9279,19.3016,4.3718,4.6449,0.1749,46.0366,49.4178,0.0477,0.0456,0.1749,6.5286,1.8533,7.9084,10.881,11.3509
55,2070.0,0.8744,3.217,13.2019,2.0053,0.0,1.9705,14.2697,5.6293,5.6937,0.2526,46.7697,47.5999,0.0469,0.0559,0.2073,7.9866,2.2324,6.0206,14.31,17.509
