,y,Biomass extraction/production/refining
8,2023.0,1913.027
9,2024.0,1933.5711
10,2025.0,1953.0695
11,2026.0,1971.219
12,2027.0,1990.6966
13,2028.0,2011.0667
14,2029.0,2030.3393
15,2030.0,2049.5159
16,2031.0,2024.9795
17,2032.0,2000.9396
18,2033.0,1977.3279
19,2034.0,1954.098
20,2035.0,1953.8357
21,2036.0,1933.6189
22,2037.0,1913.4697
23,2038.0,1893.4184
24,2039.0,1873.4988
25,2040.0,1853.7365
26,2041.0,1846.9725
27,2042.0,1840.1649
28,2043.0,1833.3333
29,2044.0,1826.4967
30,2045.0,1819.6678
31,2046.0,1812.8378
32,2047.0,1806.0189
33,2048.0,1799.2106
34,2049.0,1792.4097
35,2050.0,1785.6122
36,2051.0,1778.7834
37,2052.0,1771.951
38,2053.0,1765.1048
39,2054.0,1758.2327
40,2055.0,1751.3253
41,2056.0,1744.3796
42,2057.0,1737.3934
43,2058.0,1730.36
44,2059.0,1723.2725
45,2060.0,1716.1269
46,2061.0,1708.8912
47,2062.0,1701.601
48,2063.0,1694.2582
49,2064.0,1686.8657
50,2065.0,1679.4275
51,2066.0,1671.9472
52,2067.0,1664.4301
53,2068.0,1656.8839
54,2069.0,1649.3171
55,2070.0,1641.7374
