,y,Solar PV (utility),Solar PV (roof top),Solar PV with storage,Solar FPV
8,2023.0,0.0473,0.0258,0.0,0.0
9,2024.0,0.0443,0.0258,0.0,0.0
10,2025.0,0.0414,0.0258,0.0,0.0
11,2026.0,0.0384,0.0258,0.0,0.0
12,2027.0,0.0355,0.0258,0.0,0.0
13,2028.0,0.0325,0.0258,0.0,0.0
14,2029.0,0.0296,0.0258,0.0,0.0
15,2030.0,0.0266,0.0258,0.0,0.0
16,2031.0,0.0237,0.0258,0.0,0.0
17,2032.0,0.0207,1.6673,0.0,0.0
18,2033.0,0.0177,5.7661,0.0,0.0
19,2034.0,0.0148,9.3482,0.0,0.0
20,2035.0,0.0118,15.6405,0.0,0.0
21,2036.0,0.0089,19.9485,0.0,0.0
22,2037.0,0.0059,24.9747,0.0,0.0
23,2038.0,0.003,30.7699,0.0,0.0
24,2039.0,0.0,37.3895,0.0,0.0
25,2040.0,0.0,46.4131,0.0,0.0
26,2041.0,0.0,53.6197,0.0,0.0
27,2042.0,0.0,61.5207,0.0,0.0
28,2043.0,0.0,76.4744,0.0,0.0
29,2044.0,0.0,92.3731,0.0,0.0
30,2045.0,0.0,103.2209,0.0,0.0
31,2046.0,0.0,122.5854,0.0,0.0
32,2047.0,0.0,141.9499,0.0,0.0
33,2048.0,0.0,161.3144,4.8042,0.0
34,2049.0,0.0,180.6789,9.6084,0.0
35,2050.0,0.0,200.0434,14.4127,0.0
36,2051.0,0.0,218.6313,14.4127,0.0
37,2052.0,0.0,236.3543,14.4127,0.0
38,2053.0,0.0,251.6199,19.0157,0.0
39,2054.0,0.0,267.4023,23.8199,0.0
40,2055.0,0.0,280.4682,28.6242,0.0
41,2056.0,0.0,295.5117,33.4284,0.0
42,2057.0,0.0,309.8436,38.2326,0.0
43,2058.0,0.0,323.4129,43.0368,0.0
44,2059.0,0.0,336.1578,47.841,0.0
45,2060.0,0.0,346.4987,52.6452,12.8924
46,2061.0,0.0,358.6566,57.4495,14.052900000000001
47,2062.0,0.0,370.12,62.2537,16.8944
48,2063.0,0.0,374.5309,67.0579,23.677
49,2064.0,0.0,377.9967,71.8621,31.5513
50,2065.0,0.0,386.5134,76.6663,33.943900000000006
51,2066.0,7.1909,386.5134,81.4705,45.006
52,2067.0,9.2088,386.5134,86.2748,36.994800000000005
53,2068.0,18.5992,386.5134,86.2748,44.4337
54,2069.0,16.6478,386.5134,86.2748,44.7871
55,2070.0,16.8409,386.5134,86.2748,52.9641
