,y,Coal,Oil,Gas,Hydro,Solar PV,Solar FPV,Wind,Biomass,Geothermal,power_trade
8,2023.0,0.0,0.58,0.0,83.62,0.08,0.0,3.06,2.4,16.03,-17.05
9,2024.0,0.0,0.55,0.0,97.0,0.07,0.0,2.97,2.26,22.73,-30.42
10,2025.0,0.0,0.69,0.0,135.44,0.07,0.0,2.89,1.41,28.09,-65.49
11,2026.0,0.0,0.66,0.0,143.72,0.07,0.0,2.8,0.51,28.08,-66.28
12,2027.0,0.0,0.62,0.0,147.47,0.07,0.0,2.71,0.45,28.07,-63.18
13,2028.0,0.0,0.63,0.0,148.81,0.06,0.0,2.62,0.99,28.06,-57.97
14,2029.0,0.0,0.6,0.0,148.81,0.06,0.0,2.53,0.85,28.05,-50.39
15,2030.0,0.0,0.52,13.79,157.05,0.06,0.0,2.44,0.7,31.04,-66.02
16,2031.0,0.0,0.48,9.67,172.03,0.05,0.0,2.36,0.56,31.03,-67.69
17,2032.0,0.0,0.47,10.47,172.03,1.69,0.0,2.27,0.42,37.72,-67.48
18,2033.0,0.0,0.49,10.55,172.03,5.79,0.0,2.18,0.28,42.46,-66.9
19,2034.0,0.0,0.45,11.25,172.03,9.36,0.0,2.09,0.14,48.37,-66.77
20,2035.0,0.0,0.39,12.73,172.03,15.65,0.0,2.0,0.0,54.12,-67.47
21,2036.0,0.0,0.34,13.72,172.03,19.96,0.0,1.91,0.0,60.81,-67.51
22,2037.0,0.0,0.29,15.04,172.03,24.98,0.0,1.83,0.0,67.5,-67.87
23,2038.0,0.0,0.25,16.38,172.03,30.77,0.0,1.74,0.0,74.19,-68.29
24,2039.0,0.0,0.2,17.76,172.03,37.39,0.0,1.65,0.0,80.87,-68.73
25,2040.0,0.0,0.15,19.09,172.03,46.41,0.0,0.0,0.0,87.56,-69.37
26,2041.0,0.0,0.21,19.95,172.03,53.62,0.0,0.0,0.0,94.26,-69.46
27,2042.0,0.0,0.27,20.87,172.03,61.52,0.0,0.0,0.0,100.95,-69.45
28,2043.0,0.0,0.32,20.45,172.03,76.47,0.0,0.0,0.0,101.49,-69.18
29,2044.0,0.0,0.37,19.05,172.03,92.37,0.0,0.0,0.0,101.48,-67.46
30,2045.0,0.0,0.42,15.64,186.58,103.22,0.0,0.0,0.0,98.26,-67.85
31,2046.0,0.0,0.48,17.23,188.11,122.59,0.0,0.0,0.0,93.7,-67.6
32,2047.0,0.0,0.52,18.9,189.29,141.95,0.0,0.0,0.0,91.02,-67.6
33,2048.0,0.0,0.57,17.79,188.28,166.11,0.0,0.0,0.0,89.15,-67.6
34,2049.0,0.0,0.62,15.32,187.01,190.29,0.0,0.0,0.0,89.15,-66.31
35,2050.0,0.0,0.66,15.91,187.05,214.45,0.0,0.0,0.0,86.71,-65.35
36,2051.0,0.0,0.71,15.68,183.76,233.04,0.0,0.0,0.0,86.71,-66.55
37,2052.0,0.0,0.72,15.58,181.33,250.76,0.0,0.0,0.0,86.71,-67.13
38,2053.0,0.0,0.72,15.83,176.95,270.64,0.0,0.0,0.0,86.71,-67.86
39,2054.0,0.0,0.73,15.59,172.6,291.22,0.0,0.0,0.0,86.72,-68.38
40,2055.0,0.0,0.73,15.44,169.1,309.09,0.0,0.0,0.0,89.35,-68.61
41,2056.0,0.0,0.74,13.76,161.83,328.94,0.0,0.0,0.0,96.05,-69.21
42,2057.0,0.0,0.74,13.84,159.95,348.07,0.0,0.0,0.0,96.05,-68.75
43,2058.0,0.0,0.74,13.92,157.86,366.45,0.0,0.0,0.0,98.0,-68.38
44,2059.0,0.0,0.74,14.19,158.58,384.0,0.0,0.0,0.0,98.78,-68.17
45,2060.0,0.86,0.73,9.95,153.85,399.15,12.9,0.0,0.0,99.73,-68.34
46,2061.0,0.78,0.73,9.74,150.13,416.11,14.06,0.0,0.0,99.73,-68.53
47,2062.0,0.47,0.72,8.91,146.46,432.37,16.89,0.0,0.0,99.73,-68.43
48,2063.0,0.86,0.67,8.73,146.24,441.59,23.68,0.0,0.0,99.73,-68.53
49,2064.0,1.04,0.75,7.99,146.65,449.86,31.56,0.0,0.0,99.73,-68.26
50,2065.0,1.19,0.78,6.52,149.68,463.18,33.94,0.0,0.0,98.55,-68.53
51,2066.0,0.92,0.76,4.55,145.31,475.17,45.01,0.0,0.0,99.73,-68.51
52,2067.0,1.28,0.77,2.98,168.6,481.99,37.0,0.0,0.0,96.12,-67.83
53,2068.0,2.18,0.75,2.91,161.85,491.38,44.43,0.0,0.0,104.21,-67.71
54,2069.0,2.18,0.75,1.0,183.22,489.43,44.77,0.0,0.0,105.87,-67.71
55,2070.0,2.18,0.72,0.76,189.86,489.62,52.97,0.0,0.0,110.66,-67.31
