,y,Oil,Gas,Hydro,Solar PV,Geothermal
0,2015.0,1.98,0.0,0.0,0.0,0.0
1,2016.0,1.52,0.0,0.0,0.0,0.0
2,2017.0,2.57,0.0,0.0,0.0,0.0
3,2018.0,3.62,0.0,0.0,0.0,0.0
4,2019.0,4.67,0.0,0.0,0.0,0.0
5,2020.0,0.12,6.15,0.0,0.0,0.0
6,2021.0,0.14,6.54,0.0,0.0,0.0
7,2022.0,0.13,6.98,0.0,0.0,0.0
8,2023.0,0.24,7.32,0.0,0.0,0.0
9,2024.0,0.15,0.07,7.83,0.0,0.0
10,2025.0,0.15,0.2,8.22,0.0,0.0
11,2026.0,0.16,0.32,8.63,0.0,0.0
12,2027.0,0.17,0.48,9.05,0.0,0.0
13,2028.0,0.17,0.76,9.38,0.0,0.0
14,2029.0,0.18,1.12,9.66,0.0,0.0
15,2030.0,0.19,1.57,9.9,0.0,0.0
16,2031.0,0.2,2.2,10.04,0.0,0.0
17,2032.0,0.2,2.99,10.04,0.0,0.0
18,2033.0,0.21,3.83,10.04,0.0,0.0
19,2034.0,0.22,4.73,10.04,0.0,0.0
20,2035.0,0.22,5.68,10.04,0.0,0.0
21,2036.0,0.23,6.69,10.04,0.0,0.0
22,2037.0,0.24,7.76,10.04,0.0,0.0
23,2038.0,0.25,8.9,10.04,0.0,0.0
24,2039.0,0.24,0.61,19.55,0.0,0.0
25,2040.0,0.26,0.91,20.55,0.0,0.0
26,2041.0,0.26,1.25,21.53,0.0,0.0
27,2042.0,0.28,1.79,22.38,0.0,0.0
28,2043.0,0.29,2.63,23.02,0.0,0.0
29,2044.0,0.3,3.63,23.59,0.0,0.0
30,2045.0,0.31,4.69,23.98,0.0,0.21
31,2046.0,0.32,4.88,23.98,0.0,1.79
32,2047.0,0.33,5.09,23.98,0.0,3.45
33,2048.0,0.34,5.35,23.98,0.0,5.19
34,2049.0,0.35,5.62,23.98,0.0,7.04
35,2050.0,0.36,5.69,23.98,0.61,8.54
36,2051.0,0.37,5.8,23.95,0.63,9.82
37,2052.0,0.38,5.65,23.98,1.94,9.93
38,2053.0,0.39,5.55,23.98,3.28,10.04
39,2054.0,0.39,5.49,23.98,4.68,10.12
40,2055.0,0.01,5.41,23.98,6.12,10.6
41,2056.0,0.0,5.28,23.98,7.64,10.72
42,2057.0,0.0,5.16,23.98,9.31,10.72
43,2058.0,0.0,5.07,23.98,11.01,10.72
44,2059.0,0.03,4.95,23.98,12.76,10.72
45,2060.0,0.03,4.85,23.98,14.58,10.72
46,2061.0,0.03,4.78,23.98,15.87,10.72
47,2062.0,0.03,4.71,23.98,17.18,10.72
48,2063.0,0.02,4.66,23.98,18.52,10.72
49,2064.0,0.02,4.75,23.98,19.74,10.72
50,2065.0,0.02,4.84,23.98,20.99,10.72
51,2066.0,0.02,4.92,23.97,22.3,10.72
52,2067.0,0.0,4.96,23.87,23.77,10.72
53,2068.0,0.0,4.97,23.8,25.26,10.72
54,2069.0,0.0,4.99,23.98,26.75,10.48
55,2070.0,0.0,5.08,23.49,28.39,10.72
