,y,Medium hydropower plant (Run-of river),Large hydropower plant (Dam)
0,2015.0,0.06054556258807046,0.051848776075183414
1,2016.0,0.06054556258807046,0.051848776075183414
2,2017.0,0.11313857110577802,0.051848776075183414
3,2018.0,0.12267521964069511,0.13553335557276983
4,2019.0,0.12267521964069511,0.22875458360527345
5,2020.0,0.12267521964069511,0.22875458360527345
6,2021.0,0.12267521964069511,0.22875458360527345
7,2022.0,0.12267521964069511,0.22875458360527345
8,2023.0,0.12267521964069511,0.22875458360527345
9,2024.0,0.12267521964069511,0.22875458360527345
10,2025.0,0.12267521964069511,0.22875458360527345
11,2026.0,0.12267521964069511,0.22875458360527345
12,2027.0,0.12267521964069511,0.22875458360527345
13,2028.0,0.12267521964069511,0.22875458360527345
14,2029.0,0.12267521964069511,0.22875458360527345
15,2030.0,0.12267521964069511,0.22875458360527345
16,2031.0,0.12267521964069511,0.22875458360527345
17,2032.0,0.12267521964069511,0.22875458360527345
18,2033.0,0.12267521964069511,0.22875458360527345
19,2034.0,0.12267521964069511,0.22875458360527345
20,2035.0,0.12267521964069511,0.22875458360527345
21,2036.0,0.12267521964069511,0.22875458360527345
22,2037.0,0.12267521964069511,0.22875458360527345
23,2038.0,0.12267521964069511,0.22875458360527345
24,2039.0,0.12267521964069511,0.22875458360527345
25,2040.0,0.12267521964069511,0.22875458360527345
26,2041.0,0.12267521964069511,0.22875458360527345
27,2042.0,0.12267521964069511,0.22875458360527345
28,2043.0,0.12267521964069511,0.22875458360527345
29,2044.0,0.12267521964069511,0.22875458360527345
30,2045.0,0.12267521964069511,0.22875458360527345
31,2046.0,0.12267521964069511,0.22875458360527345
32,2047.0,0.12267521964069511,0.22875458360527345
33,2048.0,0.12267521964069511,0.22875458360527345
34,2049.0,0.12267521964069511,0.22875458360527345
35,2050.0,0.12267521964069511,0.22875458360527345
36,2051.0,0.12267521964069511,0.22875458360527345
37,2052.0,0.12267521964069511,0.22875458360527345
38,2053.0,0.12267521964069511,0.22875458360527345
39,2054.0,0.12267521964069511,0.22875458360527345
40,2055.0,0.12267521964069511,0.22875458360527345
41,2056.0,0.12267521964069511,0.22875458360527345
42,2057.0,0.12267521964069511,0.22875458360527345
43,2058.0,0.12267521964069511,0.22875458360527345
44,2059.0,0.12267521964069511,0.22875458360527345
45,2060.0,0.12267521964069511,0.22875458360527345
46,2061.0,0.12267521964069511,0.22875458360527345
47,2062.0,0.12267521964069511,0.22875458360527345
48,2063.0,0.12267521964069511,0.22875458360527345
49,2064.0,0.12267521964069511,0.22875458360527345
50,2065.0,0.12267521964069511,0.22875458360527345
51,2066.0,0.12267521964069511,0.22875458360527345
52,2067.0,0.12267521964069511,0.22875458360527345
53,2068.0,0.12267521964069511,0.22875458360527345
54,2069.0,0.12267521964069511,0.22875458360527345
55,2070.0,0.12267521964069511,0.22875458360527345
