,y,Solar PV (roof top),Solar PV with storage
0,2043.0,0.0,0.17711957982547652
1,2044.0,0.0,0.1996823825433676
2,2045.0,0.0,0.2114150510779703
3,2046.0,0.0,0.22383687187612342
4,2047.0,0.0,0.23865633916713788
5,2048.0,0.0,0.2609917487551053
6,2049.0,0.0,0.27627627106138986
7,2050.0,0.0,0.2924262216386045
8,2051.0,0.0,0.18162328500969013
9,2052.0,0.0,0.18779447984413428
10,2053.0,0.0,0.19413918761230023
11,2054.0,0.0,0.20065351588260869
12,2055.0,0.0,0.20735287247193376
13,2056.0,0.0,0.2142576694689937
14,2057.0,0.0,0.22138022218517697
15,2058.0,0.0,0.2287243233841125
16,2059.0,0.0,0.23629393663860732
17,2060.0,0.0,0.24410815931414767
18,2061.0,0.0,0.1739701985978765
19,2062.0,0.0,0.177789873936662
20,2063.0,0.5374937168624265,0.0
21,2064.0,0.5773082326487842,0.0
22,2065.0,0.6010480771395414,0.0
23,2066.0,0.6259576235655291,0.0
24,2067.0,0.6545997425922276,0.0
25,2068.0,0.6946669383560291,0.0
26,2069.0,0.7243511274879693,0.0
27,2070.0,0.7555022548882229,0.0
