,y,CO2
0,2015,239.5777
1,2016,239.8547
2,2017,238.9186
3,2018,237.19169999999997
4,2019,238.9454
5,2020,207.2108
6,2021,219.05339999999998
7,2022,221.1892
8,2023,219.04440000000002
9,2024,216.19430000000003
10,2025,252.9127
11,2026,253.8379
12,2027,256.1977
13,2028,259.02220000000005
14,2029,226.92119999999997
15,2030,227.8534
16,2031,214.3437
17,2032,201.52609999999999
18,2033,188.9955
19,2034,176.8837
20,2035,165.1958
21,2036,160.34310000000002
22,2037,159.8705
23,2038,157.91490000000002
24,2039,155.4271
25,2040,144.8406
26,2041,138.76659999999998
27,2042,132.91320000000002
28,2043,126.9816
29,2044,121.046
30,2045,117.1276
31,2046,113.1103
32,2047,107.4539
33,2048,102.92070000000001
34,2049,99.30399999999999
35,2050,96.34989999999999
36,2051,94.8351
37,2052,90.54400000000001
38,2053,87.0321
39,2054,84.09649999999999
40,2055,80.9249
41,2056,78.33059999999999
42,2057,74.9824
43,2058,71.9753
44,2059,69.2582
45,2060,67.0202
46,2061,65.1265
47,2062,63.22630000000001
48,2063,61.4519
49,2064,60.112300000000005
50,2065,60.5424
