,y,Backstop,Biofuel and Biomass production,Biomass,Biomass exports,Coal,Coal Production,Coal exports,Crude Oil production,Crude oil Refinery,Crude oil exports,Gas,Geothermal,HFO exports,Hydro,LFO exports,Natural gas extraction,Nuclear,Oil,Solar CSP,Solar PV,Transmission & Distribution,Uranium extraction,Wind
0,2015.0,0.0,0.0,5.18,0.0,0.0,0.16,0.0,134.87,73.59,0.0,66.41,0.0,0.0,8301.64,0.0,1.39,0.0,36.67,0.0,0.0,0.0,0.0,0.0
1,2016.0,0.0,0.0,6.459999999999999,0.0,0.0,0.15,0.0,113.42999999999999,72.22,0.0,67.82,0.0,0.0,8328.26,0.0,1.4,0.0,18.25,0.0,0.0,0.0,0.0,0.0
2,2017.0,0.0,0.0,6.1,0.0,0.0,0.19,0.0,119.5,70.74,0.0,69.92,0.0,0.0,9038.51,0.0,1.42,0.0,14.09,0.0,0.0,0.0,0.0,0.0
3,2018.0,0.0,0.0,6.1,0.0,0.0,0.19,0.0,131.75,71.14,0.0,80.7,0.0,0.0,9300.029999999999,0.0,1.45,0.0,10.559999999999999,0.0,0.0,0.0,0.0,0.0
4,2019.0,0.0,0.0,6.1,0.0,0.0,0.21,0.0,125.78,69.99000000000001,0.0,82.59,0.0,0.0,8184.16,0.0,1.68,0.0,10.559999999999999,0.0,0.0,0.0,0.0,0.0
5,2020.0,0.0,0.0,6.1,0.0,0.0,0.23,0.0,105.39,69.03999999999999,0.0,76.57000000000001,0.04,0.0,8246.869999999999,0.0,1.37,0.0,10.009999999999998,0.0,0.01,0.0,0.0,0.0
6,2021.0,0.0,0.0,7.29,0.0,0.0,0.23,0.0,105.07,69.36999999999999,0.0,70.75,0.09,0.0,8257.56,0.0,1.4100000000000001,0.0,31.4,0.32,0.03,0.0,0.0,0.01
7,2022.0,0.0,0.0,8.47,0.0,0.0,0.22,0.0,104.69999999999999,70.45,0.0,76.52,0.12,0.0,8292.01,0.0,1.42,0.0,33.63,0.48,0.05,0.0,0.0,0.01
8,2023.0,0.0,0.0,9.16,0.0,0.0,0.22,0.0,104.41,69.99999999999999,0.0,81.56,0.18,0.0,9703.98,0.0,1.43,0.0,20.040000000000003,0.48,0.05,0.0,0.0,0.01
9,2024.0,0.0,0.0,9.83,0.0,0.0,0.22,0.0,104.14,70.33,0.0,82.11000000000001,0.30000000000000004,0.0,9703.94,0.0,1.44,0.0,8.02,0.48,0.05,0.0,0.0,0.01
10,2025.0,0.0,0.0,9.309999999999999,0.0,7.95,2.69,0.0,104.02000000000001,79.39,0.0,74.94000000000001,0.41000000000000003,0.0,9720.8,0.0,1.6500000000000001,0.0,7.5,0.48,0.05,0.0,0.0,0.01
11,2026.0,0.0,0.0,9.99,0.0,0.0,0.21,0.0,103.63,79.71999999999998,0.0,76.26,0.45000000000000007,0.0,9806.36,0.0,1.8099999999999998,0.0,7.0,0.48,0.05,0.0,0.0,0.01
12,2027.0,0.0,0.0,10.67,0.0,0.0,0.15,0.0,101.2,78.22,0.0,75.69999999999999,0.5,0.0,9954.31,0.0,1.8299999999999998,0.0,6.49,0.48,0.05,0.0,0.0,0.01
13,2028.0,0.0,0.0,11.350000000000001,0.0,0.0,0.15,0.0,91.89,70.86,0.0,76.25999999999999,0.51,0.0,10154.55,0.0,1.84,0.0,6.010000000000001,0.48,0.06,0.0,0.0,0.01
14,2029.0,0.0,0.0,12.030000000000001,0.0,0.0,0.15,0.0,82.6,63.51,0.0,74.49,0.52,0.0,11074.529999999999,0.0,1.49,0.0,5.51,0.48,0.07,0.0,0.0,0.01
15,2030.0,0.0,0.0,12.709999999999999,0.0,0.0,0.15,0.0,64.1,56.17,0.0,67.7,0.52,0.0,13935.04,0.0,1.47,0.0,4.9799999999999995,0.48,0.09,0.0,0.0,0.01
16,2031.0,0.0,0.0,12.47,0.0,0.0,0.13,0.0,20.82,10.000000000000002,0.0,65.66000000000001,0.54,0.0,15671.58,0.0,1.42,0.0,4.5,0.48,0.19,0.0,0.0,0.01
17,2032.0,0.0,0.0,12.23,0.0,0.0,0.11,0.0,17.2,9.650000000000002,0.0,64.47,0.55,0.0,16414.449999999997,0.0,1.36,0.0,4.0,0.48,0.28,0.0,0.0,0.02
18,2033.0,0.0,0.0,11.99,0.0,0.0,0.1,0.0,0.0,9.290000000000001,0.0,64.02,0.56,0.0,16685.739999999998,0.0,1.31,0.0,3.5100000000000002,0.48,0.37,0.0,0.0,0.02
19,2034.0,0.0,0.0,11.74,0.0,0.22,0.15,0.0,0.0,8.930000000000001,0.0,63.68000000000001,0.5700000000000001,0.0,16917.61,0.0,1.25,0.0,3.0,0.48,0.46,0.0,0.0,0.02
20,2035.0,0.0,0.0,11.5,0.0,0.89,0.32,0.0,0.0,8.930000000000001,0.0,64.14,0.5800000000000001,0.0,17605.79,0.0,1.18,0.0,2.4999999999999996,0.48,0.48,0.0,0.0,0.02
21,2036.0,0.0,0.0,11.5,0.0,4.53,0.28,0.0,0.0,8.930000000000001,0.0,62.540000000000006,0.5900000000000001,0.0,17875.73,0.0,1.12,0.0,2.01,0.48,0.55,0.0,0.0,0.02
22,2037.0,0.0,0.0,11.5,0.0,10.08,0.0,0.0,0.0,8.930000000000001,0.0,57.58,0.5900000000000001,0.0,18161.760000000002,0.0,1.08,0.0,1.51,0.48,0.64,0.0,0.0,0.02
23,2038.0,0.0,0.0,11.5,0.0,14.84,0.0,0.0,0.0,8.930000000000001,0.0,53.18,0.5900000000000001,0.0,18464.92,0.0,1.03,0.0,0.99,0.48,0.72,0.0,0.0,0.03
24,2039.0,0.0,0.0,11.5,0.0,19.44,0.0,0.0,0.0,8.930000000000001,0.0,47.96999999999999,0.5900000000000001,0.0,18786.53,0.0,0.98,0.0,0.49,0.48,0.8,0.0,0.0,0.03
25,2040.0,0.0,0.0,11.5,0.0,18.98,0.0,0.0,0.0,8.930000000000001,0.0,57.53,0.5900000000000001,0.0,19061.699999999997,0.0,0.97,0.0,0.09,0.48,0.9,0.0,0.0,0.03
26,2041.0,0.0,0.0,12.43,0.0,19.400000000000002,0.0,0.0,0.0,8.930000000000001,0.0,56.580000000000005,0.5900000000000001,0.0,20697.17,0.0,0.96,0.0,0.17,0.48,1.01,0.0,0.0,0.03
27,2042.0,0.0,0.0,13.36,0.0,18.98,0.0,0.0,0.0,8.930000000000001,0.0,59.760000000000005,0.5900000000000001,0.0,20943.48,0.0,0.9600000000000001,0.0,0.24,0.48,1.1400000000000001,0.0,0.0,0.03
28,2043.0,0.0,0.0,13.82,0.0,19.32,0.0,0.0,0.0,8.260000000000002,0.0,66.01,0.5900000000000001,0.0,21169.61,0.0,0.9500000000000001,0.0,0.23,0.48,1.31,0.0,0.0,0.03
29,2044.0,0.0,0.0,13.82,0.0,19.560000000000002,0.0,0.0,0.0,7.64,0.0,73.0,0.5900000000000001,0.0,21169.03,0.0,0.9500000000000001,0.0,0.22,0.48,1.57,0.0,0.0,0.05
30,2045.0,0.0,0.0,13.82,0.0,20.939999999999998,0.0,0.0,0.0,7.06,0.0,81.55,0.55,0.0,21237.64,0.0,0.9500000000000001,0.0,0.21,0.48,1.8099999999999998,0.0,0.0,0.05
31,2046.0,0.0,0.0,13.82,0.0,22.25,0.0,0.0,0.0,6.54,0.0,94.29,0.5700000000000001,0.0,21185.07,0.0,0.97,0.0,0.2,0.16,2.0799999999999996,0.0,0.0,0.05
32,2047.0,0.0,0.0,13.82,0.0,22.19,0.0,0.0,0.0,6.05,0.0,109.25,0.61,0.0,21119.39,0.0,0.98,0.0,0.19,0.0,2.35,0.0,0.0,0.05
33,2048.0,0.0,0.0,13.82,0.0,27.619999999999997,0.0,0.0,0.0,5.6,0.0,114.15,0.63,0.0,21120.11,0.0,0.9400000000000001,0.0,0.18,0.53,2.7,0.0,0.0,0.06
34,2049.0,0.0,0.0,13.82,0.0,27.7,0.0,0.0,0.0,5.18,0.0,114.32,0.63,0.0,21157.809999999998,0.0,0.63,0.0,0.18000000000000002,0.87,2.99,0.0,0.0,0.07
35,2050.0,0.0,0.0,13.82,0.0,28.439999999999998,0.0,0.0,0.0,4.8,0.0,113.56,0.65,0.0,21183.019999999997,0.0,0.5,0.0,0.19,1.4,3.3,0.0,0.0,0.07
36,2051.0,0.0,0.0,14.74,0.0,31.27,0.0,0.0,0.0,4.45,0.0,109.93,0.65,0.0,21114.68,0.0,0.37000000000000005,0.0,0.19,1.4,3.5,0.0,0.0,0.07
37,2052.0,0.0,0.0,15.67,0.0,31.479999999999997,0.0,0.0,0.0,4.12,0.0,109.54,0.65,0.0,21016.92,0.0,0.36000000000000004,0.0,0.18,1.4,3.76,0.0,0.0,0.08
38,2053.0,0.0,0.0,16.13,0.0,31.529999999999998,0.0,0.0,0.0,3.82,0.0,110.16,0.65,0.0,20963.29,0.0,0.34,0.0,0.17,1.54,4.0200000000000005,0.0,0.0,0.08
39,2054.0,0.0,0.0,16.13,0.0,31.490000000000002,0.0,0.0,0.0,3.54,0.0,110.97,0.67,0.0,20775.64,0.0,0.33,0.0,0.16,1.89,4.3,0.0,0.0,0.08
40,2055.0,0.0,0.0,16.13,0.0,29.98,0.0,0.0,0.0,3.07,0.0,113.19,0.74,0.0,20589.11,0.0,0.05,0.0,0.13,1.89,4.6,0.0,0.0,0.09
41,2056.0,0.0,0.0,14.88,0.0,28.33,0.0,0.0,0.0,2.83,0.0,118.28999999999999,0.7000000000000001,0.0,20675.79,0.0,0.03,0.0,0.12,1.89,4.89,0.0,0.0,0.1
42,2057.0,0.0,0.0,14.88,0.0,27.76,0.0,0.0,0.0,2.62,0.0,119.94,0.77,0.0,20398.66,0.0,0.03,0.0,0.11,2.01,5.2,0.0,0.0,0.1
43,2058.0,0.0,0.0,14.88,0.0,27.22,0.0,0.0,0.0,2.41,0.0,121.16999999999999,0.78,0.0,20392.07,0.0,0.03,0.0,0.11,2.31,5.5,0.0,0.0,0.1
44,2059.0,0.0,0.0,14.88,0.0,26.7,0.0,0.0,0.0,2.23,0.0,122.44,0.86,0.0,20138.93,0.0,0.02,0.0,0.1,2.62,5.879999999999999,0.0,0.0,0.11
45,2060.0,0.0,0.0,14.88,0.0,26.32,0.0,0.0,0.0,1.17,0.0,122.4,0.85,0.0,20349.29,0.0,0.02,0.0,0.05,3.36,6.2,0.0,0.0,0.11
46,2061.0,0.0,0.0,14.38,0.0,26.04,0.0,0.0,0.0,1.17,0.0,122.46000000000001,0.77,0.0,20456.66,0.0,0.02,0.0,0.1,3.9,6.46,0.0,0.0,0.11
47,2062.0,0.0,0.0,13.88,0.0,25.75,0.0,0.0,0.0,1.17,0.0,122.24,0.9,0.0,20110.43,0.0,0.02,0.0,0.1,4.46,6.75,0.0,0.0,0.12
48,2063.0,0.0,0.0,13.88,0.0,25.42,0.0,0.0,0.0,1.17,0.0,122.11,1.02,0.0,19976.620000000003,0.0,0.02,0.0,0.1,5.05,6.99,0.0,0.0,0.13
49,2064.0,0.0,0.0,13.88,0.0,25.07,0.0,0.0,0.0,1.17,0.0,122.56,1.12,0.0,19780.4,0.0,0.02,0.0,0.12,5.67,7.23,0.0,0.0,0.13
50,2065.0,0.0,0.0,13.88,0.0,25.66,0.0,0.0,0.0,1.17,0.0,121.98,0.94,0.0,20198.58,0.0,0.02,0.0,0.08,6.33,7.3999999999999995,0.0,0.0,0.14
