,y,Coal,Oil,Gas,Hydro,Solar PV,Geothermal,Biomass,Crude Oil production,Crude oil Refinery,Natural gas extraction
0,2016.0,0.0,7.28,0.0,3587.89,0.0,0.0,1.08,0.0,10.35,0.0
1,2017.0,0.0,7.0,0.0,3834.24,0.0,0.0,0.12,12.49,9.98,0.0
2,2018.0,0.0,7.0,0.0,3834.24,0.0,0.0,0.93,24.32,9.79,0.0
3,2019.0,0.0,7.0,0.0,3834.24,0.0,0.0,1.08,19.96,9.52,0.0
4,2020.0,0.0,7.0,0.0,3834.24,0.0,0.0,1.08,0.0,9.26,0.0
5,2021.0,0.0,6.64,0.0,3834.24,0.0,0.0,1.03,0.0,9.55,0.0
6,2022.0,0.0,6.29,0.0,3834.24,0.0,0.0,0.97,0.0,9.84,0.0
7,2023.0,0.0,12.0,0.0,3834.24,0.0,0.0,0.92,0.0,10.15,0.0
8,2024.0,0.0,7.74,0.0,4847.03,0.0,0.0,0.86,0.0,10.47,0.0
9,2025.0,0.0,5.24,0.0,6013.26,0.02,0.0,0.54,0.0,10.81,0.43
10,2026.0,0.0,4.89,0.0,6013.26,0.04,0.0,0.49,0.0,11.14,0.43
11,2027.0,0.0,4.54,0.0,6013.26,0.04,0.0,0.43,0.0,11.5,0.43
12,2028.0,0.0,4.2,0.0,6891.01,0.04,0.0,0.38,0.0,11.87,0.43
13,2029.0,0.0,3.85,0.0,6891.01,0.05,0.0,0.32,0.0,12.25,0.0
14,2030.0,0.0,3.49,0.0,9290.76,0.07,0.0,0.27,0.0,12.04,0.0
15,2031.0,0.0,3.14,0.0,9290.76,0.13,0.0,0.22,0.0,1.07,0.0
16,2032.0,0.0,2.79,0.0,9290.76,0.19,0.0,0.16,0.0,0.72,0.0
17,2033.0,0.0,2.46,0.0,9290.76,0.24,0.0,0.11,0.0,0.36,0.0
18,2034.0,0.0,2.1,0.0,9290.76,0.3,0.0,0.05,0.0,0.0,0.0
19,2035.0,0.0,1.75,0.0,9067.73,0.36,0.0,0.0,0.0,0.0,0.0
20,2036.0,0.0,1.4,0.0,9164.71,0.41,0.0,0.0,0.0,0.0,0.0
21,2037.0,0.0,1.1,0.0,9244.86,0.47,0.0,0.0,0.0,0.0,0.0
22,2038.0,0.0,0.72,0.12,9265.56,0.53,0.03,0.0,0.0,0.0,0.0
23,2039.0,0.0,0.36,0.21,9594.64,0.58,0.06,0.0,0.0,0.0,0.0
24,2040.0,0.0,0.0,1.35,9663.61,0.64,0.09,0.0,0.0,0.0,0.0
25,2041.0,0.0,0.0,1.25,9419.09,0.75,0.09,0.0,0.0,0.0,0.0
26,2042.0,0.0,0.0,1.28,9029.35,0.87,0.09,0.0,0.0,0.0,0.0
27,2043.0,0.0,0.0,1.22,8738.16,0.98,0.09,0.0,0.0,0.0,0.0
28,2044.0,0.0,0.0,1.19,8495.11,1.1,0.11,0.0,0.0,0.0,0.0
29,2045.0,0.0,0.0,1.33,8377.37,1.21,0.12,0.0,0.0,0.0,0.0
30,2046.0,0.0,0.0,2.2,8049.57,1.32,0.11,0.0,0.0,0.0,0.0
31,2047.0,0.05,0.0,2.54,8010.25,1.42,0.11,0.0,0.0,0.0,0.0
32,2048.0,0.06,0.0,3.46,7997.11,1.53,0.11,0.0,0.0,0.0,0.0
33,2049.0,0.06,0.0,4.34,8011.74,1.64,0.11,0.0,0.0,0.0,0.0
34,2050.0,0.06,0.0,6.37,8122.93,1.74,0.11,0.0,0.0,0.0,0.0
35,2051.0,0.06,0.0,6.73,8060.88,1.82,0.11,0.0,0.0,0.0,0.0
36,2052.0,0.06,0.0,6.75,7933.11,1.93,0.11,0.0,0.0,0.0,0.0
37,2053.0,0.05,0.0,6.95,7771.8,2.03,0.11,0.0,0.0,0.0,0.0
38,2054.0,0.05,0.0,7.49,7741.37,2.12,0.11,0.0,0.0,0.0,0.0
39,2055.0,0.05,0.0,8.11,7705.71,2.21,0.11,0.0,0.0,0.0,0.0
40,2056.0,0.05,0.0,8.86,7764.39,2.3,0.11,0.0,0.0,0.0,0.0
41,2057.0,0.05,0.0,9.53,7844.56,2.38,0.11,0.0,0.0,0.0,0.0
42,2058.0,0.16,0.0,9.8,7859.94,2.47,0.11,0.0,0.0,0.0,0.0
43,2059.0,0.14,0.0,10.52,7799.31,2.58,0.11,0.0,0.0,0.0,0.0
44,2060.0,0.48,0.0,10.28,7753.34,2.69,0.11,0.0,0.0,0.0,0.0
45,2061.0,0.66,0.0,10.38,7650.08,2.77,0.11,0.0,0.0,0.0,0.0
46,2062.0,0.66,0.0,10.22,7274.16,2.9,0.11,0.0,0.0,0.0,0.0
47,2063.0,0.66,0.0,9.9,6984.45,3.03,0.11,0.0,0.0,0.0,0.0
48,2064.0,0.66,0.0,9.4,6723.39,3.17,0.1,0.0,0.0,0.0,0.0
49,2065.0,0.66,0.0,8.66,6457.98,3.28,0.09,0.0,0.0,0.0,0.0
50,2066.0,0.87,0.0,8.45,6375.13,3.37,0.1,0.0,0.0,0.0,0.0
51,2067.0,1.16,0.0,8.21,7836.81,3.37,0.11,0.0,0.0,0.0,0.0
52,2068.0,1.49,0.0,7.95,7686.68,3.47,0.11,0.0,0.0,0.0,0.0
53,2069.0,1.83,0.0,7.68,7494.33,3.57,0.13,0.0,0.0,0.0,0.0
54,2070.0,2.23,0.0,7.45,7928.01,3.64,0.1,0.0,0.0,0.0,0.0
