,y,Egypt - Sudan Historic and Planned EL trade link,Ethiopia - Sudan EL existing trade link
1,2016.0,0.0,-3.5097
2,2017.0,-5.9918,5.6441
3,2018.0,-5.9918,2.9797
4,2019.0,2.3356,-5.9918
5,2020.0,2.2077,-5.9918
6,2021.0,2.7357,-2.2469
7,2022.0,5.1256,0.0
8,2023.0,-8.9878,5.9918
9,2024.0,-8.9878,5.9918
10,2025.0,-8.9878,5.764
11,2026.0,-6.275,5.9918
12,2027.0,-0.17610000000000003,5.9918
13,2028.0,-1.7897,5.1325
14,2029.0,1.5478999999999998,5.9918
15,2030.0,-7.2828,-5.3598
16,2031.0,-7.3544,-3.2842
17,2032.0,-7.7494,-0.18489999999999995
18,2033.0,-7.2318999999999996,2.9036
19,2034.0,-4.6071,4.6075
20,2035.0,-8.017700000000001,2.7794
21,2036.0,-6.4350000000000005,3.2788000000000004
22,2037.0,-3.7733,3.6265
23,2038.0,-2.3258,3.9635
24,2039.0,-2.5891,3.6710000000000003
25,2040.0,-2.9854000000000003,2.6642
26,2041.0,-4.3649000000000004,2.6307
27,2042.0,-4.7732,3.3821000000000003
28,2043.0,-4.5192000000000005,3.7388000000000003
29,2044.0,-4.62,3.1515000000000004
30,2045.0,-4.5926,2.3441
31,2046.0,-3.3867000000000003,1.8437
32,2047.0,-2.4901,1.4979999999999998
33,2048.0,-3.3396,1.4979999999999998
34,2049.0,-3.1899000000000006,1.4979999999999998
35,2050.0,-6.156000000000001,1.7877999999999998
36,2051.0,-6.156000000000001,1.4979999999999998
37,2052.0,-6.156000000000001,1.4979999999999998
38,2053.0,-6.156000000000001,1.4979999999999998
39,2054.0,-6.156000000000001,1.4979999999999998
40,2055.0,-6.156000000000001,1.4979999999999998
41,2056.0,-6.156000000000001,1.7514999999999998
42,2057.0,-4.838500000000001,1.817
43,2058.0,-3.3396,1.6745
44,2059.0,-4.3795,1.6745
45,2060.0,-3.3396,2.8723
46,2061.0,-3.3396,2.8343
47,2062.0,-3.3396,2.0144
48,2063.0,-3.3396,0.6604000000000001
49,2064.0,-3.3396,0.7691000000000003
50,2065.0,-3.3396,2.0495
51,2066.0,-3.3396,1.9683
52,2067.0,-3.3396,0.5745999999999998
53,2068.0,-3.3396,1.1347999999999998
54,2069.0,-3.3396,2.6121999999999996
55,2070.0,-3.3396,3.1724000000000006
