,y,Dagash,Dal,Jebel Aulia,Kajbar,Kashm El Girba ,Mograt,Merowe,Roseires,Sabaloka,Shereik,Sennar,Upper Atbara
25,2040,867.4116,1823.0198,34.2384,1012.7888,18.0074,437.5188,3114.1267,338.1743,576.727,1166.2295,29.0052,246.3515
26,2041,877.7503,1823.0198,36.0594,1012.7888,10.6243,437.5188,2823.2143,379.7958,576.727,1166.2295,29.0052,246.3515
27,2042,875.8976,1823.0198,29.9774,910.5259,15.2388,437.5188,2585.4438,362.4079,576.727,1166.2295,0.0,246.3515
28,2043,848.4291,1639.1292,29.9774,967.5163,15.2388,437.5188,2544.6142,325.4415,550.9468,1166.2295,0.0,213.1068
29,2044,838.5142,1741.5294,29.9774,967.5163,0.0,422.9554,2322.7704,362.8186,550.9468,1044.9576,0.0,213.1068
30,2045,838.5142,1741.5294,29.9774,967.5163,0.0,422.9554,2252.8461,362.8186,550.9468,997.1417,0.0,213.1068
31,2046,838.5142,1741.5294,29.9774,967.5163,0.0,422.9554,2243.0323,0.0,550.9468,1041.9815,0.0,213.1068
32,2047,808.4602,1741.5294,29.9774,967.5163,0.0,422.9554,2204.7312,0.0,550.9468,1037.7745,0.0,246.3515
33,2048,770.5181,1741.5294,29.9774,967.5163,0.0,422.9554,2204.7312,0.0,550.9468,1062.566,0.0,246.3515
34,2049,793.8168,1741.5294,29.9774,967.5163,0.0,422.9554,2204.7312,0.0,550.9468,1053.9032,0.0,246.3515
35,2050,818.4568,1741.5294,29.9774,967.5163,0.0,422.9554,2230.2802,0.0,550.9468,1114.9035,0.0,246.3515
36,2051,774.8441,1741.5294,29.9774,967.5163,0.0,422.9554,2211.8461,0.0,550.9468,1114.9035,0.0,246.3515
37,2052,838.5142,1599.3896,29.9774,967.5163,0.0,422.9554,2204.7312,0.0,550.9468,1072.7173,0.0,246.3515
38,2053,838.5142,1562.119,25.5473,967.5163,0.0,383.8149,2204.7312,0.0,550.9468,992.2561,0.0,246.3515
39,2054,838.5142,1599.0213,25.5473,865.0424,0.0,380.774,2204.7312,0.0,550.9468,1030.4504,0.0,246.3515
40,2055,838.5142,1572.0121,25.5473,867.8439,0.0,422.9554,2152.7198,0.0,550.9468,1028.8204,0.0,246.3515
41,2056,838.5142,1555.6753,25.5473,867.8439,0.0,422.9554,2204.7312,0.0,550.9468,1051.822,0.0,246.3515
42,2057,838.5142,1601.0841,29.9774,867.8439,0.0,422.9554,2204.7312,0.0,550.9468,1082.159,0.0,246.3515
43,2058,838.5142,1562.119,29.9774,967.5163,0.0,422.9554,2204.7312,0.0,550.9468,1036.8249,0.0,246.3515
44,2059,838.5142,1562.119,29.9774,967.5163,0.0,422.9554,2204.7312,0.0,494.1889,1032.9537,0.0,246.3515
45,2060,877.7503,1562.119,29.9774,867.8439,0.0,422.9554,2204.7312,0.0,550.9468,990.6572,0.0,246.3515
46,2061,752.1314,1562.119,29.9774,867.8439,0.0,422.9554,2204.7312,0.0,494.1889,1069.7847,0.0,246.3515
47,2062,609.7422,1562.119,25.5473,867.8439,0.0,376.3087,2096.9216,0.0,544.2957,980.7206,0.0,210.66
48,2063,752.1314,1280.548,25.5473,867.8439,0.0,376.3087,1978.6021,0.0,494.1889,998.619,0.0,210.66
49,2064,690.0628,1266.3876,25.5473,867.8439,0.0,313.6575,1909.7056,0.0,494.1889,945.3292,0.0,210.66
50,2065,752.1314,1085.0057,25.5473,703.5487,0.0,376.3087,1909.7056,0.0,494.1889,900.8735,0.0,210.66
51,2066,609.7422,1085.0057,25.5473,703.5487,0.0,313.6575,2078.0183,0.0,400.6319,948.3126,0.0,210.66
52,2067,695.1757,1766.8863,31.7984,967.5163,0.0,422.9554,2184.7358,0.0,550.9468,1001.1031,0.0,215.6713
53,2068,836.6156,1741.5294,25.5473,703.5487,0.0,313.6575,2249.5886,0.0,494.1889,1111.3255,0.0,210.66
54,2069,781.5585,1441.8549,33.0123,867.8439,0.0,422.9554,2184.7358,0.0,436.8073,1114.9035,0.0,210.66
55,2070,837.5649,1737.5863,29.9774,703.5487,0.0,380.774,2479.7614,0.0,436.8073,1111.3255,0.0,210.66
