,y,CSP (without storage),CSP (with storage),Solar PV (utility),Solar PV (roof top),Solar PV with storage
1,2016.0,0.0,0.0,0.040175,0.0,0.0
2,2017.0,0.0,0.0,0.040175,0.0,0.0
3,2018.0,0.0,0.0,0.090175,0.0,0.0
4,2019.0,0.0,0.0,0.090175,0.0,0.0
5,2020.0,0.0,0.0,0.19017499999999998,0.0,0.0
6,2021.0,0.0,0.0,0.44016625,0.0,0.0
7,2022.0,0.3000000000000001,0.14797601241382333,0.6901575,0.0,0.0
8,2023.0,0.8,0.6479760124138233,0.94014875,0.2000000000000001,0.20000000000000018
9,2024.0,0.9576353720744529,0.6479760124138233,1.19014,0.25000000000000006,0.2500000000000002
10,2025.0,1.199999999999999,1.031540322244203,1.4401312499999999,0.30000000000000043,0.3000000000000007
11,2026.0,1.199999999999999,1.031540322244203,1.6901225,0.35000000000000053,0.35000000000000087
12,2027.0,1.199999999999999,1.031540322244203,1.94011375,0.35000000000000053,0.35000000000000087
13,2028.0,1.199999999999999,1.031540322244203,2.190105,0.35000000000000053,0.35000000000000087
14,2029.0,1.199999999999999,1.031540322244203,2.44009625,0.35000000000000053,0.35000000000000087
15,2030.0,1.199999999999999,1.031540322244203,2.6900874999999997,0.550000000000002,0.35000000000000087
16,2031.0,1.1999999999999993,1.0315403222442032,3.19007875,0.6000000000000023,0.35000000000000087
17,2032.0,1.1999999999999993,1.0315403222442032,3.6900700000000004,0.6500000000000035,0.650000000000004
18,2033.0,1.1999999999999993,1.0315403222442032,4.19006125,0.7000000000000044,0.7000000000000054
19,2034.0,1.1999999999999993,1.0315403222442032,4.6900525,0.750000000000005,0.7500000000000067
20,2035.0,1.1999999999999993,1.0315403222442032,5.19004375,0.8000000000000062,0.8000000000000074
21,2036.0,1.1999999999999993,1.0315403222442032,5.690035,0.8500000000000068,0.8500000000000076
22,2037.0,1.1999999999999993,1.0315403222442032,6.19002625,0.9000000000000091,0.9000000000000091
23,2038.0,1.1999999999999993,1.0315403222442032,6.6900175,0.9500000000000103,0.9500000000000106
24,2039.0,1.1999999999999993,1.0315403222442032,7.19000875,1.0000000000000115,1.0000000000000115
25,2040.0,1.1999999999999993,1.0315403222442032,7.68000875,1.05,1.050000000000011
26,2041.0,1.1999999999999993,1.0315403222442032,8.40000875,1.1,1.1000000000000152
27,2042.0,1.1999999999999993,1.0315403222442032,9.15000875,1.15,1.150000000000015
28,2043.0,1.1999999999999993,1.0315403222442032,9.85000875,1.2,1.2000000000000162
29,2044.0,1.1999999999999993,1.0315403222442032,10.60000875,1.2500000000000002,1.2500000000000169
30,2045.0,1.1999999999999993,1.0315403222442032,11.25,1.3,1.3000000000000203
31,2046.0,1.1999999999999993,1.0315403222442032,11.75,1.3500000000000187,1.3500000000000192
32,2047.0,0.8999999999999991,0.8835643098303798,12.25,1.4000000000000181,1.4000000000000181
33,2048.0,0.3999999999999991,0.3835643098303798,12.75,1.450000000000022,1.450000000000023
34,2049.0,0.2423646279255462,0.3835643098303798,13.25,1.5000000000000244,1.5000000000000238
35,2050.0,0.0,0.0,13.75,1.550000000000026,1.5500000000000278
36,2051.0,0.0,0.0,14.25,1.600000000000024,1.6000000000000258
37,2052.0,0.0,0.0,14.75,1.6500000000000257,1.6500000000000268
38,2053.0,0.0,0.0,15.25,1.7000000000000253,1.7000000000000262
39,2054.0,0.0,0.0,15.75,1.750000000000027,1.750000000000027
40,2055.0,0.0,0.0,16.25,1.8000000000000287,1.8000000000000285
41,2056.0,0.0,0.0,16.5,1.850000000000029,1.850000000000029
42,2057.0,0.0,0.0,16.75,1.9000000000000306,1.9000000000000294
43,2058.0,0.0,0.0,17.0,1.9500000000000308,1.9500000000000295
44,2059.0,0.0,0.0,17.25,2.000000000000032,2.0000000000000324
45,2060.0,0.07248142241251652,0.0,17.5,2.050000000000034,2.0500000000000345
46,2061.0,0.5421897888529004,0.0,18.0,2.100000000000034,2.1000000000000334
47,2062.0,1.055128557874045,0.0,18.5,2.150000000000035,2.1500000000000346
48,2063.0,1.6127642546336092,0.0,19.0,2.2000000000000335,2.200000000000033
49,2064.0,2.3386136571696525,0.0,19.5,2.250000000000032,2.2500000000000346
50,2065.0,4.3386136571696525,0.0,20.0,2.3000000000000322,2.3000000000000322
51,2066.0,6.3386136571696525,0.0,20.25,2.350000000000033,2.350000000000028
52,2067.0,8.338613657169653,0.0,20.5,2.4000000000000337,2.4000000000000288
53,2068.0,9.800000000000113,0.0,20.75,2.450000000000033,2.4500000000000286
54,2069.0,10.0,0.0,21.0,2.5000000000000333,2.500000000000032
55,2070.0,10.200000000000097,2.0,21.25,2.5500000000000385,2.5500000000000362
