,y,Coal,Oil,Gas,Hydro,Solar CSP,Solar PV,Wind,Biomass,Coal Production,Crude Oil production,Crude oil Refinery,Natural gas extraction
0,2016.0,0.0,13.98,67.82,8269.24,0.0,0.0,0.0,0.0,0.15,99.98,62.0,1.39
1,2017.0,0.0,4.78,69.92,8269.24,0.0,0.0,0.0,0.0,0.19,94.46,60.93,1.42
2,2018.0,0.0,2.45,80.44,8388.14,0.0,0.0,0.0,0.0,0.19,98.02,61.57,1.45
3,2019.0,0.0,2.45,84.37,8388.14,0.0,0.0,0.0,0.0,0.21,97.03,60.72,1.68
4,2020.0,0.0,2.45,76.04,8388.14,0.0,0.01,0.0,0.0,0.23,96.03,59.87,1.7
5,2021.0,0.0,2.33,75.69,8388.14,0.0,0.02,0.01,0.0,0.23,97.38,61.02,1.71
6,2022.0,0.0,2.19,74.6,8388.14,0.18,0.03,0.01,0.0,0.23,98.72,62.16,1.72
7,2023.0,0.0,2.08,70.77,8388.14,0.57,0.06,0.01,0.0,0.24,100.06,63.3,1.7
8,2024.0,0.0,1.96,73.62,8388.14,0.63,0.08,0.01,0.5,0.24,101.4,64.44,1.75
9,2025.0,9.56,1.84,71.67,8388.14,0.88,0.09,0.01,1.0,3.21,102.75,65.58,1.76
10,2026.0,19.12,1.71,65.78,8388.14,0.88,0.1,0.01,1.0,1.33,103.05,65.84,1.71
11,2027.0,19.12,1.58,65.94,8388.14,0.88,0.11,0.01,1.0,0.0,94.08,58.21,1.73
12,2028.0,19.12,1.46,65.36,8388.14,0.88,0.12,0.01,1.0,0.0,85.1,50.58,1.75
13,2029.0,19.12,1.35,63.78,8388.14,0.88,0.13,0.01,1.0,0.0,76.12,42.94,1.77
14,2030.0,19.12,1.21,61.82,8388.14,0.88,0.15,0.01,1.0,0.0,54.43,24.5,1.77
15,2031.0,19.12,1.1,65.66,8388.14,0.88,0.19,0.01,1.0,0.0,0.0,0.0,1.81
16,2032.0,19.12,0.98,68.23,8388.14,0.88,0.23,0.02,1.0,0.0,0.0,0.0,1.85
17,2033.0,19.12,2.87,70.01,8388.14,0.88,0.25,0.02,1.0,0.0,0.0,0.0,1.89
18,2034.0,21.27,5.02,70.17,8388.14,0.88,0.28,0.02,1.0,0.0,0.0,0.0,1.91
19,2035.0,24.46,5.75,69.82,8388.14,0.88,0.3,0.02,1.0,0.0,0.0,0.0,1.92
20,2036.0,27.65,5.96,71.21,8388.14,0.88,0.33,0.02,1.0,0.0,0.0,0.0,1.94
21,2037.0,30.83,5.79,73.02,8388.14,0.88,0.36,0.02,1.0,0.0,0.0,0.0,1.42
22,2038.0,34.02,5.59,74.67,8388.14,0.88,0.39,0.03,1.0,0.0,0.0,4.77,1.44
23,2039.0,37.21,5.3,73.31,8388.14,0.88,0.41,0.03,1.0,0.0,0.0,4.77,1.46
24,2040.0,40.39,2.17,73.66,8388.14,0.88,0.44,0.03,1.0,0.0,0.0,4.77,1.04
25,2041.0,43.02,0.0,74.72,8388.14,0.88,0.48,0.03,1.0,0.0,0.0,4.77,1.07
26,2042.0,44.61,0.0,76.92,8388.14,0.88,0.51,0.03,1.0,0.0,0.0,4.77,0.0
27,2043.0,46.21,0.0,79.15,8388.14,0.88,0.55,0.03,1.0,0.0,0.0,4.77,0.0
28,2044.0,47.8,0.0,81.59,8388.14,0.88,0.58,0.04,1.0,0.0,0.0,4.77,0.0
29,2045.0,48.89,0.0,84.49,8388.14,0.88,0.62,0.04,1.0,0.0,0.0,4.77,0.0
30,2046.0,48.89,0.0,87.11,8388.14,0.88,0.64,0.04,1.0,0.0,0.0,4.77,0.0
31,2047.0,49.39,0.0,91.69,8388.14,0.71,0.67,0.04,1.0,0.0,0.0,4.77,0.0
32,2048.0,54.17,0.0,105.59,8388.14,0.31,0.69,0.04,1.0,0.0,0.0,4.77,0.0
33,2049.0,55.77,0.0,104.71,8388.14,0.26,0.71,0.05,1.0,0.0,0.0,4.77,0.0
34,2050.0,57.36,0.0,107.53,8388.14,0.0,0.76,0.06,1.0,0.0,0.0,4.77,0.0
35,2051.0,58.95,0.0,110.7,8388.14,0.0,0.78,0.06,1.0,0.0,0.0,4.77,0.0
36,2052.0,60.55,0.0,114.03,8388.14,0.0,0.8,0.06,1.0,0.0,0.0,4.77,0.0
37,2053.0,62.14,0.0,117.51,8388.14,0.0,0.83,0.06,1.0,0.0,0.0,4.77,0.0
38,2054.0,63.73,0.0,121.15,8388.14,0.0,0.85,0.06,1.0,0.0,0.0,4.77,0.0
39,2055.0,58.95,0.0,130.05,8388.14,0.0,0.88,0.07,1.0,0.0,0.0,0.0,0.0
40,2056.0,54.17,0.0,139.13,8388.14,0.0,0.9,0.07,1.0,0.0,0.0,0.0,0.0
