,y,Egypt - Turkey Historic and Planned NG trade link,Israel - Egypt Planned NG trade link,Natural gas exports (Liquification terminal),Natural gas imports (LNG),Natural gas extraction
1,2016.0,-390.1669,0.0,-711.0205,0.0,2638.8792
2,2017.0,-390.1669,0.0,-711.0205,0.0,2686.5999
3,2018.0,-390.1669,0.0,-711.0205,0.0,2745.8125
4,2019.0,-780.3338,0.0,-711.0205,0.0,3183.8373
5,2020.0,-780.3338,0.0,-711.0205,0.0,3211.8016
6,2021.0,-780.3338,0.0,-711.0205,0.0,3242.174
7,2022.0,-780.3338,0.0,-711.0205,0.0,3259.3697
8,2023.0,-780.3338,0.0,-711.0205,0.0,3226.7494
9,2024.0,-780.3338,0.0,-711.0205,0.0,3323.5793
10,2025.0,-780.3338,0.0,-711.0205,0.0,3333.6524
11,2026.0,-780.3338,0.0,-711.0205,0.0,3246.4972
12,2027.0,-780.3338,0.0,-711.0205,0.0,3285.6801
13,2028.0,-780.3338,0.0,-711.0205,0.0,3311.5167
14,2029.0,-780.3338,0.0,-711.0205,0.0,3346.2504
15,2030.0,-780.3338,0.0,-711.0205,0.0,3357.0979
16,2031.0,-780.3338,0.0,-711.0205,0.0,3436.735
17,2032.0,-780.3338,0.0,-711.0205,0.0,3509.9314
18,2033.0,-780.3338,0.0,-711.0205,0.0,3576.7846
19,2034.0,-780.3338,0.0,-711.0205,0.0,3614.9414
20,2035.0,-780.3338,0.0,-711.0205,0.0,3636.6303
21,2036.0,-780.3338,0.0,-711.0205,0.0,3672.1449
22,2037.0,0.0,227.2817,-711.0205,0.0,2696.3263
23,2038.0,0.0,227.2817,-711.0205,0.0,2733.3876
24,2039.0,0.0,227.2817,-711.0205,0.0,2759.1739
25,2040.0,0.0,227.2817,-0.0,0.0,1970.1451
26,2041.0,0.0,227.2817,-0.0,0.0,2024.1913
27,2042.0,0.0,227.2817,-0.0,2081.3932,0.0
28,2043.0,0.0,227.2817,-0.0,2145.829,0.0
29,2044.0,0.0,227.2817,-0.0,2203.5468,0.0
30,2045.0,0.0,227.2817,-0.0,2269.2243,0.0
31,2046.0,0.0,227.2817,-0.0,2354.1531,0.0
32,2047.0,0.0,227.2817,-0.0,2450.7219,0.0
33,2048.0,0.0,227.2817,-0.0,2515.604,0.0
34,2049.0,0.0,227.2817,-0.0,2577.14,0.0
35,2050.0,0.0,227.2817,-0.0,2640.5804,0.0
36,2051.0,0.0,227.2817,-0.0,2711.3914,0.0
37,2052.0,0.0,227.2817,-0.0,2784.9534,0.0
38,2053.0,0.0,227.2817,-0.0,2861.348,0.0
39,2054.0,0.0,227.2817,-0.0,2940.6593,0.0
40,2055.0,0.0,227.2817,-0.0,3109.7366,0.0
41,2056.0,0.0,227.2817,-0.0,3281.6426,0.0
42,2057.0,0.0,227.2817,-0.0,3328.4417,0.0
43,2058.0,0.0,227.2817,-0.0,3378.8917,0.0
44,2059.0,0.0,227.2817,-0.0,3429.5692,0.0
45,2060.0,0.0,227.2817,-0.0,3486.5479,0.0
46,2061.0,0.0,227.2817,-0.0,3588.7985,0.0
47,2062.0,0.0,227.2817,-0.0,3694.7384,0.0
48,2063.0,0.0,227.2817,-0.0,3804.4792,0.0
49,2064.0,0.0,227.2817,-0.0,3918.132,0.0
50,2065.0,0.0,227.2817,-0.0,4008.412,0.0
51,2066.0,0.0,227.2817,-0.0,4090.5929,0.0
52,2067.0,0.0,227.2817,-0.0,4177.7232,0.0
53,2068.0,0.0,227.2817,-0.0,4278.5982,0.0
54,2069.0,0.0,227.2817,-0.0,4415.3352,0.0
55,2070.0,0.0,227.2817,-0.0,4506.1403,0.0
