,y,Biomass & Waste CHP plant - OTF/OTS cooling (old),Coal power plant - OTF/OTS cooling (new),Geothermal power plant - MDT cooling (new),Oil fired gas turbine (SCGT) - Air cooling (old),Oil fired gas turbine (SCGT) - MDT cooling (old),Small hydropower plant,Medium hydropower plant (Run-of river),Large hydropower plant (Dam),Light Fuel Oil stand alone (1kW),Light Fuel Oil power plant - MDT cooling (old),Light Fuel Oil power plant - OTF/OTS cooling (old),Natural gas power plant (combined cycle) - MDT cooling (new),Solar PV (utility),Solar PV (roof top),Solar PV with storage
14,2029.0,0.071424,0.0,0.4000000000000001,0.22275,0.8252123,0.0478,1.210576332487092,3.0,0.0,0.1760825,0.01716,1.432171339548774,0.0,0.009049999999999999,0.0
15,2030.0,0.05952,0.0,0.4000000000000001,0.2025,0.750193,0.0478,1.210576332487092,3.0,0.0,0.160075,0.0156,1.432171339548774,0.0,0.008645,0.25
16,2031.0,0.047616,0.0,0.4000000000000001,0.18225,0.6751737,0.0478,1.210576332487092,3.0,0.0,0.1440675,0.01404,1.432171339548774,0.0,0.5164296167412774,0.75
17,2032.0,0.035712,0.0,0.4000000000000001,0.162,0.6001544,0.0478,1.210576332487092,3.0,0.0,0.12806,0.01248,1.432171339548774,0.0,1.5201708775727434,1.25
18,2033.0,0.023808,0.0,0.4000000000000001,0.14175,0.5251351,0.0478,1.8000000000000003,3.0,0.0,0.1120525,0.01092,1.432171339548774,0.0,2.651498649274817,1.75
19,2034.0,0.011904,0.0,0.4000000000000001,0.1215,0.4501158,0.0478,1.8000000000000003,3.0,0.0,0.096045,0.00936,1.432171339548774,0.0,3.9221457344571045,2.25
20,2035.0,0.0,0.0,0.4000000000000001,0.10125,0.3750965,0.0478,1.8000000000000003,3.0,0.0,0.0800375,0.0078,1.432171339548774,0.0,3.9187407344571046,2.2973380918857136
21,2036.0,0.0,0.0,0.4000000000000001,0.081,0.3000772,0.0478,1.8000000000000003,3.0,0.0,0.06403,0.00624,1.432171339548774,0.0,5.019808861654292,2.7973380918857136
22,2037.0,0.0,0.0,0.4000000000000001,0.06075,0.2250579,0.0478,1.8000000000000003,3.0,0.0,0.0480225,0.00468,1.432171339548774,0.0,6.2641356625372335,3.2973380918857136
23,2038.0,0.0,0.0,0.4000000000000001,0.0405,0.1500386,0.0478,1.8000000000000003,3.0,0.0,0.032015,0.00312,1.432171339548774,0.0,7.728365169052438,3.7973380918857136
24,2039.0,0.0,0.0,0.4000000000000001,0.02025,0.0750193000000002,0.0478,1.8000000000000003,3.0,0.0,0.0160075,0.00156,1.432171339548774,0.0,9.227960169052437,4.297338091885714
25,2040.0,0.0,1.0857375050547435,0.4000000000000001,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,1.432171339548774,0.0,10.727960169052437,4.797338091885714
26,2041.0,0.0,1.1014647254473529,0.4000000000000001,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,1.432171339548774,0.0,12.114609743538697,5.297338091885714
27,2042.0,0.0,2.0659865440639003,0.4000000000000001,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,1.432171339548774,0.0,13.629667719442985,5.797338091885714
28,2043.0,0.0,2.132285542026466,0.4000000000000001,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,1.432171339548774,0.0,15.109408797024855,6.297338091885714
29,2044.0,0.0,2.132285542026466,0.4000000000000001,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,1.432171339548774,0.0,15.924080899601172,6.797338091885714
30,2045.0,0.0,2.132285542026466,0.4000000000000001,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,1.432171339548774,0.0,17.47941073237659,7.297338091885714
31,2046.0,0.0,2.132285542026466,0.4000000000000001,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,1.432171339548774,0.0,17.793081236907458,7.797338091885714
32,2047.0,0.0,2.132285542026466,0.4000000000000001,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,1.432171339548774,0.0,18.85724400120194,8.297338091885713
33,2048.0,0.0,4.874046795962085,0.4000000000000001,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,1.432171339548774,0.0,21.556490863379853,8.797338091885713
34,2049.0,0.0,4.874046795962085,0.4000000000000001,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,1.432171339548774,0.0,22.66312680631151,9.297338091885713
35,2050.0,0.0,4.874046795962085,0.4000000000000001,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,1.432171339548774,0.0,24.99361207036554,9.547338091885713
36,2051.0,0.0,4.874046795962085,0.4000000000000001,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,0.1279412261121339,0.0,26.708977782552818,9.547338091885713
37,2052.0,0.0,4.874046795962085,0.4,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,0.0,0.37335432929319506,28.147070891606294,9.547338091885713
38,2053.0,0.0,4.874046795962085,0.4,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,0.0,0.503829657621224,30.01533811990422,9.547338091885713
39,2054.0,0.0,4.874046795962085,0.4,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,0.0,0.7807209850570815,31.744286034721934,9.547338091885713
40,2055.0,0.0,4.874046795962085,0.4,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,0.0,3.7807209850570813,34.74428603472194,10.0
41,2056.0,0.0,4.874046795962085,0.4,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,0.0,6.780720985057083,36.64181290752475,10.0
42,2057.0,0.0,4.874046795962085,0.4,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,0.0,9.78072098505708,38.39608110664181,10.0
43,2058.0,0.0,4.874046795962085,0.4,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,0.0,12.119488022856148,39.931446600126606,10.0
44,2059.0,0.0,4.874046795962085,0.4,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,0.0,12.539667815531338,41.431446600126606,10.0
45,2060.0,0.0,4.874046795962085,0.4,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,0.0,12.57804362134695,42.93144660012659,10.0
46,2061.0,0.0,4.874046795962085,0.4,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,0.0,14.013604123669682,44.544797025640335,10.0
47,2062.0,0.0,4.874046795962085,0.4,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,0.0,14.743708768098582,46.02973904973605,10.0
48,2063.0,0.0,4.874046795962085,0.4,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,0.0,15.915449446874952,47.54999797215418,10.0
49,2064.0,0.0,4.874046795962085,0.4,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,0.0,18.915449446874952,49.73532586957786,10.0
50,2065.0,0.0,4.874046795962085,0.4,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,0.0,20.81570118306891,51.17999603680244,10.0
51,2066.0,0.0,4.874046795962085,0.4,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,0.0,22.296985061234064,53.866325532271574,10.0
52,2067.0,0.0,4.874046795962085,0.4,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,0.0,25.296985061234064,55.802162767977094,10.0
53,2068.0,0.0,4.874046795962085,0.4,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,0.0,28.296985061234064,56.10291590579918,10.0
54,2069.0,0.0,4.874046795962085,0.4,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,0.0,29.332136681572237,57.99627996286752,10.0
55,2070.0,0.0,3.7883092909073413,0.4,0.0,0.0,0.0478,1.8000000000000003,3.0,0.0,0.0,0.0,0.0,31.789541420303625,58.66579469881349,10.0
