,y,Biomass extraction/production/refining
0,2015.0,305.9566
1,2016.0,307.9545
2,2017.0,309.9655
3,2018.0,311.99
4,2019.0,314.0279
5,2020.0,316.0793
6,2021.0,319.655
7,2022.0,323.2342
8,2023.0,326.8159
9,2024.0,330.399
10,2025.0,332.6668
11,2026.0,336.224
12,2027.0,339.7729
13,2028.0,343.3173
14,2029.0,346.8613
15,2030.0,350.4082
16,2031.0,356.707
17,2032.0,362.242
18,2033.0,367.1221
19,2034.0,371.4357
20,2035.0,370.443
21,2036.0,369.7147
22,2037.0,368.971
23,2038.0,368.213
24,2039.0,367.4421
25,2040.0,366.6596
26,2041.0,364.3088
27,2042.0,361.9623
28,2043.0,359.622
29,2044.0,357.29
30,2045.0,354.9678
31,2046.0,352.5676
32,2047.0,350.1853
33,2048.0,347.8213
34,2049.0,345.4759
35,2050.0,343.1494
36,2051.0,340.7298
37,2052.0,338.327
38,2053.0,335.941
39,2054.0,333.5713
40,2055.0,331.2176
41,2056.0,328.8796
42,2057.0,326.5567
43,2058.0,324.2484
44,2059.0,321.9537
45,2060.0,319.672
46,2061.0,317.2892
47,2062.0,314.9207
48,2063.0,312.5659
49,2064.0,310.2245
50,2065.0,307.8963
51,2066.0,305.5812
52,2067.0,303.2792
53,2068.0,300.9904
54,2069.0,298.7151
55,2070.0,296.4532
