,y,Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Wind,Biomass,Geothermal,Backstop,power_trade,gas_trade
0,2015.0,0.0,13.61,0.0,23.61,0.0,0.0,0.07,0.0,3.42,0.0,0.0,5.99,0.0
1,2016.0,0.0,19.32,0.0,23.61,0.0,0.0,0.07,0.0,3.42,0.0,0.0,5.21,0.0
2,2017.0,0.0,13.49,0.0,28.52,0.0,0.0,0.08,0.0,3.42,0.0,0.0,5.99,0.0
3,2018.0,0.0,10.88,0.0,28.52,0.0,0.0,0.08,0.0,3.42,0.0,0.0,8.47,0.0
4,2019.0,0.0,10.88,0.0,28.52,0.0,0.0,0.08,0.0,3.42,0.0,0.0,8.34,0.0
5,2020.0,0.0,10.88,0.0,28.52,0.0,0.0,0.08,0.0,3.42,0.0,0.0,8.21,0.0
6,2021.0,0.0,45.32,34.8,28.52,0.0,0.0,0.07,0.0,3.25,0.0,0.0,-53.93,0.0
7,2022.0,0.0,46.0,38.21,28.52,0.0,0.0,0.07,0.0,3.08,0.0,0.0,-53.82,0.0
8,2023.0,0.0,17.25,38.21,61.89,0.0,0.0,0.07,0.0,2.91,0.0,0.0,-53.93,0.0
9,2024.0,0.0,8.73,38.21,61.89,0.0,0.0,0.07,0.0,2.74,2.68,0.0,-43.81,0.0
10,2025.0,0.0,15.53,38.21,63.45,0.0,0.0,0.06,0.0,1.71,5.36,0.0,-48.6,0.0
11,2026.0,0.0,7.63,38.21,63.45,0.0,0.0,0.06,0.0,1.54,8.04,0.0,-38.43,0.0
12,2027.0,0.0,7.08,31.19,63.45,0.0,0.0,0.06,0.0,1.37,10.72,0.0,-28.22,0.0
13,2028.0,0.0,6.53,27.22,63.45,0.0,0.0,0.06,0.0,1.2,10.72,0.0,-17.99,0.0
14,2029.0,0.0,5.98,23.65,63.45,0.0,0.0,0.05,0.0,1.03,10.72,0.0,-7.72,0.0
15,2030.0,0.0,5.45,17.99,63.45,0.0,0.0,2.32,0.0,0.86,10.72,0.0,2.57,0.0
16,2031.0,0.0,4.91,0.0,63.45,0.0,0.0,9.87,0.0,0.68,10.72,0.0,23.0,0.0
17,2032.0,0.0,4.36,0.0,63.45,0.0,0.0,20.36,0.0,0.51,10.72,0.0,23.1,0.0
18,2033.0,0.0,3.8,15.25,72.28,0.0,0.0,31.6,0.0,0.34,10.72,0.0,-0.55,0.0
19,2034.0,0.0,3.27,15.29,72.28,0.0,0.0,43.67,0.0,0.17,10.72,0.0,-0.53,0.0
20,2035.0,0.0,2.73,15.38,72.28,0.0,0.0,44.08,0.0,0.0,10.72,0.0,0.03,0.0
21,2036.0,0.0,2.18,15.4,72.28,0.0,0.0,55.15,0.0,0.0,10.72,0.0,-0.07,0.0
22,2037.0,0.0,1.63,16.34,72.28,0.0,0.0,67.06,0.0,0.0,10.72,0.0,-1.1,0.0
23,2038.0,0.0,1.09,17.25,72.28,0.0,0.0,80.28,0.0,0.0,10.72,0.0,-2.54,0.0
24,2039.0,0.0,0.55,18.53,72.28,0.0,0.0,93.7,0.0,0.0,10.72,0.0,-3.49,0.0
25,2040.0,28.97,0.0,10.45,72.28,0.0,0.0,107.13,0.0,0.0,10.72,0.0,-22.0,0.0
26,2041.0,29.39,0.0,7.98,72.28,0.0,0.0,119.89,0.0,0.0,10.72,0.0,-20.7,0.0
27,2042.0,55.12,0.0,5.05,72.28,0.0,0.0,133.4,0.0,0.0,10.72,0.0,-43.03,0.0
28,2043.0,56.89,0.0,4.01,72.28,0.0,0.0,146.7,0.0,0.0,10.72,0.0,-43.37,0.0
29,2044.0,56.89,0.0,5.05,72.28,0.0,0.0,156.07,0.0,0.0,10.72,0.0,-39.01,0.0
30,2045.0,56.89,0.0,4.01,72.28,0.0,0.0,169.83,0.0,0.0,10.72,0.0,-36.32,0.0
31,2046.0,56.89,0.0,4.13,72.28,0.0,0.0,176.23,0.0,0.0,10.72,0.0,-26.15,0.0
32,2047.0,56.89,0.0,5.62,72.28,0.0,0.0,187.07,0.0,0.0,10.72,0.0,-20.9,0.0
33,2048.0,128.81,0.0,5.36,72.28,0.0,0.0,207.61,0.0,0.0,10.72,0.0,-91.29,0.0
34,2049.0,130.04,0.0,4.01,72.28,0.0,0.0,218.7,0.0,0.0,10.72,0.0,-82.5,0.0
35,2050.0,130.04,0.0,4.01,72.28,0.0,0.0,234.78,0.0,0.0,10.72,0.0,-77.78,0.0
36,2051.0,130.04,0.0,0.36,72.28,0.0,0.0,244.95,0.0,0.0,10.72,0.0,-71.15,0.0
37,2052.0,130.04,0.0,0.0,72.28,0.0,0.0,255.68,0.0,0.0,10.72,0.0,-67.54,0.0
38,2053.0,130.04,0.0,0.0,72.28,0.0,0.0,267.15,0.0,0.0,10.72,0.0,-64.63,0.0
39,2054.0,130.04,0.0,0.0,72.28,0.0,0.0,278.85,0.0,0.0,10.72,0.0,-61.35,0.0
40,2055.0,130.04,0.0,0.0,72.28,0.0,0.0,316.5,0.0,0.0,10.72,0.0,-83.06,0.0
41,2056.0,130.04,0.0,0.0,72.28,0.0,0.0,345.28,0.0,0.0,10.72,0.0,-94.91,0.0
42,2057.0,130.04,0.0,0.0,72.28,0.0,0.0,373.43,0.0,0.0,10.72,0.0,-105.52,0.0
43,2058.0,126.43,0.0,0.0,72.28,0.0,0.0,396.64,0.0,0.0,10.72,0.0,-107.3,0.0
44,2059.0,127.23,0.0,0.0,72.28,0.0,0.0,408.38,0.0,0.0,10.72,0.0,-101.67,0.0
45,2060.0,128.54,0.0,0.0,72.24,0.0,0.0,417.91,0.0,0.0,10.72,0.0,-93.76,0.0
46,2061.0,127.5,0.0,0.0,70.79,0.0,0.0,435.78,0.0,0.0,10.72,0.0,-95.17,0.0
47,2062.0,127.24,0.0,0.0,70.05,0.0,0.0,448.88,0.0,0.0,10.72,0.0,-93.01,0.0
48,2063.0,126.28,0.0,0.0,69.07,0.0,0.0,464.58,0.0,0.0,10.72,0.0,-92.11,0.0
49,2064.0,121.18,0.0,0.0,72.28,0.0,0.0,489.94,0.0,0.0,9.73,0.0,-99.5,0.0
50,2065.0,119.34,0.0,0.0,69.07,0.0,0.0,509.63,0.0,0.0,10.72,0.0,-99.55,0.0
51,2066.0,114.53,0.0,0.0,72.28,0.0,0.0,530.11,0.0,0.0,10.27,0.0,-102.5,0.0
52,2067.0,108.18,0.0,0.0,69.03,0.0,0.0,559.23,0.0,0.0,9.73,0.0,-105.23,0.0
53,2068.0,106.37,0.0,0.0,69.03,0.0,0.0,577.17,0.0,0.0,9.73,0.0,-104.03,0.0
54,2069.0,105.82,0.0,0.0,69.03,0.0,0.0,593.31,0.0,0.0,9.73,0.0,-102.65,0.0
55,2070.0,87.06,0.0,0.0,69.07,0.0,0.0,610.43,0.0,0.0,9.73,0.0,-83.67,0.0
