,y,Oil fired gas turbine (SCGT) - MDT cooling (old),Light Fuel Oil stand alone (1kW),Light Fuel Oil power plant - MDT cooling (old),Natural gas power plant (combined cycle) - MDT cooling (new),Natural gas power plant (single cycle) - Air cooling (new)
0,2015.0,0.012,0.0013122400364534172,0.01989,0.0,0.0
1,2016.0,0.012,0.0013122400364534172,0.01989,0.0,0.0
2,2017.0,0.012,0.0013122400364534172,0.01989,0.0,0.0
3,2018.0,0.012,0.0013122400364534172,0.01989,0.0,0.0
4,2019.0,0.012,0.0013122400364534172,0.01989,0.0,0.0
5,2020.0,0.012,0.0013122400364534172,0.01989,0.07110034882990636,0.0
6,2021.0,0.0114,0.0013122400364534172,0.0188955,0.09006037523094365,0.0
7,2022.0,0.0108,0.0013122400364534172,0.017901,0.11023841494273282,0.0
8,2023.0,0.0102,0.0013122400364534172,0.0169065,0.1222852016491828,0.0
9,2024.0,0.0096,0.0013122400364534172,0.015912,0.1222852016491828,0.0
10,2025.0,0.009,0.0,0.0149175,0.1222852016491828,0.0
11,2026.0,0.0084,0.0,0.013923,0.1222852016491828,0.0
12,2027.0,0.0078,0.0,0.0129285,0.1222852016491828,0.0
13,2028.0,0.0072,0.0,0.011934,0.1222852016491828,0.0
14,2029.0,0.0066,0.0,0.0109395,0.1318158772861909,0.0
15,2030.0,0.006,0.0,0.009945,0.14359424542304075,0.0
16,2031.0,0.0054,0.0,0.0089505,0.15653026691385175,0.0
17,2032.0,0.0048,0.0,0.007956,0.16986420978808278,0.0
18,2033.0,0.0042,0.0,0.0069615,0.18445961074299236,0.0
19,2034.0,0.0036,0.0,0.005967,0.2000816178181629,0.0
20,2035.0,0.003,0.0,0.0049725,0.21717571775763875,0.0
21,2036.0,0.0024,0.0,0.003978,0.2438789272638316,0.0
22,2037.0,0.0018,0.0,0.0029835,0.30195968922753835,0.0
23,2038.0,0.0012,0.0,0.001989,0.353174885880704,0.010617620266530951
24,2039.0,0.000600000000000001,0.0,0.000994500000000002,0.4198871572915699,0.01162656422646829
25,2040.0,0.0,0.0,0.0,0.49245484271292883,0.01162656422646829
26,2041.0,0.0,0.0,0.0,0.5541750621895465,0.01162656422646829
27,2042.0,0.0,0.0,0.0,0.6195040229143163,0.01162656422646829
28,2043.0,0.0,0.0,0.0,0.6204263793728562,0.01162656422646829
29,2044.0,0.0,0.0,0.0,0.6204263793728562,0.01162656422646829
30,2045.0,0.0,0.0,0.0,0.6204263793728562,0.01162656422646829
31,2046.0,0.0,0.0,0.0,0.6204263793728562,0.01162656422646829
32,2047.0,0.0,0.0,0.0,0.6204263793728562,0.01162656422646829
33,2048.0,0.0,0.0,0.0,0.6204263793728562,0.01162656422646829
34,2049.0,0.0,0.0,0.0,0.6204263793728562,0.01162656422646829
35,2050.0,0.0,0.0,0.0,0.5493260305429498,0.08272691305637503
36,2051.0,0.0,0.0,0.0,0.5387151295264471,0.09333781407287785
37,2052.0,0.0,0.0,0.0,0.528610868274684,0.10344207532464086
38,2053.0,0.0,0.0,0.0,0.516564081568234,0.11548886203109096
39,2054.0,0.0,0.0,0.0,0.516564081568234,0.11548886203109096
40,2055.0,0.0,0.0,0.0,0.516564081568234,0.11548886203109096
41,2056.0,0.0,0.0,0.0,0.516564081568234,0.11548886203109096
42,2057.0,0.0,0.0,0.0,0.516564081568234,0.11548886203109096
43,2058.0,0.0,0.0,0.0,0.516564081568234,0.11548886203109096
44,2059.0,0.0,0.0,0.0,0.5070334059312258,0.12501953766809887
45,2060.0,0.0,0.0,0.0,0.49525503779437596,0.13679790580494894
46,2061.0,0.0,0.0,0.0,0.4952550377943757,0.13679790580494894
47,2062.0,0.0,0.0,0.0,0.4952550377943761,0.13679790580494894
48,2063.0,0.0,0.0,0.0,0.5058726580609071,0.12618028553841798
49,2064.0,0.0,0.0,0.0,0.5068816020208443,0.12517134157848064
50,2065.0,0.0,0.0,0.0,0.5068816020208443,0.12517134157848064
51,2066.0,0.0,0.0,0.0,0.5068816020208443,0.12517134157848064
52,2067.0,0.0,0.0,0.0,0.5068816020208443,0.12517134157848064
53,2068.0,0.0,0.0,0.0,0.5068816020208443,0.12517134157848064
54,2069.0,0.0,0.0,0.0,0.5068816020208443,0.12517134157848064
55,2070.0,0.0,0.0,0.0,0.5068816020208443,0.12517134157848064
