,y,Oil,Gas,Hydro,Solar PV,Geothermal
0,2015.0,0.129,0.0,0.0,0.0,0.0
1,2017.0,0.063,0.0,0.0,0.0,0.0
2,2018.0,0.112,0.0,0.0,0.0,0.0
3,2019.0,0.112,0.0,0.0,0.0,0.0
4,2020.0,0.0,0.258,0.0,0.0,0.0
5,2021.0,0.0,0.009,0.0,0.0,0.0
6,2022.0,0.0,0.021,0.0,0.0,0.0
7,2023.0,0.0,0.01,0.0,0.0,0.0
8,2024.0,0.0,0.0,0.41,0.0,0.0
9,2033.0,0.0,0.039,0.0,0.0,0.0
10,2034.0,0.0,0.048,0.0,0.0,0.0
11,2035.0,0.0,0.051,0.0,0.0,0.0
12,2036.0,0.0,0.0,0.57,0.0,0.0
13,2042.0,0.0,0.032,0.0,0.0,0.0
14,2043.0,0.0,0.056,0.0,0.0,0.013
15,2044.0,0.0,0.021,0.0,0.0,0.057
16,2045.0,0.0,0.022,0.0,0.0,0.06
17,2046.0,0.0,0.03,0.0,0.0,0.064
18,2047.0,0.0,0.045,0.0,0.0,0.067
19,2048.0,0.0,0.037,0.0,0.0,0.071
20,2049.0,0.0,0.013,0.0,0.154,0.052
21,2050.0,0.0,0.25,0.0,0.411,0.015
22,2051.0,0.0,0.006,0.0,0.209,0.0
23,2052.0,0.0,0.003,0.0,0.216,0.0
24,2053.0,0.0,0.005,0.0,0.202,0.0
25,2054.0,0.0,0.007,0.0,0.189,0.0
26,2055.0,0.0,0.0,0.0,0.283,0.0
27,2056.0,0.0,0.0,0.0,0.292,0.0
28,2057.0,0.0,0.0,0.0,0.302,0.0
29,2058.0,0.0,0.039,0.0,0.312,0.0
30,2059.0,0.0,0.048,0.0,0.354,0.0
31,2060.0,0.0,0.051,0.0,0.366,0.0
32,2061.0,0.0,0.006,0.0,0.234,0.0
33,2062.0,0.0,0.007,0.0,0.237,0.0
34,2063.0,0.0,0.007,0.0,0.242,0.0
35,2064.0,0.0,0.0,0.0,0.278,0.0
36,2065.0,0.0,0.0,0.0,0.284,0.0
37,2066.0,0.0,0.0,0.0,0.291,0.0
38,2067.0,0.0,0.032,0.0,0.297,0.0
39,2068.0,0.0,0.032,0.0,0.304,0.013
40,2069.0,0.0,0.0,0.0,0.464,0.057
41,2070.0,0.0,0.0,0.0,0.728,0.06
