,y,Solar PV (roof top),Solar PV with storage
0,2049.0,0.15396551869454295,0.0
1,2050.0,0.564743586255819,0.0
2,2051.0,0.6741225263154391,0.09973641948188237
3,2052.0,0.7872179433116655,0.20286168239693497
4,2053.0,0.8554612813341583,0.33716476105899806
5,2054.0,0.878820257105686,0.5028152899907914
6,2055.0,1.1063458752199584,0.5582747842144472
7,2056.0,1.3414480375414168,0.6155810652444303
8,2057.0,1.584365684596424,0.6747923749655405
9,2058.0,1.8353419186625557,0.7359679696909374
10,2059.0,2.1892936485561174,0.7359679696909373
11,2060.0,2.5549505354804802,0.7359679696909373
12,2061.0,2.7890341416089566,0.7359679696909373
13,2062.0,3.025802461801995,0.7359679696909374
14,2063.0,3.267784397247535,0.7359679696909374
15,2064.0,3.5459824380059994,0.7359679696909373
16,2065.0,3.8303456093917747,0.7359679696909373
17,2066.0,4.121011311625909,0.7359679696909374
18,2067.0,4.418120611171061,0.7359679696909374
19,2068.0,4.721840230802187,0.7359679696909373
20,2069.0,5.032348898082295,0.7359679696909373
21,2070.0,5.349817200480553,0.7359679696909374
