,y,Solar PV (utility),Solar PV (roof top),Solar PV with storage,Solar FPV
3,2030.0,0.0,0.4594076628939278,0.25,0.0
4,2031.0,0.0,0.6105575865956888,0.5,0.0
5,2032.0,0.0,0.7597181768081689,0.5,0.0
6,2033.0,0.0,0.8528270383598043,0.5,0.0
7,2034.0,0.0,0.9541762323435745,0.5,0.0
8,2036.0,0.0,0.6459047508165066,0.5,0.0
9,2037.0,0.0,0.8615218143933283,0.5,0.0
10,2038.0,0.0,0.9707560245465148,0.5,0.0
11,2039.0,0.0,1.0886076296151186,0.5,0.0
12,2040.0,0.0,1.214202765436684,0.5,0.0
13,2041.0,0.0,1.198266401055774,0.5,0.0
14,2042.0,0.0,1.3196358548813023,0.5,0.0
15,2043.0,0.0,1.4487983625458813,0.5,0.0
16,2044.0,0.0,0.9832724666123561,0.5,0.0
17,2045.0,0.0,0.7814178588629757,0.5,0.0
18,2046.0,0.0,0.8570327402704779,0.5,0.0
19,2047.0,0.0,0.9432041140595258,0.5,0.0
20,2048.0,0.0,1.0348932183600543,0.5,0.0
21,2049.0,0.0,1.7290495917261912,0.5,0.0
22,2050.0,0.0,2.2997844911908003,0.5,0.7730806056109387
23,2051.0,0.0,0.7570221803643453,0.5,0.09371751748159832
24,2052.0,0.0,1.8982186661420617,0.5,0.5584149814287742
25,2053.0,0.0,2.0342235417622097,0.5,0.6267868954787749
26,2054.0,0.0,2.7250398387660035,0.5,0.16865413119866282
27,2055.0,0.0,1.5510271946953758,0.5,0.21595562870377674
28,2056.0,0.0,2.6227264740227394,0.5,0.0
29,2057.0,0.0,3.0,0.5,0.7044546278380989
30,2058.0,0.0,3.0,0.5,0.0
31,2059.0,0.0,3.0,0.5,0.0
32,2060.0,0.7094515442449136,3.0,0.5,0.35593561225946146
33,2061.0,0.3809324065912317,3.0,0.5,0.0
34,2062.0,0.575767600357528,3.0,0.5,0.0
35,2063.0,0.7670382883252238,3.0,0.5,0.01
36,2064.0,1.6343056067708206,3.0,0.5,0.0
37,2065.0,0.612053256087878,3.0,0.5,0.0
38,2066.0,3.0,3.0,0.5,0.0
39,2067.0,1.3394295805761064e-13,3.0,0.5,0.0
40,2068.0,3.0,3.0,0.5,0.0
41,2069.0,3.0,3.0,0.5,0.0
42,2070.0,3.0,3.0,0.5,0.019
