,y,Dagash FPV,Dal FPV,Jebel Aulia FPV,Kajbar FPV,Kashm El Girba  FPV,Mograt FPV,Merowe FPV,Sabaloka FPV,Shereik FPV
0,2050.0,0.0,0.6,0.0,0.0,0.0,0.1730806056109387,0.0,0.0,0.0
1,2051.0,0.0,0.648000000000022,0.0,0.0,0.0,0.218798123092515,0.0,0.0,0.0
2,2052.0,0.312,0.648000000000022,0.0,0.15321310452126993,0.0,0.31200000000001926,0.0,0.0,0.0
3,2053.0,0.312,0.648000000000022,0.0,0.3600000000000198,0.0,0.31200000000001926,0.0,0.0,0.42000000000002496
4,2054.0,0.312,0.648000000000022,0.0,0.3600000000000198,0.0,0.31200000000001926,0.16865413119866282,0.0,0.42000000000002496
5,2055.0,0.312,0.648000000000022,0.0,0.3600000000000198,0.0,0.31200000000001926,0.38460975990243956,0.0,0.42000000000002496
6,2056.0,0.312,0.648000000000022,0.0,0.3600000000000198,0.0,0.31200000000001926,0.38460975990243956,0.0,0.42000000000002496
7,2057.0,0.312,0.648000000000022,0.0,0.3600000000000198,0.0,0.31200000000001926,1.0890643877405384,0.0,0.42000000000002496
8,2058.0,0.312,0.648000000000022,0.0,0.3600000000000198,0.0,0.31200000000001926,1.0890643877405384,0.0,0.42000000000002496
9,2059.0,0.312,0.648000000000022,0.0,0.3600000000000198,0.0,0.31200000000001926,1.0890643877405384,0.0,0.42000000000002496
10,2060.0,0.312,0.648000000000022,0.0,0.3600000000000198,0.0,0.31200000000001926,1.2399999999999998,0.205,0.42000000000002496
11,2061.0,0.312,0.648000000000022,0.0,0.3600000000000198,0.0,0.31200000000001926,1.2399999999999998,0.205,0.42000000000002496
12,2062.0,0.312,0.648000000000022,0.0,0.3600000000000198,0.0,0.31200000000001926,1.2399999999999998,0.205,0.42000000000002496
13,2063.0,0.312,0.648000000000022,0.0,0.3600000000000198,0.01,0.31200000000001926,1.2399999999999998,0.205,0.42000000000002496
14,2064.0,0.312,0.648000000000022,0.0,0.3600000000000198,0.01,0.31200000000001926,1.2399999999999998,0.205,0.42000000000002496
15,2065.0,0.312,0.648000000000022,0.0,0.3600000000000198,0.01,0.31200000000001926,1.2399999999999998,0.205,0.42000000000002496
16,2066.0,0.312,0.648000000000022,0.0,0.3600000000000198,0.01,0.31200000000001926,1.2399999999999998,0.205,0.42000000000002496
17,2067.0,0.312,0.648000000000022,0.0,0.3600000000000198,0.01,0.31200000000001926,1.2399999999999998,0.205,0.42000000000002496
18,2068.0,0.312,0.648000000000022,0.0,0.3600000000000198,0.01,0.31200000000001926,1.2399999999999998,0.205,0.42000000000002496
19,2069.0,0.312,0.648000000000022,0.0,0.3600000000000198,0.01,0.31200000000001926,1.2399999999999998,0.205,0.42000000000002496
20,2070.0,0.312,0.648000000000022,0.019,0.3600000000000198,0.01,0.31200000000001926,1.2399999999999998,0.205,0.42000000000002496
