,y,Amarti-Neshe FPV,Baro FPV,Finchaa FPV,Lake Tana - Beles FPV,Renaissance FPV,Sor 2 FPV,Tekeze 1 FPV,Tekeze 2 FPV
0,2030.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1,2037.0,0.0,0.0,0.0,0.0,0.1852697058409622,0.0,0.0,0.0
2,2038.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
3,2039.0,0.0,0.0,0.0,0.11346903452083497,0.3,0.0,0.0,0.0
4,2040.0,0.0,0.0,0.0,0.04653096547916506,0.3,0.0,0.0,0.0
5,2042.0,0.0,0.0,0.0,0.0,0.46413623455750747,0.0,0.0,0.0
6,2043.0,0.0,0.0,0.0,0.0,0.3567759197994018,0.0,0.0,0.0
7,2044.0,0.0,0.0,0.0,0.0,0.3219279131181796,0.0,0.0,0.0
8,2045.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
9,2046.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
10,2047.0,0.0,0.0,0.0,0.0,0.5737842472537619,0.0,0.0,0.0
11,2048.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
12,2049.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.3663653379075146
13,2050.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
14,2052.0,0.0,0.0,0.0,0.0,0.1595334125169039,0.0,0.0,0.0
15,2053.0,0.0,0.0,0.0,0.0,0.43857256691328417,0.0,0.0,0.0
16,2054.0,0.0,0.0,0.128,0.0,0.0,0.0,0.3,0.013634662092485428
17,2055.0,0.098,0.0,0.0,0.3000000000000244,0.0,0.0,0.0,0.0
18,2057.0,0.0,0.011924931335728526,0.0,0.0,0.0,0.0,0.0,0.0
19,2058.0,0.0,0.6330750686642715,0.0,0.0,0.0,0.005,0.0,0.0
20,2062.0,0.0,0.0,0.0,0.0,0.18526970584100022,0.0,0.0,0.0
21,2063.0,0.0,0.0,0.0,0.0,0.3000000000000055,0.0,0.0,0.0
22,2064.0,0.0,0.0,0.0,0.11346903452083952,0.29999999999995897,0.0,0.0,0.0
23,2065.0,0.0,0.0,0.0,0.046530965479136085,0.2999999999999986,0.0,0.0,0.0
24,2067.0,0.0,0.0,0.0,0.0,0.4641362345575074,0.0,0.0,0.0
25,2068.0,0.0,0.0,0.0,0.0,0.35677591979940093,0.0,0.0,0.0
26,2069.0,0.0,0.0,0.0,0.0,0.3219279131181799,0.0,0.0,0.0
27,2070.0,0.0,0.0,0.0,0.0,0.5999999999999986,0.0,0.0,0.0
