,y,Coal power plant - OTF/OTS cooling (new),Oil fired gas turbine (SCGT) - Air cooling (new),Oil fired gas turbine (SCGT) - Air cooling (old),Oil fired gas turbine (SCGT) - MDT cooling (new),Oil fired gas turbine (SCGT) - MDT cooling (old),Oil fired gas turbine (SCGT) - OTF/OTS cooling (old),Light Fuel Oil power plant - OTF/OTS cooling (new),Light Fuel Oil power plant - OTF/OTS cooling (old),Natural gas power plant (combined cycle) - Air cooling (new),Natural gas power plant (combined cycle) - Air cooling (old),Natural gas power plant (combined cycle) - MDT cooling (new),Natural gas power plant (combined cycle) - MDT cooling (old),Natural gas power plant (combined cycle) - OTF/OTS cooling (new),Natural gas power plant (combined cycle) - OTF/OTS cooling (old),Natural gas power plant (single cycle) - MDT cooling (old),Natural gas power plant (single cycle) - OTF/OTS cooling (new),Natural gas power plant (single cycle) - OTF/OTS cooling (old)
0,2015.0,0.0,0.0,3.3799,38.1744,4.3624,207.31130000000002,0.0,55.2015,16.0077,55.699,0.0,20.028499999999998,69.12950000000001,2770.1472,12.2581,0.0,2362.5081999999998
1,2016.0,0.0,21.7007,2.5787,0.0,0.8725,188.40279999999998,0.0,55.2015,16.0077,55.699,0.0,20.028499999999998,207.38830000000002,2770.1472,12.2581,0.0,2362.5081999999998
2,2017.0,0.0,2.8816,1.515,0.0,0.8725,188.40279999999998,0.0,55.2015,16.0077,55.699,0.0,20.028499999999998,414.77660000000003,2770.1472,12.2581,0.0,2362.5081999999998
3,2018.0,0.0,0.0,0.676,0.0,0.8725,188.40279999999998,0.0,55.2015,16.0077,55.699,52.2797,20.028499999999998,0.0,2770.1472,12.2581,0.0,2362.5081999999998
4,2019.0,0.0,0.0,0.676,0.0,0.8725,188.40279999999998,0.0,55.2015,16.0077,55.699,71.477,20.028499999999998,0.0,2770.1472,12.2581,0.0,2362.5081999999998
5,2020.0,0.0,0.0,0.676,0.0,0.8725,188.40279999999998,0.0,55.2015,121.02159999999999,55.699,82.8927,20.028499999999998,570.6967,2770.1472,12.2581,0.0,2362.5081999999998
6,2021.0,0.0,0.0,0.6422,0.0,0.8288,178.9827,0.0,52.441399999999994,78.5205,10.5828,1477.6915,3.8053999999999997,1251.2014000000001,526.328,11.6452,0.0,2244.3828000000003
7,2022.0,0.0,0.0,0.6084,0.0,0.7851999999999999,169.5626,0.0,49.6814,124.61959999999999,10.0258,1857.2295,3.6050999999999997,1397.8668,498.6265,11.0322,0.0,2126.2574
8,2023.0,0.0,0.0,0.5746,0.0,0.7417,160.1424,0.0,46.9213,124.61959999999999,9.4688,2130.0827,3.4048000000000003,1374.4621,470.925,10.4193,0.0,2008.132
9,2024.0,0.0,0.0,0.5408,0.0,0.698,150.7223,0.0,44.161199999999994,133.1302,31.2683,2130.0827,3.2045,1397.8668,443.2235,9.8065,0.0,1890.0065
10,2025.0,2350.2378,0.0,0.507,0.0,0.6544,141.3022,0.0,41.40110000000001,41.793099999999995,8.3549,1860.1057,3.0043,1397.8668,415.52209999999997,9.1935,0.0,1771.8811
11,2026.0,4700.4755,0.0,0.4732,0.0,0.6108,131.8819,0.0,38.641,0.0,7.7979,1454.0936000000002,2.804,1397.8668,387.8206,8.5806,0.0,1653.7557
12,2027.0,4700.4755,0.0,0.4394,0.0,0.5670999999999999,122.4618,0.0,35.881,23.3029,7.2409,1648.6364,2.6037000000000003,1397.8668,360.1191,7.9677999999999995,0.0,1535.6303
13,2028.0,4700.4755,0.0,0.4056,0.0,0.5235,113.04169999999999,0.0,33.120900000000006,87.9936,6.6839,1801.7912999999999,2.4034,1397.8668,332.4177,7.3549,0.0,1417.505
14,2029.0,4700.4755,0.0,0.3718,0.0,0.4799,103.6215,0.0,30.360799999999998,60.33410000000001,6.1269,1991.7893000000001,2.2032000000000003,1397.8668,304.7161,6.7419,0.0,1299.3796
15,2030.0,4700.4755,0.0,0.338,0.0,0.43620000000000003,94.20139999999999,0.0,27.6007,83.2316,5.5699,2096.5389999999998,2.0028,1397.8668,277.0147,6.1290000000000004,0.0,1181.2542
16,2031.0,4700.4755,0.0,0.3042,0.0,0.39259999999999995,84.7813,0.0,24.8407,133.1302,25.0646,2130.0827,9.0128,1397.8668,331.155,5.5161999999999995,0.0,1063.1287
17,2032.0,4700.4755,0.0,0.2704,0.0,0.34900000000000003,75.3611,0.0,22.080599999999997,133.1302,22.2796,2130.0827,8.0114,1397.8668,814.8284,4.9032,0.0,945.0033000000001
18,2033.0,4700.4755,66.7829,0.3714,15.9267,0.47929999999999995,65.941,0.0,19.320600000000002,264.2237,19.4947,2130.0827,7.01,1397.8668,969.5514999999999,4.2903,0.0,826.8779
19,2034.0,4700.4755,164.97899999999998,0.3183,96.3645,0.41079999999999994,56.5209,0.0,16.5604,452.0636,16.7097,2228.9307,6.008500000000001,1561.1575,831.0441,3.6774,0.0,708.7525
20,2035.0,5483.8881,247.91920000000002,0.2653,187.7779,0.3424,47.1008,0.0,13.8004,672.6864,13.9248,2228.9307,5.007099999999999,1561.1575,692.5368,3.0645,29.8892,590.6271
21,2036.0,6267.3006,247.91920000000002,0.2122,247.91920000000002,0.2739,59.1447,0.0,11.040299999999998,672.6864,11.1398,2228.9307,4.0057,1773.5681,554.0294,2.4516,147.897,472.5017
22,2037.0,7050.7132,247.91920000000002,0.1592,247.91920000000002,0.20550000000000002,44.358599999999996,0.0,8.2803,884.5187999999999,8.3549,2228.9307,3.0043,1773.5681,415.52209999999997,1.8387,405.3275,354.3762
23,2038.0,7834.1259,247.91920000000002,0.1061,247.91920000000002,0.1369,29.572300000000002,0.0,5.520099999999999,884.5187999999999,5.5699,2437.2889000000005,2.0028,1773.5681,277.0147,1.2258,604.0644000000001,236.2508
24,2039.0,8617.5384,247.91920000000002,0.0531,247.91920000000002,0.0685,14.786200000000001,0.0,2.7601,1106.4025,2.785,2437.2889000000005,0.4098,1883.3627999999999,43.4812,0.6129,658.4787,118.1254
25,2040.0,9400.951000000001,164.97899999999998,0.0,0.0,0.0,0.0,54.0181,0.0,1328.2859999999998,0.0,2210.5567,0.0,2105.2463,0.0,0.0,411.9588,0.0
26,2041.0,10576.069899999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1454.7285,0.0,2206.8544,0.0,2105.2463,0.0,0.0,241.1865,0.0
27,2042.0,10967.7762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1542.4168,0.0,2041.4279999999999,0.0,2326.5648,0.0,0.0,257.1598,0.0
28,2043.0,11359.4824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1534.5084000000002,0.0,1973.8625,0.0,2659.3903,0.0,0.0,198.7711,0.0
29,2044.0,11751.1887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1692.522,0.0,2015.1453,0.0,2659.3903,0.0,0.0,241.712,0.0
30,2045.0,12142.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930.0098,0.0,1893.9115,0.0,2803.0065999999997,0.0,0.0,241.712,0.0
