,y,CSP (without storage),CSP (with storage),Aswan 1 FPV,Aswan 2 FPV,High Aswan Dam FPV,Solar PV (utility),Solar PV (roof top),Solar PV with storage
0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0679,0.0,0.0
1,2016.0,0.0,0.0,0.0,0.0,0.0,0.2681,0.0,0.0
2,2017.0,0.0,0.0,0.0,0.0,0.0,0.2681,0.0,0.0
3,2018.0,0.0,0.0,0.0,0.0,0.0,0.6018,0.0,0.0
4,2019.0,0.0,0.0,0.0,0.0,0.0,0.6018,0.0,0.0
5,2020.0,0.0,0.0,0.0,0.0,0.0,1.2693,0.0,0.0
6,2021.0,5.1926,6.5328,0.0,0.0,0.0,2.9378,0.6674,0.9828
7,2022.0,7.7888,9.7993,0.9041,0.8718,6.7688,4.6063,1.0011,1.4742
8,2023.0,10.3851,13.0657,0.9041,0.8718,6.7688,6.2748,1.3348,1.9656
9,2024.0,10.3851,13.0657,0.9041,0.8718,6.7688,7.9432,1.6686,2.457
10,2025.0,10.3851,13.0657,0.9041,0.8718,6.7688,9.6117,2.0023,2.9483
11,2026.0,10.3851,13.0657,0.9041,0.8718,6.7688,11.2802,2.336,3.4397
12,2027.0,10.3851,13.0657,0.9041,0.8718,6.7688,11.6236,2.6697,3.9311
13,2028.0,10.3851,13.0657,0.9041,0.8718,6.7688,11.6235,2.8158,3.9311
14,2029.0,10.3851,13.0657,0.9041,0.8718,6.7688,12.1432,3.3371,4.9139
15,2030.0,10.3851,13.0657,0.9041,0.8718,6.7688,12.6611,3.3371,4.9139
16,2031.0,10.3851,13.0657,0.9041,0.8718,6.7688,15.9982,4.0045,4.9139
17,2032.0,10.3851,13.0657,0.9041,0.8718,6.7688,19.3352,4.3382,6.3881
18,2033.0,10.3851,13.0657,0.9041,0.8718,6.7688,22.6723,4.6719,6.8795
19,2034.0,10.3851,13.0657,0.9041,0.8718,6.7688,26.0093,5.0057,7.3709
20,2035.0,10.3851,13.0657,0.9041,0.8718,6.7688,29.3464,5.3394,7.8623
21,2036.0,10.3851,13.0657,0.9041,0.8718,6.7688,32.6834,5.6731,8.3536
22,2037.0,10.3851,13.0657,0.9041,0.8718,6.7688,36.0205,6.0068,8.845
23,2038.0,10.3851,13.0657,0.9041,0.8718,6.7688,39.3575,6.3405,9.3364
24,2039.0,10.3851,13.0657,0.9041,0.8718,6.7688,42.6946,6.6742,9.8278
25,2040.0,10.3851,13.0657,0.9041,0.8718,6.7688,45.9649,7.0079,10.3192
26,2041.0,10.3851,13.0657,0.9041,0.8718,6.7688,50.7704,7.3416,10.8106
27,2042.0,10.3851,13.0657,0.9041,0.8718,6.7688,55.776,7.6753,11.302
28,2043.0,10.3851,13.0657,0.9041,0.8718,6.7688,60.448,8.0091,11.7934
29,2044.0,10.3851,13.0657,0.9041,0.8718,6.7688,65.4536,8.3428,12.2848
30,2045.0,10.3851,13.0657,0.9041,0.8718,6.7688,69.7918,8.6765,12.7762
31,2046.0,5.1926,6.5328,0.9041,0.8718,6.7688,73.1289,9.0102,13.2675
32,2047.0,2.5963,3.2664,0.9041,0.8718,6.7688,76.466,9.3439,13.7589
33,2048.0,0.0,0.0,0.9041,0.8718,6.7688,79.8031,9.6776,14.2503
34,2049.0,0.0,0.0,0.9041,0.8718,6.7688,83.1402,10.0113,14.7417
35,2050.0,0.0,0.0,0.9041,0.8718,6.7688,86.4774,10.345,15.2331
36,2051.0,0.0,0.0,0.9041,0.8718,6.7688,89.8145,10.6787,15.7245
37,2052.0,0.0,0.0,0.9041,0.8718,6.7688,94.4767,11.0125,16.2159
38,2053.0,0.0,0.0,0.9041,0.8718,6.7688,99.4824,11.3462,16.7073
39,2054.0,0.0,0.0,0.9041,0.8718,6.7688,103.9683,11.6799,17.1987
40,2055.0,0.0,0.0,0.9041,0.8718,6.7688,108.456,12.0136,17.6901
41,2056.0,3.5546,0.0,0.9041,0.8718,6.7688,110.1245,12.3473,18.1815
42,2057.0,3.6068,0.0,0.9041,0.8718,6.7688,111.7931,12.681,18.6728
43,2058.0,3.6068,0.0,0.9041,0.8718,6.7688,113.4616,13.0147,19.1642
44,2059.0,3.6068,0.0,0.9041,0.8718,6.7688,115.1302,13.3484,19.6556
45,2060.0,4.9641,0.0,0.9041,0.8718,6.7688,116.7987,13.6821,20.147
46,2061.0,13.1697,0.0,0.9041,0.8718,6.7688,120.1359,14.0158,20.6384
47,2062.0,22.2856,0.0,0.9041,0.8718,6.7688,123.473,14.3496,21.1298
48,2063.0,32.118,0.0,0.9041,0.8718,6.7688,126.8101,14.6833,21.6212
49,2064.0,42.0769,0.0,0.9041,0.8718,6.7688,130.1472,15.017,22.1126
50,2065.0,68.0397,0.0,0.9041,0.8718,6.7688,133.4843,15.3507,22.604
51,2066.0,94.0025,0.0,0.9041,0.8718,6.7688,135.1528,15.6844,23.0954
52,2067.0,119.9654,0.0,0.9041,0.8718,6.7688,136.8214,16.0181,23.5868
53,2068.0,127.2179,0.0,0.9041,0.8718,6.7688,138.4899,16.3518,24.0781
54,2069.0,129.8141,0.0,0.9041,0.8718,6.7688,140.1585,16.6855,24.5695
55,2070.0,132.4104,32.6642,0.9041,0.8718,6.7688,141.827,17.0192,25.0609
