,y,CSP (without storage),CSP (with storage),Aswan 1 FPV,Aswan 2 FPV,High Aswan Dam FPV,Solar PV (utility),Solar PV (roof top),Solar PV with storage
0,2015.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
1,2016.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
2,2018.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
3,2020.0,0.0,0.0,0.0,0.0,0.0,0.10000875,0.0,0.0
4,2021.0,0.4,0.4,0.0,0.0,0.0,0.25,0.1,0.10000000000000005
5,2022.0,0.20000000000000023,0.19999999999999998,0.0,0.0,0.0,0.25,0.050000000000000024,0.04999999999999999
6,2023.0,0.0,0.0,0.043466000614957444,0.0919798666291934,0.0,0.25,0.0500000000000001,0.05000000000000005
7,2024.0,0.0,0.0,0.0,0.0,0.0,0.25,0.05000000000000007,0.05000000000000027
8,2025.0,0.0,0.0,0.0,0.0,0.0,0.25,0.049999999999999836,0.04999999999999965
9,2026.0,0.0,0.0,0.0,0.0,0.0,0.25,0.05000000000000034,0.05000000000000082
10,2027.0,0.0,0.0,0.0,0.0,0.0,0.25,0.05000000000000027,0.05000000000000004
11,2028.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0500000000000006,0.050000000000000266
12,2029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000000000018,0.050000000000000704
13,2030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049999999999998566,0.0
14,2031.0,0.0,0.0,0.0,0.0,0.0,0.3595552583916565,0.05000000000000273,0.07627598917388997
15,2032.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05000000000000073,0.07372401082611216
16,2033.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0500000000000006,0.0500000000000011
17,2034.0,0.0,0.0,0.0,0.0,0.0,0.5,0.050000000000000974,0.05000000000000111
18,2035.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05000000000000113,0.050000000000000974
19,2036.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05000000000000021,0.050000000000000475
20,2037.0,0.0,0.0,0.0,0.0,0.0,0.5,0.050000000000002646,0.05000000000000208
21,2038.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05000000000000145,0.05000000000000091
22,2039.0,0.0,0.0,0.0,0.0,0.0,0.5,0.050000000000001155,0.050000000000001196
23,2040.0,0.0,0.0,0.05192052774124305,0.0,0.715398962671504,0.5,0.04999999999998847,0.04999999999999999
24,2041.0,0.0,0.0,0.0,0.0,0.0,0.75,0.15000000000000005,0.15000000000000369
25,2042.0,0.0,0.0,0.0,0.0,0.0,0.75,0.09999999999999987,0.10000000000000225
26,2043.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000000017,0.09999999999999881
27,2044.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000000012,0.10000000000000103
28,2045.0,0.0,0.0,0.0,0.0,0.0,0.75,0.09999999999999964,0.1000000000000027
29,2046.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000001916,0.09999999999999964
30,2047.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000000323,0.1000000000000027
31,2048.0,0.0,0.0,0.04346600061495745,0.0919798666291934,0.0,0.75,0.10000000000000042,0.0999999999999997
32,2049.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000000328,0.10000000000000325
33,2050.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000000012,0.05000000000000404
34,2051.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000000087,0.126275989173888
35,2052.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000000184,0.12372401082611323
36,2053.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000000067,0.10000000000000125
37,2054.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000000253,0.10000000000000214
38,2055.0,0.0,0.0,0.0,0.0,0.0,0.75,0.1000000000000025,0.09999999999999987
39,2056.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000000078,0.10000000000000225
40,2057.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10000000000000409,0.1000000000000027
41,2058.0,0.0,0.0,0.0,0.0,0.0,0.75,0.1000000000000015,0.10000000000000103
42,2059.0,0.08918790790406396,0.0,0.0,0.0,0.0,0.75,0.10000000000000289,0.10000000000000414
43,2060.0,0.15121686935886003,0.0,0.0,0.0,0.0,0.75,0.09999999999999032,0.10000000000000209
44,2061.0,0.570629010085401,0.0,0.0,0.0,0.0,1.0,0.19999999999999962,0.2000000000000025
45,2062.0,0.6664985887207984,0.0,0.0,0.0,0.0,1.0,0.1500000000000007,0.15000000000000352
46,2063.0,0.5877491251819986,0.0,0.0,0.0,0.0,1.0,0.14999999999999902,0.14999999999999597
47,2064.0,0.570352533835564,0.0,0.0,0.0,0.0,1.0,0.14999999999999858,0.1500000000000039
48,2065.0,2.0,0.0,0.05192052774124305,0.0,0.715398962671504,1.0,0.15000000000000036,0.15000000000000036
49,2066.0,2.0,0.0,0.0,0.0,0.0,1.0,0.15000000000001945,0.14999999999999653
50,2067.0,2.0,0.0,0.0,0.0,0.0,1.0,0.1500000000000039,0.1500000000000033
51,2068.0,1.1643659649134264,0.0,0.0,0.0,0.0,1.0,0.15000000000000002,0.14999999999999902
52,2069.0,0.19999999999988738,0.0,0.0,0.0,0.0,1.0,0.1500000000000038,0.15000000000000613
53,2070.0,0.1999999999999993,2.0,0.0,0.0,0.0,1.0,0.1500000000000048,0.10000000000000758
