r,l,t,m,y,RateOfActivity
REGION,S3D2,EGWA00000X,1,2019, 1.2455573269263925e+04
REGION,S4D1,EGWA00000X,1,2019, 2.3692049093520614e+04
REGION,S4D2,EGWA00000X,1,2019, 1.2239765013773607e+04
REGION,S1D1,EGWA00000X,1,2020, 1.3948604763455993e+04
REGION,S1D2,EGWA00000X,1,2020, 1.0882464766221072e+04
REGION,S2D1,EGWA00000X,1,2020, 1.4649453877565116e+04
REGION,S2D2,EGWA00000X,1,2020, 1.6013063587106188e+04
REGION,S3D1,EGWA00000X,1,2020, 2.3971727593862666e+04
REGION,S3D2,EGWA00000X,1,2020, 1.3638138053328214e+04
REGION,S4D1,EGWA00000X,1,2020, 17921.9559067295
REGION,S4D2,EGWA00000X,1,2020, 1.2466443690057828e+04
REGION,S1D1,EGWA00000X,1,2021, 1.5545348455868698e+04
REGION,S1D2,EGWA00000X,1,2021, 9.6222373773030540e+03
REGION,S2D1,EGWA00000X,1,2021, 1.4847476110820131e+04
REGION,S2D2,EGWA00000X,1,2021, 2.0514451967706271e+04
REGION,S3D1,EGWA00000X,1,2021, 1.9597112270346108e+04
REGION,S3D2,EGWA00000X,1,2021, 1.2654594453812331e+04
REGION,S4D1,EGWA00000X,1,2021, 1.4939656383224898e+04
REGION,S4D2,EGWA00000X,1,2021, 1.2896539456430595e+04
REGION,S1D1,EGWA00000X,1,2022, 1.6597800082972171e+04
REGION,S1D2,EGWA00000X,1,2022, 1.7400550439548486e+04
REGION,S2D1,EGWA00000X,1,2022, 1.5593814385362206e+04
REGION,S2D2,EGWA00000X,1,2022, 1.4237747056140375e+04
REGION,S3D1,EGWA00000X,1,2022, 1.5867968312487646e+04
REGION,S3D2,EGWA00000X,1,2022, 1.3133854735532144e+04
REGION,S4D1,EGWA00000X,1,2022, 1.6694398449316453e+04
REGION,S4D2,EGWA00000X,1,2022, 1.3037766501340058e+04
REGION,S1D1,EGWA00000X,1,2023, 2.1035549558259321e+04
REGION,S1D2,EGWA00000X,1,2023, 1.0713022862775602e+04
REGION,S2D1,EGWA00000X,1,2023, 2.1388577576964824e+04
REGION,S2D2,EGWA00000X,1,2023, 1.4008562559952561e+04
REGION,S3D1,EGWA00000X,1,2023, 2.0085325633117198e+04
REGION,S3D2,EGWA00000X,1,2023, 1.3499343111231025e+04
REGION,S4D1,EGWA00000X,1,2023, 1.4193166892981710e+04
REGION,S4D2,EGWA00000X,1,2023, 1.3311728151747695e+04
REGION,S1D1,EGWA00000X,1,2024, 1.5206097822356336e+04
REGION,S1D2,EGWA00000X,1,2024, 1.1501131898009877e+04
REGION,S2D1,EGWA00000X,1,2024, 2.2568100678844883e+04
REGION,S2D2,EGWA00000X,1,2024, 1.3958200764485546e+04
REGION,S3D1,EGWA00000X,1,2024, 2.3127302555631228e+04
REGION,S3D2,EGWA00000X,1,2024, 1.3550912747375371e+04
REGION,S4D1,EGWA00000X,1,2024, 1.5454849475105908e+04
REGION,S4D2,EGWA00000X,1,2024, 1.3211735034387786e+04
REGION,S1D1,EGWA00000X,1,2025, 2.0053107509057358e+04
REGION,S1D2,EGWA00000X,1,2025, 2.1282086199669277e+04
REGION,S2D1,EGWA00000X,1,2025, 1.7128660471077117e+04
REGION,S2D2,EGWA00000X,1,2025, 1.4294062203137875e+04
REGION,S3D1,EGWA00000X,1,2025, 1.7255176675461091e+04
REGION,S3D2,EGWA00000X,1,2025, 1.5712825951454555e+04
REGION,S4D1,EGWA00000X,1,2025, 1.4540403938864756e+04
REGION,S4D2,EGWA00000X,1,2025, 1.4935981461257219e+04
REGION,S1D1,EGWA00000X,1,2026, 1.5360979539564669e+04
REGION,S1D2,EGWA00000X,1,2026, 1.1572552537710135e+04
REGION,S2D1,EGWA00000X,1,2026, 2.2489565951626748e+04
REGION,S2D2,EGWA00000X,1,2026, 1.4178303400752513e+04
REGION,S3D1,EGWA00000X,1,2026, 1.9125158766192581e+04
REGION,S3D2,EGWA00000X,1,2026, 1.7671836355339889e+04
REGION,S4D1,EGWA00000X,1,2026, 1.8924501140666685e+04
REGION,S4D2,EGWA00000X,1,2026, 1.3195865356244220e+04
REGION,S1D1,EGWA00000X,1,2027, 1.4862080432174926e+04
REGION,S1D2,EGWA00000X,1,2027, 1.3026212850409982e+04
REGION,S2D1,EGWA00000X,1,2027, 1.6786078051933673e+04
REGION,S2D2,EGWA00000X,1,2027, 1.6288356507650175e+04
REGION,S3D1,EGWA00000X,1,2027, 2.3194063480639878e+04
REGION,S3D2,EGWA00000X,1,2027, 1.3450826353120086e+04
REGION,S4D1,EGWA00000X,1,2027, 1.5775342061717451e+04
REGION,S4D2,EGWA00000X,1,2027, 1.1541469340230538e+04
REGION,S1D1,EGWA00000X,1,2028, 1.2842489962379506e+04
REGION,S1D2,EGWA00000X,1,2028, 1.3811371791971773e+04
REGION,S2D1,EGWA00000X,1,2028, 2.2006154413872602e+04
REGION,S2D2,EGWA00000X,1,2028, 1.5267842013749105e+04
REGION,S3D1,EGWA00000X,1,2028, 1.6101606413062062e+04
REGION,S3D2,EGWA00000X,1,2028, 1.3409226424297058e+04
REGION,S4D1,EGWA00000X,1,2028, 1.7416606099915389e+04
REGION,S4D2,EGWA00000X,1,2028, 1.3061020404626921e+04
REGION,S1D1,EGWA00000X,1,2029, 1.5908420138820049e+04
REGION,S1D2,EGWA00000X,1,2029, 1.7170780304725751e+04
REGION,S2D1,EGWA00000X,1,2029, 1.8279873823411144e+04
REGION,S2D2,EGWA00000X,1,2029, 1.3767048410285630e+04
REGION,S3D1,EGWA00000X,1,2029, 1.5191524739005194e+04
REGION,S3D2,EGWA00000X,1,2029, 1.2209707461886584e+04
REGION,S4D1,EGWA00000X,1,2029, 1.7420963348518886e+04
REGION,S4D2,EGWA00000X,1,2029, 1.3504299625759519e+04
REGION,S1D1,EGWA00000X,1,2030, 1.5971945120498227e+04
REGION,S1D2,EGWA00000X,1,2030, 1.2937373702863270e+04
REGION,S2D1,EGWA00000X,1,2030, 1.9403629459351054e+04
REGION,S2D2,EGWA00000X,1,2030, 1.4130423532634115e+04
REGION,S3D1,EGWA00000X,1,2030, 2.0856898911280827e+04
REGION,S3D2,EGWA00000X,1,2030, 1.3109484879161166e+04
REGION,S4D1,EGWA00000X,1,2030, 1.6793650618333388e+04
REGION,S4D2,EGWA00000X,1,2030, 1.1356100090830590e+04
REGION,S1D1,EGWA00000X,1,2031, 1.7364488211566717e+04
REGION,S1D2,EGWA00000X,1,2031, 1.3794104488809035e+04
REGION,S2D1,EGWA00000X,1,2031, 2.0071876511883063e+04
REGION,S2D2,EGWA00000X,1,2031, 1.4010024930117970e+04
REGION,S3D1,EGWA00000X,1,2031, 1.9992593547266963e+04
REGION,S3D2,EGWA00000X,1,2031, 1.3530229444048113e+04
REGION,S4D1,EGWA00000X,1,2031, 1.4828291981487524e+04
REGION,S4D2,EGWA00000X,1,2031, 1.1108986519521675e+04
REGION,S1D1,EGWA00000X,1,2032, 1.7258613936684742e+04
REGION,S1D2,EGWA00000X,1,2032, 1.4105573719558357e+04
REGION,S2D1,EGWA00000X,1,2032, 2.0375692149433271e+04
REGION,S2D2,EGWA00000X,1,2032, 1.2381410056214076e+04
REGION,S3D1,EGWA00000X,1,2032, 1.8601995711027197e+04
REGION,S3D2,EGWA00000X,1,2032, 1.3949020497545464e+04
REGION,S4D1,EGWA00000X,1,2032, 1.5091307944728984e+04
REGION,S4D2,EGWA00000X,1,2032, 1.3224082533419460e+04
REGION,S1D1,EGWA00000X,1,2033, 1.8252319769555153e+04
REGION,S1D2,EGWA00000X,1,2033, 1.3833233396025322e+04
REGION,S2D1,EGWA00000X,1,2033, 2.1386615892553549e+04
REGION,S2D2,EGWA00000X,1,2033, 1.2792957430791525e+04
REGION,S3D1,EGWA00000X,1,2033, 1.9035860550560312e+04
REGION,S3D2,EGWA00000X,1,2033, 1.3998908498007691e+04
REGION,S4D1,EGWA00000X,1,2033, 1.5087070942174585e+04
REGION,S4D2,EGWA00000X,1,2033, 1.3330051415085802e+04
REGION,S1D1,EGWA00000X,1,2034, 1.9680551504847892e+04
REGION,S1D2,EGWA00000X,1,2034, 1.4777149283462328e+04
REGION,S2D1,EGWA00000X,1,2034, 2.3521938770904861e+04
REGION,S2D2,EGWA00000X,1,2034, 1.4649480341183831e+04
REGION,S3D1,EGWA00000X,1,2034, 1.9946661682513404e+04
REGION,S3D2,EGWA00000X,1,2034, 1.4144194575550973e+04
REGION,S4D1,EGWA00000X,1,2034, 1.5918453892276695e+04
REGION,S4D2,EGWA00000X,1,2034, 1.3815071988783449e+04
REGION,S1D1,EGWA00000X,1,2035, 1.9750416033158926e+04
REGION,S1D2,EGWA00000X,1,2035, 1.1636741105422510e+04
REGION,S2D1,EGWA00000X,1,2035, 2.2115056212393083e+04
REGION,S2D2,EGWA00000X,1,2035, 1.5040437688309359e+04
REGION,S3D1,EGWA00000X,1,2035, 2.2865840149344516e+04
REGION,S3D2,EGWA00000X,1,2035, 1.5464914079773111e+04
REGION,S4D1,EGWA00000X,1,2035, 1.7759757900574135e+04
REGION,S4D2,EGWA00000X,1,2035, 1.3270434334747491e+04
REGION,S1D1,EGWA00000X,1,2036, 1.8999125808458961e+04
REGION,S1D2,EGWA00000X,1,2036, 1.3725137683113888e+04
REGION,S2D1,EGWA00000X,1,2036, 2.1658803799588233e+04
REGION,S2D2,EGWA00000X,1,2036, 1.3125882779141486e+04
REGION,S3D1,EGWA00000X,1,2036, 2.0618898960605271e+04
REGION,S3D2,EGWA00000X,1,2036, 1.4868872013447570e+04
REGION,S4D1,EGWA00000X,1,2036, 1.7267038013608835e+04
REGION,S4D2,EGWA00000X,1,2036, 1.3565418170548030e+04
REGION,S1D1,EGWA00000X,1,2037, 1.8196884890103989e+04
REGION,S1D2,EGWA00000X,1,2037, 1.4302097396995696e+04
REGION,S2D1,EGWA00000X,1,2037, 2.1425246528268919e+04
REGION,S2D2,EGWA00000X,1,2037, 1.2983543227922748e+04
REGION,S3D1,EGWA00000X,1,2037, 1.9208874788182220e+04
REGION,S3D2,EGWA00000X,1,2037, 1.4827335631308541e+04
REGION,S4D1,EGWA00000X,1,2037, 1.5972546962657616e+04
REGION,S4D2,EGWA00000X,1,2037, 1.3621341539928528e+04
REGION,S1D1,EGWA00000X,1,2038, 1.7927192300014805e+04
REGION,S1D2,EGWA00000X,1,2038, 1.2230644732906125e+04
REGION,S2D1,EGWA00000X,1,2038, 2.1269928638203353e+04
REGION,S2D2,EGWA00000X,1,2038, 1.4823906155070777e+04
REGION,S3D1,EGWA00000X,1,2038, 2.0053320312847856e+04
REGION,S3D2,EGWA00000X,1,2038, 1.4411990963156144e+04
REGION,S4D1,EGWA00000X,1,2038, 1.4823552746692203e+04
REGION,S4D2,EGWA00000X,1,2038, 1.3441529520016729e+04
REGION,S1D1,EGWA00000X,1,2039, 1.7565968261820126e+04
REGION,S1D2,EGWA00000X,1,2039, 1.2087160799783542e+04
REGION,S2D1,EGWA00000X,1,2039, 2.1174612763012752e+04
REGION,S2D2,EGWA00000X,1,2039, 1.4385420873362014e+04
REGION,S3D1,EGWA00000X,1,2039, 1.9972754743567239e+04
REGION,S3D2,EGWA00000X,1,2039, 1.3755989579717232e+04
REGION,S4D1,EGWA00000X,1,2039, 1.5118592660552065e+04
REGION,S4D2,EGWA00000X,1,2039, 1.3669205784537193e+04
REGION,S1D1,EGWA00000X,1,2040, 1.7451290137501481e+04
REGION,S1D2,EGWA00000X,1,2040, 1.3737221447332089e+04
REGION,S2D1,EGWA00000X,1,2040, 2.1200587453144781e+04
REGION,S2D2,EGWA00000X,1,2040, 1.2775922876240915e+04
REGION,S3D1,EGWA00000X,1,2040, 1.9784941217319934e+04
REGION,S3D2,EGWA00000X,1,2040, 1.4129273084862292e+04
REGION,S4D1,EGWA00000X,1,2040, 1.4898004392962514e+04
REGION,S4D2,EGWA00000X,1,2040, 1.2638745340874188e+04
REGION,S1D1,EGWA00000X,1,2041, 1.7102049326278517e+04
REGION,S1D2,EGWA00000X,1,2041, 1.3767758660049054e+04
REGION,S2D1,EGWA00000X,1,2041, 2.0921522670202998e+04
REGION,S2D2,EGWA00000X,1,2041, 1.2541688839583385e+04
REGION,S3D1,EGWA00000X,1,2041, 1.9696004837814035e+04
REGION,S3D2,EGWA00000X,1,2041, 1.4536542617869936e+04
REGION,S4D1,EGWA00000X,1,2041, 1.4885096705912145e+04
REGION,S4D2,EGWA00000X,1,2041, 1.2748870231964735e+04
REGION,S1D1,EGWA00000X,1,2042, 1.7448007954807730e+04
REGION,S1D2,EGWA00000X,1,2042, 1.2040499732848930e+04
REGION,S2D1,EGWA00000X,1,2042, 2.1311335607772038e+04
REGION,S2D2,EGWA00000X,1,2042, 1.4406934808601640e+04
REGION,S3D1,EGWA00000X,1,2042, 2.0017190693614095e+04
REGION,S3D2,EGWA00000X,1,2042, 1.4116370246744060e+04
REGION,S4D1,EGWA00000X,1,2042, 1.4993316668356720e+04
REGION,S4D2,EGWA00000X,1,2042, 1.3262061137505245e+04
REGION,S1D1,EGWA00000X,1,2043, 1.6390049081948058e+04
REGION,S1D2,EGWA00000X,1,2043, 1.1810553639602735e+04
REGION,S2D1,EGWA00000X,1,2043, 2.0371527810031508e+04
REGION,S2D2,EGWA00000X,1,2043, 1.4189560660810510e+04
REGION,S3D1,EGWA00000X,1,2043, 1.9060539218887861e+04
REGION,S3D2,EGWA00000X,1,2043, 1.4076056801173854e+04
REGION,S4D1,EGWA00000X,1,2043, 1.4120458883562425e+04
REGION,S4D2,EGWA00000X,1,2043, 1.3443541756298422e+04
REGION,S1D1,EGWA00000X,1,2044, 1.5748389355414087e+04
REGION,S1D2,EGWA00000X,1,2044, 1.3373998765954042e+04
REGION,S2D1,EGWA00000X,1,2044, 1.9845837946087278e+04
REGION,S2D2,EGWA00000X,1,2044, 1.4163578203694171e+04
REGION,S3D1,EGWA00000X,1,2044, 1.8536933748325089e+04
REGION,S3D2,EGWA00000X,1,2044, 1.4422184530042876e+04
REGION,S4D1,EGWA00000X,1,2044, 1.4644904220081979e+04
REGION,S4D2,EGWA00000X,1,2044, 1.0451808017845315e+04
REGION,S1D1,EGWA00000X,1,2045, 1.5406325058663384e+04
REGION,S1D2,EGWA00000X,1,2045, 1.1363356409577440e+04
REGION,S2D1,EGWA00000X,1,2045, 1.9618309223477983e+04
REGION,S2D2,EGWA00000X,1,2045, 1.3860872962177413e+04
REGION,S3D1,EGWA00000X,1,2045, 1.8313281990432388e+04
REGION,S3D2,EGWA00000X,1,2045, 1.4113137576943291e+04
REGION,S4D1,EGWA00000X,1,2045, 1.4517026794458534e+04
REGION,S4D2,EGWA00000X,1,2045, 1.2413230756812118e+04
REGION,S1D1,EGWA00000X,1,2046, 1.5505890285129686e+04
REGION,S1D2,EGWA00000X,1,2046, 1.3016962600924442e+04
REGION,S2D1,EGWA00000X,1,2046, 1.9393422085584436e+04
REGION,S2D2,EGWA00000X,1,2046, 1.2473810974700245e+04
REGION,S3D1,EGWA00000X,1,2046, 1.8090550442393971e+04
REGION,S3D2,EGWA00000X,1,2046, 1.3584772337105405e+04
REGION,S4D1,EGWA00000X,1,2046, 1.4621833738588011e+04
REGION,S4D2,EGWA00000X,1,2046, 1.2235695449258521e+04
REGION,S1D1,EGWA00000X,1,2047, 1.5413376515064929e+04
REGION,S1D2,EGWA00000X,1,2047, 1.1174011731146273e+04
REGION,S2D1,EGWA00000X,1,2047, 1.7587878879590608e+04
REGION,S2D2,EGWA00000X,1,2047, 1.3911714630279928e+04
REGION,S3D1,EGWA00000X,1,2047, 1.6277290603533687e+04
REGION,S3D2,EGWA00000X,1,2047, 1.3868339874781554e+04
REGION,S4D1,EGWA00000X,1,2047, 1.4005357117020767e+04
REGION,S4D2,EGWA00000X,1,2047, 1.2693014882409481e+04
REGION,S1D1,EGWA00000X,1,2048, 1.6810429834001690e+04
REGION,S1D2,EGWA00000X,1,2048, 1.1148769969020475e+04
REGION,S2D1,EGWA00000X,1,2048, 2.0079331373564775e+04
REGION,S2D2,EGWA00000X,1,2048, 1.3756152556794559e+04
REGION,S3D1,EGWA00000X,1,2048, 2.0076386430048082e+04
REGION,S3D2,EGWA00000X,1,2048, 1.3990745677272584e+04
REGION,S4D1,EGWA00000X,1,2048, 1.4100685259157910e+04
REGION,S4D2,EGWA00000X,1,2048, 11965.7035441322
REGION,S1D1,EGWA00000X,1,2049, 1.5619643127465410e+04
REGION,S1D2,EGWA00000X,1,2049, 1.0815192261054652e+04
REGION,S2D1,EGWA00000X,1,2049, 2.0299600852930085e+04
REGION,S2D2,EGWA00000X,1,2049, 1.3903141288445267e+04
REGION,S3D1,EGWA00000X,1,2049, 1.8954182728414697e+04
REGION,S3D2,EGWA00000X,1,2049, 1.2995014774260706e+04
REGION,S4D1,EGWA00000X,1,2049, 1.3564189514719177e+04
REGION,S4D2,EGWA00000X,1,2049, 1.2785235201250052e+04
REGION,S1D1,EGWA00000X,1,2050, 1.4925932903294961e+04
REGION,S1D2,EGWA00000X,1,2050, 1.2794388911784648e+04
REGION,S2D1,EGWA00000X,1,2050, 1.9626664112279374e+04
REGION,S2D2,EGWA00000X,1,2050, 1.3961462823941642e+04
REGION,S3D1,EGWA00000X,1,2050, 1.8266994316963559e+04
REGION,S3D2,EGWA00000X,1,2050, 1.3302012667883848e+04
REGION,S4D1,EGWA00000X,1,2050, 1.0325826885944683e+04
REGION,S4D2,EGWA00000X,1,2050, 1.1528765161763309e+04
REGION,S1D1,EGWA00000X,1,2051, 1.4745441128020080e+04
REGION,S1D2,EGWA00000X,1,2051, 1.2547380575131867e+04
REGION,S2D1,EGWA00000X,1,2051, 19381.8955040196
REGION,S2D2,EGWA00000X,1,2051, 1.4019841046615295e+04
REGION,S3D1,EGWA00000X,1,2051, 1.7980027920885914e+04
REGION,S3D2,EGWA00000X,1,2051, 1.2983494944590246e+04
REGION,S4D1,EGWA00000X,1,2051, 1.0508808396193430e+04
REGION,S4D2,EGWA00000X,1,2051, 1.2014062305736477e+04
REGION,S1D1,EGWA00000X,1,2052, 1.4921996291484311e+04
REGION,S1D2,EGWA00000X,1,2052, 1.2248028532437525e+04
REGION,S2D1,EGWA00000X,1,2052, 1.9240204839070324e+04
REGION,S2D2,EGWA00000X,1,2052, 1.4131791227305308e+04
REGION,S3D1,EGWA00000X,1,2052, 1.7793819459204591e+04
REGION,S3D2,EGWA00000X,1,2052, 1.3241554059861732e+04
REGION,S4D1,EGWA00000X,1,2052, 1.0840238258682895e+04
REGION,S4D2,EGWA00000X,1,2052, 1.1672581576027440e+04
REGION,S1D1,EGWA00000X,1,2053, 1.4228946315536816e+04
REGION,S1D2,EGWA00000X,1,2053, 1.0648622863326673e+04
REGION,S2D1,EGWA00000X,1,2053, 1.8865312824933782e+04
REGION,S2D2,EGWA00000X,1,2053, 1.3106607180600735e+04
REGION,S3D1,EGWA00000X,1,2053, 1.7371374067687095e+04
REGION,S3D2,EGWA00000X,1,2053, 1.4235270724057797e+04
REGION,S4D1,EGWA00000X,1,2053, 1.3946110557960254e+04
REGION,S4D2,EGWA00000X,1,2053, 1.1554504187577697e+04
REGION,S1D1,EGWA00000X,1,2054, 1.3963161369060223e+04
REGION,S1D2,EGWA00000X,1,2054, 1.2252924535552225e+04
REGION,S2D1,EGWA00000X,1,2054, 1.8323186233319942e+04
REGION,S2D2,EGWA00000X,1,2054, 1.4263677463870285e+04
REGION,S3D1,EGWA00000X,1,2054, 1.6760327756219394e+04
REGION,S3D2,EGWA00000X,1,2054, 12619.5206469724
REGION,S4D1,EGWA00000X,1,2054, 1.0764946886216445e+04
REGION,S4D2,EGWA00000X,1,2054, 1.2094214054544476e+04
REGION,S1D1,EGWA00000X,1,2055, 1.3304858069487937e+04
REGION,S1D2,EGWA00000X,1,2055, 1.1913615022580656e+04
REGION,S2D1,EGWA00000X,1,2055, 1.7857874485932745e+04
REGION,S2D2,EGWA00000X,1,2055, 1.4317079628509384e+04
REGION,S3D1,EGWA00000X,1,2055, 1.6197157275897254e+04
REGION,S3D2,EGWA00000X,1,2055, 1.1380280609469850e+04
REGION,S4D1,EGWA00000X,1,2055, 1.3664345997205141e+04
REGION,S4D2,EGWA00000X,1,2055, 1.1943057615719623e+04
REGION,S1D1,EGWA00000X,1,2056, 9.6706406722758420e+03
REGION,S1D2,EGWA00000X,1,2056, 1.2232111292870637e+04
REGION,S2D1,EGWA00000X,1,2056, 1.6363171846112689e+04
REGION,S2D2,EGWA00000X,1,2056, 1.3841738030713472e+04
REGION,S3D1,EGWA00000X,1,2056, 1.6151470009360253e+04
REGION,S3D2,EGWA00000X,1,2056, 1.3099524166936913e+04
REGION,S4D1,EGWA00000X,1,2056, 1.4168221773149284e+04
REGION,S4D2,EGWA00000X,1,2056, 1.1854003835830415e+04
REGION,S1D1,EGWA00000X,1,2057, 1.0062770338271581e+04
REGION,S1D2,EGWA00000X,1,2057, 1.1737325618033734e+04
REGION,S2D1,EGWA00000X,1,2057, 1.6447366569592767e+04
REGION,S2D2,EGWA00000X,1,2057, 1.3927839664564457e+04
REGION,S3D1,EGWA00000X,1,2057, 1.5357202669488577e+04
REGION,S3D2,EGWA00000X,1,2057, 13425.1951206143
REGION,S4D1,EGWA00000X,1,2057, 1.3327460093292906e+04
REGION,S4D2,EGWA00000X,1,2057, 1.1639002202095780e+04
REGION,S1D1,EGWA00000X,1,2058, 9.8769573975061030e+03
REGION,S1D2,EGWA00000X,1,2058, 1.2490017743157909e+04
REGION,S2D1,EGWA00000X,1,2058, 1.6531537920788025e+04
REGION,S2D2,EGWA00000X,1,2058, 1.3180057506907260e+04
REGION,S3D1,EGWA00000X,1,2058, 1.5237800534946831e+04
REGION,S3D2,EGWA00000X,1,2058, 1.2537428915331699e+04
REGION,S4D1,EGWA00000X,1,2058, 1.3153625365451378e+04
REGION,S4D2,EGWA00000X,1,2058, 1.2206062124546754e+04
REGION,S1D1,EGWA00000X,1,2059, 9.6496607638025434e+03
REGION,S1D2,EGWA00000X,1,2059, 1.1856739215215437e+04
REGION,S2D1,EGWA00000X,1,2059, 1.6203942214140921e+04
REGION,S2D2,EGWA00000X,1,2059, 1.3714612425971254e+04
REGION,S3D1,EGWA00000X,1,2059, 1.5279544818185597e+04
REGION,S3D2,EGWA00000X,1,2059, 1.2849682180027732e+04
REGION,S4D1,EGWA00000X,1,2059, 1.3161960638223118e+04
REGION,S4D2,EGWA00000X,1,2059, 1.2210400368250777e+04
REGION,S1D1,EGWA00000X,1,2060, 1.6711633721470146e+06
REGION,S1D2,EGWA00000X,1,2060, 1.1869726255044427e+04
REGION,S2D1,EGWA00000X,1,2060, 1.6711633721470146e+06
REGION,S2D2,EGWA00000X,1,2060, 1.3201088205583883e+04
REGION,S3D1,EGWA00000X,1,2060, 1.6895278048079712e+06
REGION,S3D2,EGWA00000X,1,2060, 1.2215371880784349e+04
REGION,S4D1,EGWA00000X,1,2060, 1.7083003359725047e+06
REGION,S4D2,EGWA00000X,1,2060, 9.6851285453371511e+03
REGION,S1D1,EGWA00000X,1,2061, 1.7983520666105764e+06
REGION,S1D2,EGWA00000X,1,2061, 1.2554905895907010e+04
REGION,S2D1,EGWA00000X,1,2061, 1.7983520666105773e+06
REGION,S2D2,EGWA00000X,1,2061, 1.1266111713192739e+04
REGION,S3D1,EGWA00000X,1,2061, 1.8181141772326720e+06
REGION,S3D2,EGWA00000X,1,2061, 1.2323553154445110e+04
REGION,S4D1,EGWA00000X,1,2061, 1.8385779073727722e+06
REGION,S4D2,EGWA00000X,1,2061, 1.0937843358041029e+04
REGION,S1D1,EGWA00000X,1,2062, 1.4010548618870573e+04
REGION,S1D2,EGWA00000X,1,2062, 1.0294774637215758e+04
REGION,S2D1,EGWA00000X,1,2062, 1.5767417595474721e+04
REGION,S2D2,EGWA00000X,1,2062, 1.2905019308983157e+04
REGION,S3D1,EGWA00000X,1,2062, 1.5252193464703232e+04
REGION,S3D2,EGWA00000X,1,2062, 1.2605757917425277e+04
REGION,S4D1,EGWA00000X,1,2062, 1.2889659859778843e+04
REGION,S4D2,EGWA00000X,1,2062, 1.1203250427018196e+04
REGION,S1D1,EGWA00000X,1,2063, 1.3858333590363171e+04
REGION,S1D2,EGWA00000X,1,2063, 1.1719656819110753e+04
REGION,S2D1,EGWA00000X,1,2063, 1.5664318324318730e+04
REGION,S2D2,EGWA00000X,1,2063, 1.2097446009499714e+04
REGION,S3D1,EGWA00000X,1,2063, 1.5139100391645197e+04
REGION,S3D2,EGWA00000X,1,2063, 1.0749469100485214e+04
REGION,S4D1,EGWA00000X,1,2063, 1.2032087453579197e+04
REGION,S4D2,EGWA00000X,1,2063, 1.2219098544363407e+04
REGION,S1D1,EGWA00000X,1,2064, 1.3712534606137708e+04
REGION,S1D2,EGWA00000X,1,2064, 1.1742686053718899e+04
REGION,S2D1,EGWA00000X,1,2064, 1.5569406942180301e+04
REGION,S2D2,EGWA00000X,1,2064, 1.0748681671536435e+04
REGION,S3D1,EGWA00000X,1,2064, 1.5033388407951099e+04
REGION,S3D2,EGWA00000X,1,2064, 1.1792802032247844e+04
REGION,S4D1,EGWA00000X,1,2064, 1.0924281115099306e+04
