r,t,y,DiscountedSalvageValue
REGION,SSEL00T00X,2048, 1.3910734878842673e-01
REGION,SSEL00T00X,2049, 1.4772699637364720e-01
REGION,SSEL00T00X,2050, 1.0246111142840847e-01
REGION,SSEL00T00X,2051, 0.0943801827306828
REGION,SSEL00T00X,2063, 8.0094191954256156e-04
REGION,SSEL00T00X,2064, 1.0868683211534462e-02
REGION,SSEL00T00X,2065, 1.1116905005499835e-02
REGION,SSEL00T00X,2066, 9.3125233500258846e-03
REGION,SSEL00TDTX,2015, 2.0566434429278763e-01
REGION,SSEL00TDTX,2020, 2.1600818310388026e+00
REGION,SSEL00TDTX,2021, 1.5846812872300872e-01
REGION,SSEL00TDTX,2022, 1.7062457200360978e-01
REGION,SSEL00TDTX,2023, 1.4726747939566331e-01
REGION,SSEL00TDTX,2024, 2.4281586947735648e-01
REGION,SSEL00TDTX,2025, 2.1202295884733402e-01
REGION,SSEL00TDTX,2026, 2.2728513380662443e-01
REGION,SSEL00TDTX,2027, 2.4342366349657193e-01
REGION,SSEL00TDTX,2028, 2.6046411541499548e-01
REGION,SSEL00TDTX,2029, 2.7844086055369754e-01
REGION,SSEL00TDTX,2030, 2.9743820355984568e-01
REGION,SSEL00TDTX,2031, 3.2979574804939893e-01
REGION,SSEL00TDTX,2032, 3.5277999141676158e-01
REGION,SSEL00TDTX,2033, 3.7726353927551326e-01
REGION,SSEL00TDTX,2034, 4.0336647662459452e-01
REGION,SSEL00TDTX,2035, 4.3119109499095948e-01
REGION,SSEL00TDTX,2036, 4.6080839025805703e-01
REGION,SSEL00TDTX,2037, 4.9231233765707466e-01
REGION,SSEL00TDTX,2038, 0.525830998950281
REGION,SSEL00TDTX,2039, 5.6149445953702781e-01
REGION,SSEL00TDTX,2040, 5.9944859325070943e-01
REGION,SSEL00TDTX,2041, 5.9842599357729354e-01
REGION,SSEL00TDTX,2042, 6.3609433027078244e-01
REGION,SSEL00TDTX,2043, 6.7606794978236306e-01
REGION,SSEL00TDTX,2044, 7.1850098132193208e-01
REGION,SSEL00TDTX,2045, 7.6353125256765286e-01
REGION,SSEL00TDTX,2046, 8.1126836687203274e-01
REGION,SSEL00TDTX,2047, 8.6184373860512586e-01
REGION,SSEL00TDTX,2048, 9.1541020055314348e-01
REGION,SSEL00TDTX,2049, 9.7213267706791850e-01
REGION,SSEL00TDTX,2050, 0.674255870581161
REGION,SSEL00TDTX,2051, 6.2107848905338292e-01
REGION,SSEL00TDTX,2063, 5.2706805901089728e-03
REGION,SSEL00TDTX,2064, 0.0715224865190362
REGION,SSEL00TDTX,2065, 7.3155935536467959e-02
REGION,SSEL00TDTX,2066, 6.1282016670949249e-02
REGION,SSSOV1F01X,2052, 1.6436159926817875e-01
REGION,SSSOV1F01X,2053, 3.1923527599129459e-01
REGION,SSSOV1F01X,2054, 4.6514805899207828e-01
REGION,SSSOV1F01X,2055, 6.0262670277263708e-01
REGION,SSSOV1F01X,2056, 7.5000746374225657e-01
REGION,SSSOV1F01X,2057, 6.8733722243221940e-01
REGION,SSSOV1F01X,2058, 1.0339226224292737e+00
REGION,SSSOV1F01X,2059, 1.1497635677293074e+00
REGION,SSSOV1F01X,2060, 1.2590523271841352e+00
REGION,SSSOV1F01X,2061, 9.3409703788182841e-01
REGION,SSSOV1F01X,2062, 9.8971049980017145e-01
REGION,SSSOV1F01X,2063, 1.0316613806966015e+00
REGION,SSSOV1F01X,2064, 9.6587880934846893e-01
REGION,SSSOV1F01X,2065, 1.0029914319918352e+00
REGION,SSSOV1F01X,2066, 1.0598806235877287e+00
REGION,SSSOV1F01X,2067, 1.1996359543837432e+00
REGION,SSSOV1F01X,2068, 1.2299312250001384e+00
REGION,SSSOV1F01X,2069, 1.2569426928326768e+00
REGION,SSSOV1F01X,2070, 1.7797412255542786e+00
REGION,SSSOV2F01X,2057, 2.2537916229157098e-01
REGION,ETHYDBRS03,2027, 7.3281701417117322e+00
REGION,ETHYDBBS03,2062, 5.5479615514049421e+00
REGION,ETHYDCYS03,2059, 3.5253135530668596e+00
REGION,ETHYDGJS03,2055, 2.7704048209971655e+00
REGION,ETHYDKRS03,2050, 1.8445157481543255e+01
REGION,ETHYDLSS03,2069, 6.46328177928059
REGION,ETHYDRNS03,2023, 6.5291601414213545e+01
REGION,ETHYDTMS03,2069, 1.1670749929411862e+01
REGION,ETHYDT2S03,2025, 4.4643283792026622e+00
REGION,SDHYDDGS03,2028, 3.7814300694590575e+00
REGION,SDHYDDLS03,2030, 7.4231220349927707e+00
REGION,SDHYDKBS03,2024, 4.2385166134529246e+00
REGION,SDHYDMGS03,2030, 3.8013150008032888e+00
REGION,SDHYDSBS03,2030, 2.5796076199942708e+00
REGION,SDHYDSHS03,2025, 4.8724477188581945e+00
REGION,SDHYDUAS03,2017, 3.6516448116573121e+00
REGION,EGHYDNBS02,2018, 3.9757439769763603e-01
REGION,SSHYDBDS03,2039, 6.6311621771063241e+00
REGION,SSHYDLKS03,2024, 4.75208385504109
REGION,EGSOFPVA13,2062, 1.2242369620951126e+00
REGION,EGSOFPVA23,2062, 1.1805142134488584e+00
REGION,EGSOFPVHA3,2060, 1.2795673454052037e+00
REGION,EGSOFPVHA3,2061, 1.2981723883809446e+00
REGION,EGSOFPVHA3,2062, 1.3116824593876111e+00
REGION,EGSOFPVHA3,2063, 1.3206205027621116e+00
REGION,EGSOFPVHA3,2064, 1.3254564892596616e+00
REGION,EGSOFPVHA3,2065, 1.3266127257589204e+00
REGION,EGSOFPVHA3,2066, 1.3244686373662171e+00
REGION,ETSOFPVAN3,2068, 1.8837772642866579e-01
REGION,ETSOFPVAN3,2070, 2.3598041237863687e-01
REGION,ETSOFPVBB3,2068, 2.0417367461970803e+00
REGION,ETSOFPVCY3,2060, 1.1942628557114792e+00
REGION,ETSOFPVFC3,2067, 5.6292909822401582e-01
REGION,ETSOFPVGJ3,2070, 9.2822844596097120e-01
REGION,ETSOFPVKR3,2057, 3.1795338526496003e-01
REGION,ETSOFPVKR3,2058, 3.2702120525891463e+00
REGION,ETSOFPVKR3,2060, 2.5526928581811954e+00
REGION,ETSOFPVKR3,2061, 5.1959657541915061e-01
REGION,ETSOFPVLT3,2067, 3.3477647317909524e-02
REGION,ETSOFPVLT3,2068, 1.9778517315018447e+00
REGION,ETSOFPVLS3,2070, 2.3635446540672880e+00
REGION,ETSOFPVRN3,2061, 3.5300330287910877e+00
REGION,ETSOFPVRN3,2062, 6.6095612693732064e-01
REGION,ETSOFPVRN3,2063, 4.4020683425408311e+00
REGION,ETSOFPVRN3,2064, 2.8155332325486357e+00
REGION,ETSOFPVRN3,2065, 3.5190640875990375e+00
REGION,ETSOFPVRN3,2066, 4.4148954578872521e+00
REGION,ETSOFPVRN3,2067, 4.3978835798751232e+00
REGION,ETSOFPVRN3,2068, 4.3720272937838978e+00
REGION,ETSOFPVT13,2067, 1.3193650739625369e+00
REGION,ETSOFPVT23,2063, 9.2047090759377226e-01
REGION,ETSOFPVT23,2066, 7.1197057595423940e-01
REGION,ETSOFPVT23,2067, 4.2372739159722658e-02
REGION,SDSOFPVDG3,2051, 7.9196757296265785e-01
REGION,SDSOFPVDL3,2051, 1.6448557284608698e+00
REGION,SDSOFPVJA3,2070, 8.1649724413233579e-02
REGION,SDSOFPVKB3,2051, 9.1380873803379126e-01
REGION,SDSOFPVKS3,2063, 4.4020683425408318e-02
REGION,SDSOFPVMR3,2052, 1.0305408321733958e+00
REGION,SDSOFPVMR3,2053, 1.8702244770239422e+00
REGION,SDSOFPVMR3,2056, 1.1025369786639141e+00
REGION,SDSOFPVMG3,2051, 7.9196757296265630e-01
REGION,SDSOFPVSB3,2056, 2.9430755141708020e-01
REGION,SDSOFPVSB3,2057, 0.505100348143619
REGION,SDSOFPVSH3,2051, 2.6975906125631505e-01
REGION,SDSOFPVSH3,2052, 9.0117483812542087e-01
REGION,SDSOFPVUA3,2070, 1.3751532532755131e+00
