,y,Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Wind,Geothermal,Biomass,Coal Production,Crude Oil production,Crude oil Refinery,Natural gas extraction,Uranium extraction,Transmission & Distribution,Backstop,Biofuel and Biomass production,Biomass exports,Coal exports,Crude oil exports,HFO exports,LFO exports
0,2015.0,0.0,7.28,0.0,2216.97,0.0,0.0,0.0,0.0,0.0,1.08,0.0,12.38,9.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2016.0,0.0,8.25,0.0,2216.97,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,10.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2017.0,0.0,7.26,0.0,2678.2,0.0,0.0,0.0,0.0,0.0,1.08,0.0,12.63,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2018.0,0.0,7.0,0.0,2678.2,0.0,0.0,0.0,0.0,0.0,1.08,0.0,24.47,9.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2019.0,0.0,7.0,0.0,2678.2,0.0,0.0,0.0,0.0,0.0,1.08,0.0,19.57,9.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2020.0,0.0,7.0,0.0,2678.2,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,9.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2021.0,0.0,28.53,7.59,2678.2,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,9.62,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2022.0,0.0,30.91,7.59,2678.2,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,10.61,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023.0,0.0,17.35,7.59,2678.2,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,10.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2024.0,0.0,5.6,7.59,2678.2,0.0,0.0,0.0,0.0,0.03,0.86,0.0,0.0,10.31,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2025.0,0.0,5.24,7.59,2678.2,0.0,0.0,0.0,0.0,0.06,0.54,0.0,0.0,10.56,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2026.0,0.0,4.89,5.08,2678.2,0.0,0.0,0.0,0.0,0.09,0.49,0.0,0.0,10.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2027.0,0.0,4.54,5.71,2678.2,0.0,0.0,0.0,0.0,0.13,0.43,0.0,0.0,11.08,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2028.0,0.0,4.2,6.92,2713.66,0.0,0.0,0.0,0.0,0.13,0.38,0.0,0.0,11.35,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2029.0,0.0,3.85,6.54,3459.29,0.0,0.0,0.0,0.0,0.13,0.32,0.0,0.0,11.64,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2030.0,0.0,3.49,1.13,6135.38,0.0,0.0,0.01,0.0,0.13,0.27,0.0,0.0,11.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2031.0,0.0,3.14,1.09,6273.22,0.0,0.0,0.06,0.0,0.13,0.22,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2032.0,0.0,2.79,0.97,6341.94,0.0,0.0,0.11,0.0,0.13,0.16,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2033.0,0.0,2.46,0.88,6394.72,0.0,0.0,0.17,0.0,0.13,0.11,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2034.0,0.0,2.1,1.27,6394.72,0.0,0.0,0.23,0.0,0.13,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2035.0,0.0,1.75,4.73,6787.31,0.0,0.0,0.23,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2036.0,3.08,1.4,7.59,6787.31,0.0,0.0,0.27,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2037.0,8.91,1.05,7.59,6787.31,0.0,0.0,0.33,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2038.0,13.91,0.7,7.59,6787.31,0.0,0.0,0.39,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2039.0,18.57,0.35,7.59,6787.31,0.0,0.0,0.45,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2040.0,18.98,0.0,7.34,6787.31,0.0,0.0,0.52,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2041.0,18.98,0.0,7.19,6787.31,0.0,0.0,0.59,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2042.0,18.98,0.0,7.02,6787.31,0.0,0.0,0.68,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2043.0,18.98,0.0,6.86,6787.31,0.0,0.0,0.78,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2044.0,19.44,0.0,6.05,6787.31,0.0,0.0,0.88,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2045.0,20.81,0.0,5.08,6787.31,0.0,0.0,0.95,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2046.0,22.19,0.0,4.46,6787.31,0.0,0.0,1.02,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2047.0,22.19,0.0,6.01,6787.31,0.0,0.0,1.1,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2048.0,23.4,0.0,3.63,6787.31,0.0,0.0,1.24,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2049.0,24.55,0.0,3.34,6787.31,0.0,0.0,1.34,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2050.0,25.9,0.0,2.95,6787.31,0.0,0.0,1.43,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2051.0,28.38,0.0,0.0,6787.31,0.0,0.0,1.43,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2052.0,28.47,0.0,0.0,6787.31,0.0,0.0,1.51,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2053.0,28.47,0.0,1.08,6787.31,0.0,0.0,1.59,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2054.0,28.48,0.0,2.51,6787.31,0.0,0.0,1.67,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2055.0,28.39,0.0,3.09,6787.31,0.0,0.0,1.77,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2056.0,28.33,0.0,3.46,6787.31,0.0,0.0,1.87,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2057.0,27.76,0.0,3.55,6787.31,0.0,0.0,2.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2058.0,27.22,0.0,3.64,6787.31,0.0,0.0,2.15,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2059.0,26.7,0.0,3.79,6787.31,0.0,0.0,2.3,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2060.0,26.32,0.0,4.06,6787.31,0.0,0.0,2.44,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2061.0,26.04,0.0,4.19,6787.31,0.0,0.0,2.55,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2062.0,25.75,0.0,4.27,6787.31,0.0,0.0,2.66,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
