,y,Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Wind,Biomass,Geothermal,Backstop,power_trade,gas_trade
0,2015.0,0.0,13.61,0.0,23.61,0.0,0.0,0.07,0.0,3.42,0.0,0.0,5.99,0.0
1,2016.0,0.0,19.32,0.0,23.61,0.0,0.0,0.07,0.0,3.42,0.0,0.0,5.21,0.0
2,2017.0,0.0,13.49,0.0,28.52,0.0,0.0,0.08,0.0,3.42,0.0,0.0,5.99,0.0
3,2018.0,0.0,10.88,0.0,28.52,0.0,0.0,0.08,0.0,3.42,0.0,0.0,8.47,0.0
4,2019.0,0.0,10.88,0.0,28.52,0.0,0.0,0.08,0.0,3.42,0.0,0.0,8.34,0.0
5,2020.0,0.0,10.88,0.0,28.52,0.0,0.0,0.08,0.0,3.42,0.0,0.0,8.21,0.0
6,2021.0,0.0,45.32,34.39,28.52,0.0,0.0,0.07,0.0,3.25,0.0,0.0,-53.93,0.0
7,2022.0,0.0,48.09,34.39,28.52,0.0,0.0,0.07,0.0,3.08,0.0,0.0,-53.0,0.0
8,2023.0,0.0,29.88,34.39,28.52,0.0,0.0,0.07,0.0,2.91,0.0,0.0,-31.92,0.0
9,2024.0,0.0,8.73,34.39,28.52,0.0,0.0,0.07,0.0,2.74,2.68,0.0,-10.36,0.0
10,2025.0,0.0,8.19,34.39,28.52,0.0,0.0,0.06,0.0,1.71,5.36,0.0,-7.33,0.0
11,2026.0,0.0,7.63,22.99,28.52,0.0,0.0,0.06,0.0,1.54,8.04,0.0,5.99,0.0
12,2027.0,0.0,7.08,25.87,28.52,0.0,0.0,0.06,0.0,1.37,10.72,0.0,5.99,0.0
13,2028.0,0.0,6.53,31.36,28.9,0.0,0.0,0.06,0.0,1.2,10.72,0.0,5.99,0.0
14,2029.0,0.0,5.98,29.6,36.84,0.0,0.0,0.05,0.0,1.03,10.72,0.0,5.99,0.0
15,2030.0,0.0,5.45,5.11,65.33,0.0,0.0,2.32,0.0,0.86,10.72,0.0,5.99,0.0
16,2031.0,0.0,4.91,4.95,66.8,0.0,0.0,9.25,0.0,0.68,10.72,0.0,5.99,0.0
17,2032.0,0.0,4.36,4.38,67.54,0.0,0.0,17.61,0.0,0.51,10.72,0.0,5.99,0.0
18,2033.0,0.0,3.8,3.98,68.1,0.0,0.0,26.43,0.0,0.34,10.72,0.0,5.99,0.0
19,2034.0,0.0,3.27,5.74,68.1,0.0,0.0,35.76,0.0,0.17,10.72,0.0,4.45,0.0
20,2035.0,0.0,2.73,21.41,72.28,0.0,0.0,35.74,0.0,0.0,10.72,0.0,-14.88,0.0
21,2036.0,25.79,2.18,34.39,72.28,0.0,0.0,42.72,0.0,0.0,10.72,0.0,-50.51,0.0
22,2037.0,74.6,1.63,34.39,72.28,0.0,0.0,51.35,0.0,0.0,10.72,0.0,-96.88,0.0
23,2038.0,116.43,1.09,34.39,72.28,0.0,0.0,60.52,0.0,0.0,10.72,0.0,-136.64,0.0
24,2039.0,155.45,0.55,34.39,72.28,0.0,0.0,70.27,0.0,0.0,10.72,0.0,-173.74,0.0
25,2040.0,158.94,0.0,33.22,72.28,0.0,0.0,80.65,0.0,0.0,10.72,0.0,-176.09,0.0
26,2041.0,158.94,0.0,32.54,72.28,0.0,0.0,93.67,0.0,0.0,10.72,0.0,-176.1,0.0
27,2042.0,158.94,0.0,31.81,72.28,0.0,0.0,107.67,0.0,0.0,10.72,0.0,-176.07,0.0
28,2043.0,158.94,0.0,31.06,72.28,0.0,0.0,122.72,0.0,0.0,10.72,0.0,-176.07,0.0
29,2044.0,162.75,0.0,27.39,72.28,0.0,0.0,138.35,0.0,0.0,10.72,0.0,-176.41,0.0
30,2045.0,174.2,0.0,22.99,72.28,0.0,0.0,148.86,0.0,0.0,10.72,0.0,-176.74,0.0
31,2046.0,185.77,0.0,20.2,72.28,0.0,0.0,160.02,0.0,0.0,10.72,0.0,-178.12,0.0
32,2047.0,185.77,0.0,27.2,72.28,0.0,0.0,171.9,0.0,0.0,10.72,0.0,-177.15,0.0
33,2048.0,195.87,0.0,16.43,72.28,0.0,0.0,194.22,0.0,0.0,10.72,0.0,-178.26,0.0
34,2049.0,205.54,0.0,15.12,72.28,0.0,0.0,209.24,0.0,0.0,10.72,0.0,-178.72,0.0
35,2050.0,216.84,0.0,13.34,72.28,0.0,0.0,224.5,0.0,0.0,10.72,0.0,-178.74,0.0
36,2051.0,237.57,0.0,0.0,72.28,0.0,0.0,223.92,0.0,0.0,10.72,0.0,-170.42,0.0
37,2052.0,238.36,0.0,0.0,72.28,0.0,0.0,235.73,0.0,0.0,10.72,0.0,-168.1,0.0
38,2053.0,238.36,0.0,4.89,72.28,0.0,0.0,249.05,0.0,0.0,10.72,0.0,-170.62,0.0
39,2054.0,238.43,0.0,11.35,72.28,0.0,0.0,262.04,0.0,0.0,10.72,0.0,-173.67,0.0
40,2055.0,237.66,0.0,14.01,72.28,0.0,0.0,277.76,0.0,0.0,10.72,0.0,-174.47,0.0
41,2056.0,237.15,0.0,15.66,72.28,0.0,0.0,292.32,0.0,0.0,10.72,0.0,-172.63,0.0
42,2057.0,232.39,0.0,16.09,72.28,0.0,0.0,314.08,0.0,0.0,10.72,0.0,-171.53,0.0
43,2058.0,227.86,0.0,16.49,72.28,0.0,0.0,337.26,0.0,0.0,10.72,0.0,-171.18,0.0
44,2059.0,223.57,0.0,17.15,72.28,0.0,0.0,360.61,0.0,0.0,10.72,0.0,-170.61,0.0
45,2060.0,220.38,0.0,18.39,72.28,0.0,0.0,382.67,0.0,0.0,10.72,0.0,-169.52,0.0
46,2061.0,217.97,0.0,18.99,72.28,0.0,0.0,398.72,0.0,0.0,10.72,0.0,-168.67,0.0
47,2062.0,215.55,0.0,19.36,72.28,0.0,0.0,415.06,0.0,0.0,10.72,0.0,-167.29,0.0
48,2063.0,212.83,0.0,19.73,72.28,0.0,0.0,432.21,0.0,0.0,10.72,0.0,-165.94,0.0
49,2064.0,209.87,0.0,20.12,72.28,0.0,0.0,450.04,0.0,0.0,10.72,0.0,-164.54,0.0
50,2065.0,208.7,0.0,20.52,71.34,0.0,0.0,467.06,0.0,0.0,10.72,0.0,-163.11,0.0
51,2066.0,193.67,0.0,22.22,69.07,0.0,0.0,495.66,0.0,0.0,10.72,0.0,-159.0,0.0
52,2067.0,185.66,0.0,21.93,69.03,0.0,0.0,522.11,0.0,0.0,9.73,0.0,-158.03,0.0
53,2068.0,187.82,0.0,21.77,72.24,0.0,0.0,535.37,0.0,0.0,9.73,0.0,-157.39,0.0
54,2069.0,183.73,0.0,21.28,69.03,0.0,0.0,561.38,0.0,0.0,9.73,0.0,-156.35,0.0
55,2070.0,182.63,0.0,20.9,69.03,0.0,0.0,582.2,0.0,0.0,9.73,0.0,-155.59,0.0
