,y,Biomass & Waste CHP plant - OTF/OTS cooling (new),Biomass & Waste CHP plant - OTF/OTS cooling (old),Coal power plant - OTF/OTS cooling (new),Egypt - Jordan Historic EL trade link,Egypt - Saudi Arabia Planned EL trade link,Egypt - Sudan Historic and Planned EL trade link,Oil fired gas turbine (SCGT) - Air cooling (new),Oil fired gas turbine (SCGT) - Air cooling (old),Oil fired gas turbine (SCGT) - MDT cooling (new),Oil fired gas turbine (SCGT) - MDT cooling (old),Oil fired gas turbine (SCGT) - OTF/OTS cooling (old),Aswan 1,Aswan 2,Esna,High Aswan Dam,Small hydropower plant,Medium hydropower plant (Run-of river),Large hydropower plant (Dam),New Assiut Barrage,Naga Hamadi,Light Fuel Oil power plant - OTF/OTS cooling (new),Light Fuel Oil power plant - OTF/OTS cooling (old),Libya - Egypt Historic EL trade link,Natural gas power plant (combined cycle) - Air cooling (new),Natural gas power plant (combined cycle) - Air cooling (old),Natural gas power plant (combined cycle) - MDT cooling (new),Natural gas power plant (combined cycle) - MDT cooling (old),Natural gas power plant (combined cycle) - OTF/OTS cooling (new),Natural gas power plant (combined cycle) - OTF/OTS cooling (old),Natural gas power plant (single cycle) - MDT cooling (old),Natural gas power plant (single cycle) - OTF/OTS cooling (new),Natural gas power plant (single cycle) - OTF/OTS cooling (old),CSP (without storage),CSP (with storage),Aswan 1 FPV,Aswan 2 FPV,High Aswan Dam FPV,Solar PV (utility),Solar PV (roof top),Solar PV with storage,Wind (onshore),Wind (offshore)
10,2025.0,10.2943,5.9783,80.0384,0.0,0.0,59.9184,0.0,0.507,0.0,0.4379,3.6632,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,1.0733,5.0931,0.0,8.3549,154.6747,2.8826,157.3357,40.0911,8.8211,0.0,45.9347,10.3851,13.0657,0.9041,0.8718,6.7688,9.6117,2.0023,2.9483,30.6431,10.1029
11,2026.0,10.2943,5.3805,160.0767,0.0,0.0,49.7406,0.0,0.4732,0.0,0.4087,3.4189,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,1.0017,5.0931,1.6812,7.7979,128.5696,2.6904,127.9152,37.4184,8.233,0.0,42.8724,10.3851,13.0657,0.9041,0.8718,6.7688,11.2802,2.336,3.4397,33.4331,10.1029
12,2027.0,10.2943,4.7827,160.0767,0.0,0.0,47.4839,0.0,0.4394,0.0,0.3795,3.1747,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.9302,5.0931,2.741,7.2409,107.1789,2.4982,168.0806,34.7456,7.645,0.0,39.8101,10.3851,13.0657,0.9041,0.8718,6.7688,11.3589,2.6697,3.9311,36.223,10.1029
13,2028.0,10.2943,4.1848,160.0767,0.0,0.0,49.0731,0.0,0.4056,0.0,0.3503,2.9305,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.8586,5.0931,0.0,6.6839,126.724,2.306,168.0806,32.0729,7.0569,0.0,36.7478,10.3851,13.0657,0.9041,0.8718,6.7688,11.3588,2.8159,3.9311,39.013,10.1029
14,2029.0,10.2943,3.587,160.0767,0.0,0.0,43.0287,0.0,0.3718,0.0,0.3211,2.6863,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.7871,5.0931,0.0,6.1269,149.4757,2.1139,168.0806,29.4001,6.4688,0.0,33.6855,10.3851,13.0657,0.9041,0.8718,6.7688,11.4879,3.3371,4.9139,41.8029,10.1029
15,2030.0,10.2943,2.9892,160.0767,0.0,0.0,55.0491,0.0,0.338,0.0,0.2919,2.4421,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.7155,5.0931,0.0,5.5699,155.2189,1.9217,168.0806,26.7274,5.8807,0.0,30.6232,10.3851,13.0657,0.9041,0.8718,6.7688,12.2244,3.3371,4.9139,44.5929,10.1029
16,2031.0,10.2943,2.3913,160.0767,0.0,0.0,44.601,0.0,0.3042,0.0,0.2627,2.1979,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.644,5.0931,0.0,5.0129,211.6574,1.7295,168.0806,24.0547,5.2927,0.0,27.5608,10.3851,13.0657,0.9041,0.8718,6.7688,15.5615,4.0045,4.9139,50.5183,10.1029
17,2032.0,10.2943,1.7935,160.0767,0.0,0.0,38.1024,0.0,0.2704,0.0,0.2335,1.9537,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.5724,5.0931,6.6393,4.4559,256.1228,1.5374,168.0806,21.3819,4.7046,0.0,24.4985,10.3851,13.0657,0.9041,0.8718,6.7688,18.8985,4.3382,6.3881,56.4438,10.1029
18,2033.0,10.2943,1.1957,160.0767,0.0,0.0,38.2963,0.0,0.2366,0.0,0.2043,1.7095,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.5009,5.0931,16.0077,19.4947,256.1228,6.726,168.0806,33.7744,4.1165,0.0,21.4362,10.3851,13.0657,0.9041,0.8718,6.7688,22.2356,4.6719,6.8795,62.3692,10.1029
19,2034.0,10.2943,0.5978,160.0767,0.0,0.0,38.3854,5.1061,0.3183,5.3363,0.2749,1.4653,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.4293,5.0931,16.0077,16.7097,256.1228,5.7651,168.0806,68.8507,3.5284,0.0,18.3739,10.3851,13.0657,0.9041,0.8718,6.7688,25.5726,5.0057,7.3709,68.2946,10.1029
20,2035.0,10.2943,0.0,160.0767,0.0,0.0,57.3586,8.019,0.2653,8.019,0.2291,1.9166,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.3578,5.0931,27.5414,13.9248,260.7936,4.8043,168.0806,66.8185,2.9404,6.3178,15.3116,10.3851,13.0657,0.9041,0.8718,6.7688,28.9097,5.3394,7.8623,74.2201,10.1029
21,2036.0,10.2943,0.0,186.7562,0.0,0.0,56.9724,8.019,0.2122,8.019,0.1833,1.5333,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.2862,5.0931,27.5414,11.1398,260.7936,3.8434,194.1349,53.4548,2.3523,12.5258,12.2493,10.3851,13.0657,0.9041,0.8718,6.7688,32.2467,5.6731,8.3536,80.1455,10.1029
22,2037.0,10.2943,0.0,213.4356,0.0,0.0,56.7352,8.019,0.1592,8.019,0.1375,1.15,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.2147,5.0931,51.7624,8.3549,260.7936,2.8826,195.328,40.0911,1.7642,19.1214,9.1869,10.3851,13.0657,0.9041,0.8718,6.7688,35.5838,6.0068,8.845,86.071,10.1029
23,2038.0,10.2943,0.0,240.1151,0.0,0.0,57.4114,8.019,0.1061,8.019,0.0916,0.7666,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.1431,5.0931,76.9397,5.5699,260.7936,1.9217,195.328,26.7274,1.1761,24.937,6.1246,10.3851,13.0657,0.9041,0.8718,6.7688,38.9208,6.3405,9.3364,91.9964,10.1029
24,2039.0,10.2943,0.0,266.7946,0.0,0.0,54.7483,7.0481,0.0531,8.019,0.0458,0.2551,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0716,5.0931,81.7247,0.8743,284.2161,0.3016,222.0074,4.1952,0.5881,17.1168,3.0623,10.3851,13.0657,0.9041,0.8718,6.7688,42.2579,6.6742,9.8278,97.9218,10.1029
25,2040.0,10.2943,0.0,293.474,0.0,0.0,52.6269,5.3363,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,1.4004,0.0,5.0931,130.2986,0.0,244.0585,0.0,248.6869,0.0,0.0,15.1464,0.0,10.3851,13.0657,0.9041,0.8718,6.7688,45.5282,7.0079,10.3192,100.8372,10.1029
26,2041.0,10.2943,0.0,333.4932,0.0,0.0,53.6613,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,53.4673,0.0,308.1366,0.0,274.4341,0.0,0.0,9.908,0.0,10.3851,13.0657,0.9041,0.8718,6.7688,50.3337,7.3416,10.8106,107.7353,10.1029
27,2042.0,10.2943,0.0,373.5124,0.0,0.0,54.4988,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,130.2659,0.0,228.7453,0.0,274.4341,0.0,0.0,10.8889,0.0,10.3851,13.0657,0.9041,0.8718,6.7688,55.3393,7.6753,11.302,117.1417,10.1029
28,2043.0,10.2943,0.0,386.8521,0.0,0.0,54.949,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,150.9893,0.0,231.2096,0.0,284.1186,0.0,0.0,7.9509,0.0,10.3851,13.0657,0.9041,0.8718,6.7688,60.0113,8.0091,11.7934,122.2839,10.1029
29,2044.0,10.2943,0.0,400.1918,0.0,0.0,56.6086,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,113.5995,0.0,271.6298,0.0,305.0025,0.0,0.0,8.0447,0.0,10.3851,13.0657,0.9041,0.8718,6.7688,65.0169,8.3428,12.2848,131.6904,10.1029
30,2045.0,10.2943,0.0,413.5316,0.0,0.0,57.9951,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,145.9296,0.0,270.8003,0.0,298.3326,0.0,0.0,8.0447,0.0,10.3851,13.0657,0.9041,0.8718,6.7688,69.3551,8.6765,12.7762,141.0969,10.1029
31,2046.0,10.2943,0.0,413.5316,0.0,0.0,52.9625,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,96.8949,0.0,353.4894,0.0,325.0121,0.0,0.0,8.0447,0.0,5.1926,6.5328,0.9041,0.8718,6.7688,72.6922,9.0102,13.2675,147.3678,10.1029
32,2047.0,10.2943,0.0,413.5316,0.0,0.0,75.4887,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,124.0998,0.0,342.4456,0.0,345.0217,0.0,0.0,1.8777,0.0,2.5963,3.2664,0.9041,0.8718,6.7688,76.0293,9.3439,13.7589,153.6388,6.8943
33,2048.0,10.2943,0.0,453.5508,0.0,0.0,165.1146,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,222.4986,0.0,223.1657,0.0,256.9795,0.0,0.0,28.8276,0.0,0.0,0.0,0.9041,0.8718,6.7688,79.3664,9.6776,14.2503,159.9098,3.6857
34,2049.0,10.2943,0.0,466.8905,0.0,0.0,157.6634,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,269.7442,0.0,204.6361,0.0,280.3303,0.0,0.0,22.0474,0.0,0.0,0.0,0.9041,0.8718,6.7688,82.7035,10.0113,14.7417,166.1807,0.4771
35,2050.0,10.2943,0.0,480.2302,0.0,0.0,152.1425,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,260.5658,0.0,210.843,0.0,320.3495,0.0,0.0,20.767,0.0,0.0,0.0,0.9041,0.8718,6.7688,86.0406,10.345,15.2331,172.4517,0.0
36,2051.0,10.2943,0.0,493.5699,0.0,0.0,150.775,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,213.2045,0.0,287.8013,0.0,328.1757,0.0,0.0,20.1278,0.0,0.0,0.0,0.9041,0.8718,6.7688,89.3778,10.6787,15.7245,178.7227,0.0
37,2052.0,10.2943,0.0,506.9097,0.0,0.0,148.1657,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,236.9039,0.0,302.4772,0.0,328.1757,0.0,0.0,19.4596,0.0,0.0,0.0,0.9041,0.8718,6.7688,94.3047,11.0125,16.2159,184.9937,0.7387
38,2053.0,10.2943,0.0,520.2494,0.0,0.0,144.771,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,228.6257,0.0,311.4367,0.0,368.1948,0.0,0.0,18.7573,0.0,0.0,0.0,0.9041,0.8718,6.7688,99.3104,11.3462,16.7073,191.2646,1.9715
39,2054.0,10.2943,0.0,533.5891,0.0,0.0,141.5994,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,229.5298,0.0,312.7027,0.0,408.214,0.0,0.0,18.1069,0.0,0.0,0.0,0.9041,0.8718,6.7688,104.1869,11.6799,17.1987,197.5356,3.7185
40,2055.0,10.2943,0.0,493.5699,0.0,0.0,144.1204,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,243.5938,0.0,372.7247,0.0,425.8772,0.0,0.0,18.4788,0.0,0.0,0.0,0.9041,0.8718,6.7688,108.456,12.0136,17.6901,203.8066,5.3788
41,2056.0,6.335,0.0,453.5508,0.0,0.0,139.8197,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,273.8927,0.0,411.1143,0.0,457.4265,0.0,0.0,17.657,0.0,3.5536,0.0,0.9041,0.8718,6.7688,110.1245,12.3473,18.1815,206.9421,15.0046
42,2057.0,6.335,0.0,493.5699,0.0,0.0,134.6379,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,291.3768,0.0,444.1048,0.0,429.9252,0.0,0.0,16.6663,0.0,3.7991,0.0,0.9041,0.8718,6.7688,111.7931,12.681,18.6728,210.0775,24.6304
43,2058.0,6.335,0.0,533.5891,0.0,0.0,133.3097,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,276.0778,0.0,421.6563,0.0,488.7363,0.0,0.0,16.4667,0.0,3.7991,0.0,0.9041,0.8718,6.7688,113.4616,13.0147,19.1642,213.213,34.2221
44,2059.0,6.335,0.0,573.6083,0.0,0.0,137.2693,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,239.9161,0.0,475.9274,0.0,488.7363,0.0,0.0,17.022,0.0,3.7991,0.0,0.9041,0.8718,6.7688,115.1302,13.3484,19.6556,216.3485,43.2639
45,2060.0,6.335,0.0,613.6275,0.0,0.0,134.4148,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,305.2135,0.0,466.7957,0.0,459.3526,0.0,0.0,16.456,0.0,5.1029,0.0,0.9041,0.8718,6.7688,116.7987,13.6821,20.147,219.484,52.8897
46,2061.0,4.7512,0.0,626.9672,0.0,0.0,132.376,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,304.6587,0.0,521.2005,0.0,459.3526,0.0,0.0,17.0198,0.0,13.1919,0.0,0.9041,0.8718,6.7688,120.1359,14.0158,20.6384,225.755,52.8897
47,2062.0,3.1675,0.0,640.3069,0.0,0.0,128.0938,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,302.3596,0.0,489.865,0.0,550.3625,0.0,0.0,18.098,0.0,22.2908,0.0,0.9041,0.8718,6.7688,123.473,14.3496,21.1298,232.0259,52.8897
48,2063.0,1.5837,0.0,653.6467,0.0,0.0,123.0665,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,298.51,0.0,489.865,0.0,614.3461,0.0,0.0,19.3344,0.0,32.1189,0.0,0.9041,0.8718,6.7688,126.8101,14.6833,21.6212,238.2969,52.8897
49,2064.0,0.0,0.0,666.9864,0.0,0.0,119.5911,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,328.5267,0.0,521.4712,0.0,614.3461,0.0,0.0,20.2401,0.0,42.2365,0.0,0.9041,0.8718,6.7688,130.1472,15.017,22.1126,244.5679,52.8897
50,2065.0,0.0,0.0,680.3261,0.0,0.0,122.2858,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,309.144,0.0,516.8004,0.0,680.7216,0.0,0.0,19.9489,0.0,68.1993,0.0,0.9041,0.8718,6.7688,133.4843,15.3507,22.604,250.8389,52.8897
51,2066.0,0.0,0.0,693.6659,0.0,0.0,124.8729,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,340.1665,0.0,548.418,0.0,654.6673,0.0,0.0,20.6778,0.0,94.1622,0.0,0.9041,0.8718,6.7688,135.1528,15.6844,23.0954,253.9743,65.7241
52,2067.0,0.0,0.0,707.0056,0.0,0.0,125.8608,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,318.6479,0.0,548.418,0.0,720.1729,0.0,0.0,18.9201,0.0,120.125,0.0,0.9041,0.8718,6.7688,136.8214,16.0181,23.5868,257.1098,78.5585
53,2068.0,0.0,0.0,720.3453,0.0,0.0,123.9313,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,314.1187,0.0,619.9558,0.0,720.1729,0.0,0.0,19.3559,0.0,127.2179,0.0,0.9041,0.8718,6.7688,138.4899,16.3518,24.0781,260.2453,91.3929
54,2069.0,0.0,0.0,733.685,0.0,0.0,122.2358,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,305.7154,0.0,663.232,0.0,760.192,0.0,0.0,19.715,0.0,129.8141,0.0,0.9041,0.8718,6.7688,140.1585,16.6855,24.5695,263.3808,104.2273
55,2070.0,0.0,0.0,747.0248,0.0,0.0,118.7194,0.0,0.0,0.0,0.0,0.0,8.3886,8.089,2.3961,45.2983,1.9773,13.7552,15.1893,0.9509,1.9174,0.0,0.0,5.0931,276.8534,0.0,699.1721,0.0,800.2112,0.0,0.0,20.6902,0.0,132.4104,32.6642,0.9041,0.8718,6.7688,141.827,17.0192,25.0609,266.5163,117.0617
