,y,Biomass extraction/production/refining
0,2015.0,86.6077
1,2016.0,88.313
2,2017.0,83.9279
3,2018.0,79.4411
4,2019.0,75.0339
5,2020.0,70.6267
6,2021.0,72.1431
7,2022.0,73.6594
8,2023.0,75.1757
9,2024.0,76.692
10,2025.0,71.1752
11,2026.0,70.2558
12,2027.0,69.3363
13,2028.0,68.4168
14,2029.0,67.4974
15,2030.0,66.5779
16,2031.0,70.0656
17,2032.0,73.5533
18,2033.0,77.041
19,2034.0,80.5287
20,2035.0,84.0164
21,2036.0,88.4235
22,2037.0,92.8307
23,2038.0,97.2379
24,2039.0,101.645
25,2040.0,106.0522
26,2041.0,106.0522
27,2042.0,106.0522
28,2043.0,106.0522
29,2044.0,106.0522
30,2045.0,106.0522
31,2046.0,106.0522
32,2047.0,106.0522
33,2048.0,106.0522
34,2049.0,106.0522
35,2050.0,106.0522
36,2051.0,108.6965
37,2052.0,111.4201
38,2053.0,114.2254
39,2054.0,117.1149
40,2055.0,120.0911
41,2056.0,117.0671
42,2057.0,120.2245
43,2058.0,123.4767
44,2059.0,126.8264
45,2060.0,130.2766
46,2061.0,131.3945
47,2062.0,132.619
48,2063.0,133.9534
49,2064.0,135.4008
50,2065.0,139.4006
51,2066.0,143.5203
52,2067.0,147.7636
53,2068.0,152.1342
54,2069.0,156.6359
55,2070.0,161.2727
