,y,Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Solar FPV,Wind,Geothermal,Biomass,Coal Production,Crude Oil production,Crude oil Refinery,Natural gas extraction,Uranium extraction,Transmission & Distribution,Backstop,Biofuel and Biomass production,Biomass exports,Coal exports,Crude oil exports,HFO exports,LFO exports
10,2025.0,2279.76,180.02,4444.15,12248.9,0.0,0.64,0.09,0.0,0.04,0.0,599.26,3.25,102.75,65.58,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2026.0,4559.52,168.02,3902.94,12248.9,0.0,0.64,0.1,0.0,0.05,0.0,577.25,1.35,103.05,65.84,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2027.0,4559.52,156.01,3907.87,12248.9,0.0,0.64,0.12,0.0,0.05,0.0,555.23,0.0,94.08,58.21,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2028.0,4559.52,144.0,3890.32,12248.9,0.0,0.64,0.12,0.0,0.05,0.0,533.21,0.0,85.1,50.58,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2029.0,4559.52,132.01,3916.86,12248.9,0.0,0.64,0.12,0.0,0.06,0.0,511.2,0.0,76.12,42.94,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2030.0,4559.52,120.0,3817.31,12248.9,0.0,0.64,0.13,0.0,0.06,0.0,489.18,0.0,54.43,24.5,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2031.0,4559.52,108.0,4093.52,12248.9,0.0,0.64,0.16,0.0,0.07,0.0,467.16,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2032.0,4559.52,96.0,4330.21,12248.9,0.0,0.64,0.19,0.0,0.07,0.0,445.15,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2033.0,4559.52,84.0,4401.69,12248.9,0.0,0.64,0.21,0.0,0.08,0.0,423.13,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2034.0,4559.52,387.96,4616.85,12248.9,0.0,0.64,0.24,0.0,0.09,0.0,401.12,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2035.0,4559.52,571.51,4802.75,12248.9,0.0,0.64,0.26,0.0,0.09,0.0,379.1,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2036.0,5319.44,554.21,4950.85,12248.9,0.0,0.64,0.3,0.0,0.1,0.0,379.1,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2037.0,6079.36,536.92,5106.57,12248.9,0.0,0.64,0.33,0.0,0.11,0.0,379.1,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2038.0,6839.28,519.63,5235.61,12248.9,0.0,0.64,0.35,0.0,0.11,0.0,379.1,0.0,0.0,4.77,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2039.0,7599.2,468.12,5061.79,12248.9,0.0,0.64,0.37,0.0,0.12,0.0,379.1,0.0,0.0,4.77,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2040.0,8359.12,214.43,5102.36,12248.9,0.0,0.64,0.4,0.0,0.12,0.0,379.1,0.0,0.0,4.77,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2041.0,9499.0,0.0,5031.15,12248.9,0.0,0.64,0.44,0.0,0.13,0.0,379.1,0.0,0.0,4.77,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2042.0,10638.88,0.0,5043.29,12248.9,0.0,0.64,0.47,0.0,0.14,0.0,379.1,0.0,0.0,4.77,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2043.0,11018.84,0.0,5192.99,12248.9,0.0,0.64,0.51,0.0,0.15,0.0,379.1,0.0,0.0,4.77,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2044.0,11398.8,0.0,5373.23,12248.9,0.0,0.64,0.55,0.0,0.16,0.0,379.1,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2045.0,11778.76,0.0,5557.28,12248.9,0.0,0.64,0.58,0.0,0.17,0.0,379.1,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2046.0,11778.76,0.0,6004.48,12248.9,0.0,0.32,0.6,0.0,0.17,0.0,379.1,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2047.0,11778.76,0.0,6075.35,12248.9,0.0,0.16,0.64,0.0,0.18,0.0,379.1,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2048.0,12918.64,0.0,6129.87,12248.9,0.0,0.0,0.66,0.0,0.18,0.0,379.1,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2049.0,13298.6,0.0,6298.96,12248.9,0.0,0.0,0.68,0.0,0.18,0.0,379.1,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2050.0,13678.56,0.0,6532.61,12248.9,0.0,0.0,0.72,0.0,0.19,0.0,379.1,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2051.0,14058.52,0.0,6789.54,12248.9,0.0,0.0,0.74,0.0,0.2,0.0,379.1,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2052.0,14438.48,0.0,7052.61,12248.9,0.0,0.0,0.77,0.0,0.21,0.0,379.1,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2053.0,14818.44,0.0,7331.82,12248.9,0.0,0.0,0.81,0.0,0.21,0.0,379.1,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2054.0,15198.4,0.0,7623.72,12248.9,0.0,0.0,0.85,0.0,0.22,0.0,379.1,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2055.0,14058.52,0.0,8315.66,12248.9,0.0,0.0,0.88,0.0,0.24,0.0,379.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2056.0,12918.64,0.0,9032.34,12248.9,0.0,0.1,0.9,0.0,0.25,0.0,233.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2057.0,14058.52,0.0,9170.93,12248.9,0.0,0.1,0.91,0.0,0.26,0.0,233.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2058.0,15198.4,0.0,9320.68,12248.9,0.0,0.1,0.92,0.0,0.28,0.0,233.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2059.0,16338.28,0.0,9472.65,12248.9,0.0,0.1,0.96,0.0,0.29,0.0,233.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2060.0,17478.16,0.0,9653.06,12248.9,0.0,0.14,0.97,0.0,0.3,0.0,233.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2061.0,17858.12,0.0,10070.23,12248.9,0.0,0.36,0.99,0.0,0.31,0.0,174.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2062.0,18238.08,0.0,10529.97,12248.9,0.0,0.61,1.02,0.0,0.32,0.0,116.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2063.0,18618.04,0.0,11015.23,12248.9,0.0,0.87,1.04,0.0,0.32,0.0,58.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2064.0,18998.0,0.0,11500.94,12248.9,0.0,1.15,1.07,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2065.0,19377.96,0.0,11805.31,12248.9,0.0,1.86,1.09,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2066.0,19757.92,0.0,12099.8,12248.9,0.0,2.56,1.11,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2067.0,20137.88,0.0,12369.6,12248.9,0.0,3.27,1.12,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2068.0,20517.84,0.0,12880.21,12248.9,0.0,3.46,1.13,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2069.0,20897.8,0.0,13446.8,12248.9,0.0,3.53,1.17,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2070.0,21277.76,0.0,13827.06,12248.9,0.0,4.49,1.18,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
