,y,Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Solar FPV,Wind,Biomass,Geothermal,Backstop,power_trade,gas_trade
0,2015.0,0.0,17.84,437.88,67.69,0.0,0.0,0.07,0.0,9.92,11.96,0.0,0.0,17.07,0.0
1,2016.0,0.0,7.57,450.84,67.69,0.0,0.0,0.27,0.0,12.43,15.92,0.0,0.0,17.07,0.0
2,2017.0,0.0,7.57,460.2,67.69,0.0,0.0,0.27,0.0,12.43,15.92,0.0,0.0,17.07,0.0
3,2018.0,0.0,7.57,464.95,67.69,0.0,0.0,0.6,0.0,16.69,15.92,0.0,0.0,17.07,0.0
4,2019.0,0.0,7.57,474.3,67.69,0.0,0.0,0.6,0.0,16.69,15.92,0.0,0.0,17.07,0.0
5,2020.0,0.0,7.57,482.98,67.69,0.0,0.0,1.27,0.0,16.69,15.92,0.0,0.0,17.07,0.0
6,2021.0,0.0,7.19,319.38,96.01,0.0,11.72,4.59,0.0,19.48,16.9,0.0,0.0,137.72,0.0
7,2022.0,0.0,6.83,381.16,96.01,0.0,17.59,7.08,8.54,25.48,17.89,0.0,0.0,65.84,0.0
8,2023.0,0.0,6.44,450.78,97.98,0.0,23.46,9.57,8.54,31.48,18.87,0.0,0.0,65.01,0.0
9,2024.0,0.0,6.06,489.05,97.98,0.0,23.46,12.07,8.54,37.48,19.86,0.0,0.0,62.6,0.0
10,2025.0,80.04,5.68,418.08,97.98,0.0,23.46,14.56,8.54,40.74,16.27,0.0,0.0,65.01,0.0
11,2026.0,160.08,5.3,357.18,97.98,0.0,23.46,17.06,8.54,43.53,15.67,0.0,0.0,54.83,0.0
12,2027.0,160.08,4.92,369.95,97.98,0.0,23.46,17.96,8.54,46.32,15.07,0.0,0.0,52.57,0.0
13,2028.0,160.08,4.55,379.67,97.98,0.0,23.46,18.11,8.54,49.11,14.47,0.0,0.0,54.16,0.0
14,2029.0,160.08,4.17,395.36,97.98,0.0,23.46,19.74,8.54,51.9,13.88,0.0,0.0,48.12,0.0
15,2030.0,160.08,3.79,394.02,97.98,0.0,23.46,20.47,8.54,54.69,13.28,0.0,0.0,60.14,0.0
16,2031.0,160.08,3.4,443.38,97.98,0.0,23.46,24.47,8.54,60.62,12.68,0.0,0.0,49.69,0.0
17,2032.0,160.08,3.02,487.42,97.98,0.0,23.46,29.63,8.54,66.54,12.08,0.0,0.0,43.19,0.0
18,2033.0,160.08,2.65,525.76,97.98,0.0,23.46,33.79,8.54,72.47,11.49,0.0,0.0,43.39,0.0
19,2034.0,160.08,12.94,553.44,97.98,0.0,23.46,37.95,8.54,78.39,10.89,0.0,0.0,43.48,0.0
20,2035.0,160.08,18.82,566.52,97.98,0.0,23.46,42.11,8.54,84.32,10.29,0.0,0.0,62.45,0.0
21,2036.0,186.76,18.25,578.02,97.98,0.0,23.46,46.27,8.54,90.25,10.29,0.0,0.0,62.06,0.0
22,2037.0,213.44,17.7,589.27,97.98,0.0,23.46,50.44,8.54,96.17,10.29,0.0,0.0,61.83,0.0
23,2038.0,240.12,17.15,599.52,97.98,0.0,23.46,54.6,8.54,102.1,10.29,0.0,0.0,62.5,0.0
24,2039.0,266.79,15.5,614.09,97.98,0.0,23.46,58.76,8.54,108.02,10.29,0.0,0.0,59.84,0.0
25,2040.0,293.47,6.74,638.2,97.98,0.0,23.46,62.86,8.54,110.94,10.29,0.0,0.0,57.72,0.0
26,2041.0,333.49,0.0,645.95,97.98,0.0,23.46,68.48,8.54,117.84,10.29,0.0,0.0,58.75,0.0
27,2042.0,373.51,0.0,644.34,97.98,0.0,23.46,74.32,8.54,127.24,10.29,0.0,0.0,59.59,0.0
28,2043.0,386.85,0.0,674.27,97.98,0.0,23.46,79.81,8.54,132.38,10.29,0.0,0.0,60.04,0.0
29,2044.0,400.19,0.0,698.27,97.98,0.0,23.46,85.64,8.54,141.79,10.29,0.0,0.0,61.7,0.0
30,2045.0,413.53,0.0,723.1,97.98,0.0,23.46,90.82,8.54,151.2,10.29,0.0,0.0,63.09,0.0
31,2046.0,413.53,0.0,783.43,97.98,0.0,11.72,94.97,8.54,157.47,10.29,0.0,0.0,58.05,0.0
32,2047.0,413.53,0.0,813.45,97.98,0.0,5.87,99.13,8.54,160.53,10.29,0.0,0.0,80.58,0.0
33,2048.0,453.55,0.0,731.48,97.98,0.0,0.0,103.3,8.54,163.6,10.29,0.0,0.0,170.2,0.0
34,2049.0,466.89,0.0,776.76,97.98,0.0,0.0,107.45,8.54,166.66,10.29,0.0,0.0,162.75,0.0
35,2050.0,480.23,0.0,812.53,97.98,0.0,0.0,111.61,8.54,172.45,10.29,0.0,0.0,157.23,0.0
36,2051.0,493.57,0.0,849.31,97.98,0.0,0.0,115.78,8.54,178.72,10.29,0.0,0.0,155.87,0.0
37,2052.0,506.91,0.0,887.02,97.98,0.0,0.0,121.53,8.54,185.73,10.29,0.0,0.0,153.26,0.0
38,2053.0,520.25,0.0,927.02,97.98,0.0,0.0,127.37,8.54,193.23,10.29,0.0,0.0,149.86,0.0
39,2054.0,533.59,0.0,968.55,97.98,0.0,0.0,133.07,8.54,201.26,10.29,0.0,0.0,146.69,0.0
40,2055.0,493.57,0.0,1060.67,97.98,0.0,0.0,138.16,8.54,209.19,10.29,0.0,0.0,149.21,0.0
41,2056.0,453.55,0.0,1160.09,97.98,0.0,3.55,140.65,8.54,221.94,6.34,0.0,0.0,144.91,0.0
