,y,Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Solar FPV,Wind,Biomass,Geothermal,Backstop,power_trade,gas_trade
0,2015.0,0.0,0.492,0.0,6.585,0.0,0.0,0.01,0.0,0.322,0.196,0.008,0.0,0.0,0.0
1,2016.0,0.0,0.563,0.0,6.585,0.0,0.0,0.012,0.0,0.322,0.196,0.008,0.0,0.0,0.0
2,2017.0,0.0,0.866,0.0,6.585,0.0,0.0,0.013,0.0,0.322,0.196,0.008,0.0,0.0,0.0
3,2018.0,0.0,1.17,0.0,6.585,0.0,0.0,0.013,0.0,0.322,0.196,0.008,0.0,0.0,0.0
4,2019.0,0.0,1.17,0.0,6.585,0.0,0.0,0.013,0.0,0.322,0.196,0.008,0.0,0.0,0.0
5,2020.0,0.0,1.17,0.0,6.585,0.0,0.0,0.013,0.0,0.322,0.196,0.128,0.0,0.0,0.0
6,2021.0,0.0,1.163,0.0,6.585,0.0,0.0,0.012,0.0,0.314,0.186,0.298,0.0,0.0,0.0
7,2022.0,0.0,1.155,0.0,6.585,0.0,0.0,0.012,0.0,0.305,0.177,0.398,0.0,0.0,0.0
8,2023.0,0.0,1.148,0.054,6.585,0.0,0.0,0.011,0.0,0.297,0.167,0.598,0.0,0.0,0.0
9,2024.0,0.0,1.141,0.101,6.585,0.0,0.0,0.011,0.0,0.288,0.157,0.848,0.0,0.0,0.0
10,2025.0,0.0,0.784,0.236,6.585,0.0,0.0,0.01,0.0,0.279,0.098,1.048,0.0,0.0,0.0
11,2026.0,0.0,0.706,0.543,6.585,0.0,0.0,0.01,0.0,0.271,0.088,1.048,0.0,0.0,0.0
12,2027.0,0.0,0.395,0.87,6.585,0.0,0.0,0.009,0.0,0.262,0.078,1.048,0.0,0.0,0.0
13,2028.0,0.0,0.085,1.219,6.585,0.0,0.0,0.009,0.0,0.254,0.069,1.047,0.0,0.0,0.0
14,2029.0,0.0,0.078,1.589,6.585,0.0,0.0,0.009,0.0,0.245,0.059,1.047,0.0,0.0,0.0
15,2030.0,0.0,0.071,1.984,6.585,0.0,0.0,0.008,0.0,0.237,0.049,1.046,0.0,0.0,0.0
16,2031.0,0.0,0.064,2.218,6.585,0.0,0.0,0.008,0.531,0.228,0.039,1.046,0.0,0.0,0.0
17,2032.0,0.0,0.057,2.218,6.585,0.0,0.0,0.007,1.704,0.219,0.029,1.046,0.0,0.0,0.0
18,2033.0,0.0,0.05,2.218,6.585,0.0,0.0,0.007,2.78,0.211,0.02,1.134,0.0,0.0,0.0
19,2034.0,0.0,0.042,2.218,6.585,0.0,0.0,0.006,3.591,0.202,0.01,1.384,0.0,0.0,0.0
20,2035.0,0.0,0.035,2.218,6.585,0.0,0.0,0.165,4.584,0.194,0.0,1.633,0.0,0.0,0.0
21,2036.0,0.0,0.028,2.218,6.585,0.0,0.0,0.501,5.417,0.185,0.0,1.883,0.0,0.0,0.0
22,2037.0,0.0,0.021,2.218,6.585,0.0,0.0,2.0,5.417,0.177,0.0,2.132,0.0,0.0,0.0
23,2038.0,0.0,0.014,2.218,6.585,0.0,0.0,3.499,5.992,0.168,0.0,2.382,0.0,0.0,0.0
24,2039.0,0.0,0.007,2.218,6.585,0.0,0.0,4.999,5.992,0.16,0.0,2.632,0.0,0.0,0.0
25,2040.0,0.0,0.0,2.218,6.585,0.0,0.0,6.499,5.992,0.0,0.0,2.881,0.0,0.0,0.0
26,2041.0,0.0,0.0,2.218,6.585,0.0,0.0,8.415,5.992,0.0,0.0,3.131,0.0,0.0,0.0
27,2042.0,0.0,0.0,2.218,6.585,0.0,0.0,10.258,5.992,0.0,0.0,3.38,0.0,0.0,0.0
28,2043.0,0.0,0.0,2.401,6.585,0.0,0.0,11.783,5.992,0.0,0.0,3.63,0.0,0.0,0.0
29,2044.0,0.0,0.0,2.467,6.585,0.0,0.0,13.623,5.992,0.0,0.0,3.879,0.0,0.0,0.0
30,2045.0,0.0,0.0,2.513,6.585,0.0,0.0,16.025,5.992,0.0,0.0,4.009,0.0,0.0,0.0
31,2046.0,0.0,0.0,2.589,6.585,0.0,0.0,17.957,5.992,0.0,0.0,4.089,0.0,0.0,0.0
32,2047.0,0.0,0.0,2.589,6.585,0.0,0.0,21.327,5.992,0.0,0.0,4.239,0.0,0.0,0.0
33,2048.0,0.0,0.0,3.198,6.585,0.0,0.0,24.519,5.992,0.0,0.0,4.289,0.0,0.0,0.0
34,2049.0,0.0,0.0,3.151,6.585,0.0,0.0,28.019,5.992,0.0,0.0,4.289,0.0,0.0,0.0
35,2050.0,0.0,0.0,3.262,6.585,0.0,0.0,31.519,5.992,0.0,0.0,4.339,0.0,0.0,0.0
36,2051.0,0.0,0.0,3.036,6.585,0.0,0.0,34.39,5.992,0.0,0.0,4.589,0.0,0.0,0.0
37,2052.0,0.0,0.0,2.839,6.819,0.0,0.0,37.374,5.992,0.0,0.0,4.589,0.0,0.0,0.0
38,2053.0,0.0,0.0,2.762,6.819,0.0,0.0,40.473,5.992,0.0,0.0,4.675,0.0,0.0,0.0
39,2054.0,0.0,0.0,2.762,6.819,0.0,0.0,43.788,5.992,0.0,0.0,4.675,0.0,0.0,0.0
40,2055.0,0.0,0.0,2.762,6.819,0.0,0.0,47.128,5.992,0.0,0.0,4.675,0.0,0.0,0.0
41,2056.0,0.0,0.0,2.762,6.819,0.0,0.0,50.289,5.992,0.0,0.0,4.755,0.0,0.0,0.0
42,2057.0,0.154,0.0,2.762,6.819,0.0,0.0,52.289,5.992,0.0,0.0,5.0,0.0,0.0,0.0
43,2058.0,0.678,0.0,2.644,6.819,0.0,0.0,54.289,5.992,0.0,0.0,5.0,0.0,0.0,0.0
44,2059.0,1.34,0.0,2.42,6.819,0.0,0.0,56.289,5.992,0.0,0.0,5.0,0.0,0.0,0.0
45,2060.0,1.709,0.0,2.026,6.819,0.0,0.0,58.289,5.992,1.072,0.0,5.0,0.0,0.0,0.0
46,2061.0,1.763,0.0,1.791,7.061,0.0,0.0,59.873,5.992,1.641,0.0,5.0,0.0,0.0,0.0
47,2062.0,1.765,0.0,1.791,7.061,0.0,0.0,61.53,5.992,2.251,0.0,5.0,0.0,0.0,0.0
48,2063.0,1.792,0.0,1.791,7.061,0.0,0.0,63.505,5.992,2.68,0.0,5.0,0.0,0.0,0.0
49,2064.0,1.792,0.0,1.791,7.061,0.0,0.0,65.165,5.992,3.604,0.0,5.0,0.0,0.0,0.0
50,2065.0,1.82,0.0,1.791,7.061,0.0,0.0,66.263,5.992,5.026,0.0,5.0,0.0,0.0,0.0
51,2066.0,1.829,0.0,1.791,7.061,0.0,0.0,68.116,5.992,5.943,0.0,5.0,0.0,0.0,0.0
52,2067.0,1.829,0.0,1.791,7.061,0.0,0.0,71.065,5.992,6.27,0.0,5.0,0.0,0.0,0.0
53,2068.0,1.829,0.0,1.791,7.134,0.0,0.0,74.373,5.992,6.394,0.0,5.0,0.0,0.0,0.0
54,2069.0,1.829,0.306,1.791,7.134,0.0,0.0,77.373,5.992,6.76,0.0,5.0,0.0,0.0,0.0
55,2070.0,1.853,0.352,1.791,7.134,0.0,0.0,80.373,5.992,7.152,0.0,5.0,0.0,0.0,0.0
