,y,Coal power plant - Air cooling (new),Oil fired gas turbine (SCGT) - MDT cooling (new),Light Fuel Oil stand alone (1kW),Light Fuel Oil power plant - MDT cooling (old),Natural gas power plant (combined cycle) - MDT cooling (new),Natural gas power plant (single cycle) - Air cooling (new)
0,2015.0,0.0,0.0,0.34980358648725646,0.141634,0.0,0.0
1,2016.0,0.0,0.0,0.42133988375492515,0.141634,0.0,0.0
2,2017.0,0.0,0.0,0.724476770858676,0.141634,0.0,0.0
3,2018.0,0.0,0.0,1.0279743974685982,0.141634,0.0,0.0
4,2019.0,0.0,0.0,1.0279743974685982,0.141634,0.0,0.0
5,2020.0,0.0,0.0,1.0279743974685982,0.141634,0.0,0.0
6,2021.0,0.0,0.0,1.0279743974685982,0.1345523,0.0,0.0
7,2022.0,0.0,0.0,1.0279743974685982,0.1274706,0.0,0.0
8,2023.0,0.0,0.0,1.0279743974685982,0.1203889,0.0,0.053938408913994734
9,2024.0,0.0,0.0,1.0279743974685982,0.1133072,0.0,0.1008073443241635
10,2025.0,0.0,0.0,0.6781708109813418,0.1062255,0.0,0.23626283545097881
11,2026.0,0.0,0.0,0.606634513713673,0.0991438,0.0,0.5434014604477037
12,2027.0,0.0,0.0,0.30349762660992224,0.0920621,0.0,0.8704812810234858
13,2028.0,0.0,6.545471682125361e-05,0.0,0.0849804,0.2705864879988703,0.9480746436463449
14,2029.0,0.0,6.545471682125361e-05,0.0,0.0778987,0.6412692149413478,0.9480746436463449
15,2030.0,0.0,6.545471682125361e-05,0.0,0.070817,1.0357752784425365,0.9480746436463449
16,2031.0,0.0,6.545471682125361e-05,0.0,0.0637353,1.2700947281737898,0.9480746436463449
17,2032.0,0.0,6.545471682125361e-05,0.0,0.0566536,1.2700947281737898,0.9480746436463449
18,2033.0,0.0,6.545471682125361e-05,0.0,0.0495719,1.2700947281737898,0.9480746436463449
19,2034.0,0.0,6.545471682125361e-05,0.0,0.0424902,1.2700947281737898,0.9480746436463449
20,2035.0,0.0,6.545471682125361e-05,0.0,0.0354085,1.2700947281737898,0.9480746436463449
21,2036.0,0.0,6.545471682125361e-05,0.0,0.0283268,1.2700947281737898,0.9480746436463449
22,2037.0,0.0,6.545471682125361e-05,0.0,0.0212451,1.2700947281737898,0.9480746436463449
23,2038.0,0.0,6.545471682125361e-05,0.0,0.0141634,1.2700947281737898,0.9480746436463449
24,2039.0,0.0,6.545471682125361e-05,0.0,0.00708170000000001,1.2700947281737898,0.9480746436463449
25,2040.0,0.0,6.545471682125361e-05,0.0,0.0,1.2700947281737898,0.9480746436463449
26,2041.0,0.0,6.545471682125361e-05,0.0,0.0,1.2700947281737898,0.9480746436463449
27,2042.0,0.0,6.545471682125361e-05,0.0,0.0,1.2700947281737898,0.9480746436463449
28,2043.0,0.0,6.545471682125361e-05,0.0,0.0,1.4528945134838533,0.9480746436463449
29,2044.0,0.0,6.545471682125361e-05,0.0,0.0,1.519307664043652,0.9480746436463449
30,2045.0,0.0,6.545471682125361e-05,0.0,0.0,1.5647411757207803,0.9480746436463449
31,2046.0,0.0,6.545471682125361e-05,0.0,0.0,1.6414922356704804,0.9480746436463449
32,2047.0,0.0,6.545471682125361e-05,0.0,0.0,1.6414922356704804,0.9480746436463449
33,2048.0,0.0,6.545471682125361e-05,0.0,0.0,1.8588746132279557,1.3386881506620567
34,2049.0,0.0,6.545471682125361e-05,0.0,0.0,1.8588746132279557,1.291819215251888
35,2050.0,0.0,6.545471682125361e-05,0.0,0.0,2.1056532135485067,1.1563637241250726
36,2051.0,0.0,6.545471682125361e-05,0.0,0.0,2.186728008757998,0.8492250991283476
37,2052.0,0.0,6.545471682125361e-05,0.0,0.0,2.31674344241262,0.5221452785525657
38,2053.0,0.0,0.0,0.0,0.0,2.31674344241262,0.4445519159297065
39,2054.0,0.0,0.0,0.0,0.0,2.31674344241262,0.4445519159297065
40,2055.0,0.0,0.0,0.0,0.0,2.31674344241262,0.4445519159297065
41,2056.0,0.0,0.0,0.0,0.0,2.31674344241262,0.4445519159297065
42,2057.0,0.1540475925790926,0.0,0.0,0.0,2.31674344241262,0.4445519159297065
43,2058.0,0.6780536259275965,0.0,0.0,0.0,2.1991881674663656,0.4445519159297065
44,2059.0,1.3398651503352825,0.0,0.0,0.0,1.9752399672524579,0.4445519159297065
45,2060.0,1.709324636716944,0.0,0.0,0.0,1.5807339037512693,0.4445519159297065
46,2061.0,1.7625868206072464,0.0,0.0,0.0,1.346414454020016,0.4445519159297065
47,2062.0,1.7649084096171117,0.0,0.0,0.0,1.346414454020016,0.4445519159297065
48,2063.0,1.792387655060243,0.0,0.0,0.0,1.346414454020016,0.4445519159297065
49,2064.0,1.792387655060243,0.0,0.0,0.0,1.346414454020016,0.4445519159297065
50,2065.0,1.8204385554701872,0.0,0.0,0.0,1.346414454020016,0.4445519159297065
51,2066.0,1.828622981318767,0.0,0.0,0.0,1.346414454020016,0.4445519159297065
52,2067.0,1.828622981318767,0.0,0.0,0.0,1.346414454020016,0.4445519159297065
53,2068.0,1.828622981318767,0.0,0.0,0.0,1.346414454020016,0.4445519159297065
54,2069.0,1.828622981318767,0.013076619251263522,0.2929162712286565,0.0,1.346414454020016,0.4445519159297065
55,2070.0,1.8534462858538099,0.01503650446873222,0.3368177001000461,0.0,1.346414454020016,0.4445519159297065
