,y,Biomass & Waste CHP plant - OTF/OTS cooling (old),Coal power plant - Air cooling (new),Geothermal power plant - MDT cooling (new),Geothermal power plant - MDT cooling (old),Oil fired gas turbine (SCGT) - MDT cooling (new),Small hydropower plant,Medium hydropower plant (Run-of river),Renaissance,Tis Abay 2,Tis Abay 1,Upper Mandaya,Light Fuel Oil stand alone (1kW),Light Fuel Oil power plant - MDT cooling (old),Natural gas power plant (combined cycle) - MDT cooling (new),Natural gas power plant (single cycle) - Air cooling (new),Beko Abo FPV,Chemoga Yeda FPV,Karadobi FPV,Lake Tana FPV,Renaissance FPV,Upper Mandaya FPV,Solar PV (utility),Solar PV (roof top),Solar PV with storage,Wind (onshore)
14,2029.0,0.05886,0.0,1.04,0.0068,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0778987,0.6412692149413478,0.9480746436463449,0.0,0.0,0.0,0.0,0.0,0.0,0.00458,0.004,0.0,0.245149
15,2030.0,0.04905,0.0,1.04,0.006375,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.070817,1.0357752784425365,0.9480746436463449,0.0,0.0,0.0,0.0,0.0,0.0,0.004122,0.004,0.0,0.23659
16,2031.0,0.03924,0.0,1.04,0.00595,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0637353,1.2700947281737898,0.9480746436463449,0.0,0.0,0.530843924597657,0.0,0.0,0.0,0.003664,0.004,0.0,0.22803099999999998
17,2032.0,0.02943,0.0,1.04,0.005525,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0566536,1.2700947281737898,0.9480746436463449,0.0,0.0,0.736605858318467,0.966795189042988,0.0,0.0,0.003206,0.004,0.0,0.219472
18,2033.0,0.01962,0.0,1.129104509717006,0.0051,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0495719,1.2700947281737898,0.9480746436463449,0.430454048454854,0.0,0.736605858318467,0.966795189042988,0.6463608516137083,0.0,0.002748,0.004,0.0,0.210913
19,2034.0,0.00981,0.0,1.379104509717006,0.004675,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0424902,1.2700947281737898,0.9480746436463449,0.430454048454854,0.0,0.736605858318467,0.966795189042988,1.4573391468745336,0.0,0.00229,0.004,0.0,0.20235399999999998
20,2035.0,0.0,0.0,1.629104509717006,0.00425,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0354085,1.2700947281737898,0.9480746436463449,0.430454048454854,0.0,0.736605858318467,0.966795189042988,2.450466502328243,0.0,0.001832,0.16279221074124528,0.0,0.193795
21,2036.0,0.0,0.0,1.879104509717006,0.003825,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0283268,1.2700947281737898,0.9480746436463449,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.208220719108737,0.001374,0.5003901142391328,0.0,0.185236
22,2037.0,0.0,0.0,2.129104509717006,0.0034,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0212451,1.2700947281737898,0.9480746436463449,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.208220719108737,0.000916,1.9993901142391328,0.0,0.176677
23,2038.0,0.0,0.0,2.379104509717006,0.002975,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0141634,1.2700947281737898,0.9480746436463449,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.782643724463371,0.000458,3.499390114239133,0.0,0.168118
24,2039.0,0.0,0.0,2.629104509717006,0.00255,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.00708170000000001,1.2700947281737898,0.9480746436463449,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.782643724463371,0.0,4.999390114239133,0.0,0.159559
25,2040.0,0.0,0.0,2.879104509717006,0.002125,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0,1.2700947281737898,0.9480746436463449,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.782643724463371,0.0,6.499390114239133,0.0,0.0
26,2041.0,0.0,0.0,3.129104509717006,0.0017,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0,1.2700947281737898,0.9480746436463449,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.782643724463371,0.0,8.415145257458247,0.0,0.0
27,2042.0,0.0,0.0,3.379104509717006,0.001275,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0,1.2700947281737898,0.9480746436463449,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.782643724463371,0.0,10.257544358164658,0.0,0.0
28,2043.0,0.0,0.0,3.629104509717006,0.00085,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0,1.4528945134838533,0.9480746436463449,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.782643724463371,0.0,11.782607574478424,0.0,0.0
29,2044.0,0.0,0.0,3.879104509717006,0.000425000000000001,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0,1.519307664043652,0.9480746436463449,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.782643724463371,0.0,13.123037128675815,0.5,0.0
30,2045.0,0.0,0.0,4.009104509717006,0.0,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0,1.5647411757207803,0.9480746436463449,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.782643724463371,0.0,15.024943369057775,1.0,0.0
31,2046.0,0.0,0.0,4.089104509717006,0.0,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0,1.6414922356704804,0.9480746436463449,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.782643724463371,0.0,16.456846656561403,1.5,0.0
32,2047.0,0.0,0.0,4.239104509717007,0.0,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0,1.6414922356704804,0.9480746436463449,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.782643724463371,0.0,19.32697146396626,2.0,0.0
33,2048.0,0.0,0.0,4.289104509717006,0.0,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0,1.8588746132279557,1.3386881506620567,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.782643724463371,0.0,22.01894191139523,2.5,0.0
34,2049.0,0.0,0.0,4.289104509717006,0.0,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0,1.8588746132279557,1.291819215251888,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.782643724463371,0.0,25.018941911395224,3.0,0.0
35,2050.0,0.0,0.0,4.339104509717006,0.0,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0,2.1056532135485067,1.1563637241250726,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.782643724463371,0.0,28.018941911395224,3.5,0.0
36,2051.0,0.0,0.0,4.589104509717006,0.0,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0,2.186728008757998,0.8492250991283476,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.782643724463371,0.0,30.39020322559162,4.0,0.0
37,2052.0,0.0,0.0,4.589104509717006,0.0,6.545471682125361e-05,0.003008,0.09312,6.4,0.078,0.011,0.2344816755770752,0.0,0.0,2.31674344241262,0.5221452785525657,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.782643724463371,0.0,32.87377192488113,4.5,0.0
38,2053.0,0.0,0.0,4.674982945141272,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.2344816755770752,0.0,0.0,2.31674344241262,0.4445519159297065,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.782643724463371,0.0,35.47293250158049,5.0,0.0
39,2054.0,0.0,0.0,4.674982945141272,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.2344816755770752,0.0,0.0,2.31674344241262,0.4445519159297065,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.782643724463371,0.0,38.47293250158049,5.314589623756727,0.0
40,2055.0,0.0,0.0,4.674982945141272,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.2344816755770752,0.0,0.0,2.31674344241262,0.4445519159297065,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.782643724463371,0.0,41.31314029083925,5.814589623756727,0.0
41,2056.0,0.0,0.0,4.7547322128424545,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.2344816755770752,0.0,0.0,2.31674344241262,0.4445519159297065,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.782643724463371,0.0,43.97354238734136,6.314589623756727,0.0
42,2057.0,0.0,0.1540475925790926,5.0,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.2344816755770752,0.0,0.0,2.31674344241262,0.4445519159297065,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738704,0.782643724463371,0.0,45.47354238734136,6.814589623756727,0.0
43,2058.0,0.0,0.6780536259275965,5.0,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.2344816755770752,0.0,0.0,2.1991881674663656,0.4445519159297065,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.9464234332738695,0.782643724463371,0.0,46.97354238734136,7.314589623756727,0.0
44,2059.0,0.0,1.3398651503352825,5.0,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.2344816755770752,0.0,0.0,1.9752399672524579,0.4445519159297065,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.94642343327387,0.782643724463371,0.0,48.47354238734136,7.814589623756727,0.0
45,2060.0,0.0,1.709324636716944,5.0,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.2344816755770752,0.0,0.0,1.5807339037512693,0.4445519159297065,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.94642343327387,0.782643724463371,0.0,49.97354238734136,8.314589623756728,1.0715372435433004
46,2061.0,0.0,1.7625868206072464,5.0,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.47615471112704333,0.0,0.0,1.346414454020016,0.4445519159297065,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.94642343327387,0.782643724463371,0.0,51.057787244122245,8.814589623756728,1.641118459309152
47,2062.0,0.0,1.7649084096171117,5.0,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.47615471112704333,0.0,0.0,1.346414454020016,0.4445519159297065,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.94642343327387,0.782643724463371,0.0,52.21538814341584,9.314589623756728,2.25060481184053
48,2063.0,0.0,1.792387655060243,5.0,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.47615471112704333,0.0,0.0,1.346414454020016,0.4445519159297065,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.94642343327387,0.782643724463371,0.0,53.69032492710207,9.814589623756728,2.68015645303088
49,2064.0,0.0,1.792387655060243,5.0,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.47615471112704333,0.0,0.0,1.346414454020016,0.4445519159297065,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.94642343327387,0.782643724463371,0.0,55.349895372904676,9.814589623756728,3.6040891246159243
50,2065.0,0.0,1.8204385554701872,5.0,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.47615471112704333,0.0,0.0,1.346414454020016,0.4445519159297065,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.94642343327387,0.782643724463371,0.0,56.447989132522714,9.814589623756728,5.025688515867673
51,2066.0,0.0,1.828622981318767,5.0,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.47615471112704333,0.0,0.0,1.346414454020016,0.4445519159297065,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.94642343327387,0.782643724463371,0.28506462160243556,58.016085845019084,9.814589623756728,5.943357716119728
52,2067.0,0.0,1.828622981318767,5.0,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.47615471112704333,0.0,0.0,1.346414454020016,0.4445519159297065,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.94642343327387,0.782643724463371,3.103816216282574,58.145961037614235,9.814589623756728,6.2698323276233925
53,2068.0,0.0,1.828622981318767,5.0,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.5492642927455267,0.0,0.0,1.346414454020016,0.4445519159297065,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.94642343327387,0.782643724463371,6.103816216282574,58.45399059018526,9.814589623756728,6.393756292043603
54,2069.0,0.0,1.828622981318767,5.0,0.0,0.013076619251263522,0.003008,0.09312,6.4,0.078,0.011,0.5492642927455267,0.2929162712286565,0.0,1.346414454020016,0.4445519159297065,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.94642343327387,0.782643724463371,9.103816216282574,58.45399059018526,9.814589623756728,6.760098743570898
55,2070.0,0.0,1.8534462858538099,5.0,0.0,0.01503650446873222,0.003008,0.09312,6.4,0.078,0.011,0.5492642927455267,0.3368177001000461,0.0,1.346414454020016,0.4445519159297065,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.94642343327387,0.782643724463371,12.103816216282574,58.45399059018526,9.814589623756728,7.151969328224478
