,y,Beko Abo FPV,Chemoga Yeda FPV,Karadobi FPV,Lake Tana FPV,Renaissance FPV,Upper Mandaya FPV,Solar PV (utility),Solar PV (roof top),Solar PV with storage
0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
1,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0
2,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
3,2031.0,0.0,0.0,0.530843924597657,0.0,0.0,0.0,0.0,0.0,0.0
4,2032.0,0.0,0.0,0.2057619337208101,0.966795189042988,0.0,0.0,0.0,0.0,0.0
5,2033.0,0.430454048454854,0.0,0.0,0.0,0.6463608516137083,0.0,0.0,0.0,0.0
6,2034.0,0.0,0.0,0.0,0.0,0.8109782952608252,0.0,0.0,0.0,0.0
7,2035.0,0.0,0.0,0.0,0.0,0.9931273554537096,0.0,0.0,0.15979221074124528,0.0
8,2036.0,0.0,0.128906025205732,0.0,0.0,0.4959569309456273,0.208220719108737,0.0,0.33959790349788754,0.0
9,2037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0
10,2038.0,0.0,0.0,0.0,0.0,0.0,0.5744230053546341,0.0,1.5,0.0
11,2039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0
12,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0
13,2041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9157551432191138,0.0
14,2042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8423991007064107,0.0
15,2043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5250632163137667,0.0
16,2044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3404295541973903,0.5
17,2045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9019062403819618,0.5
18,2046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.431903287503628,0.5
19,2047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8701248074048498,0.5
20,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.691970447428971,0.5
21,2049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5
22,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5
23,2051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3712613141963916,0.5
24,2052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4835686992895174,0.5
25,2053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.599160576699355,0.5
26,2054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.31458962375672694
27,2055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5
28,2056.0,0.0,0.0,0.530843924597657,0.0,0.0,0.0,0.0,3.0,0.5
29,2057.0,0.0,0.0,0.2057619337208101,0.966795189042988,0.0,0.0,0.0,3.0,0.5
30,2058.0,0.430454048454854,0.0,0.0,0.0,0.6463608516137076,0.0,0.0,3.0,0.5
31,2059.0,0.0,0.0,0.0,0.0,0.8109782952608255,0.0,0.0,3.0,0.5
32,2060.0,0.0,0.0,0.0,0.0,0.9931273554537094,0.0,0.0,3.0,0.5
33,2061.0,0.0,0.128906025205732,0.0,0.0,0.4959569309456273,0.20822071910873696,0.0,3.0,0.5
34,2062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5
35,2063.0,0.0,0.0,0.0,0.0,0.0,0.5744230053546341,0.0,3.0,0.5
36,2064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5
37,2065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5
38,2066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28506462160243556,3.0,0.5
39,2067.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8187515946801387,3.0,0.5
40,2068.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.5
41,2069.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.5
42,2070.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.5
