,y,Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Solar FPV,Wind,Geothermal,Biomass,Coal Production,Crude Oil production,Crude oil Refinery,Natural gas extraction,Uranium extraction,Transmission & Distribution,Backstop,Biofuel and Biomass production,Biomass exports,Coal exports,Crude oil exports,HFO exports,LFO exports
0,2015.0,0.0,0.99,0.0,667.8,0.0,0.0,0.0,0.0,0.0,0.0,27.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2016.0,0.0,1.18,0.0,702.46,0.0,0.0,0.0,0.0,0.0,0.0,27.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2017.0,0.0,1.18,0.0,855.4,0.0,0.0,0.0,0.0,0.0,0.0,27.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2018.0,0.0,1.18,0.0,991.51,0.0,0.0,0.0,0.0,0.0,0.0,27.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2019.0,0.0,0.86,0.0,120.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2020.0,0.0,0.86,0.0,167.71,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2021.0,0.0,0.82,0.0,180.28,0.0,0.0,0.0,0.0,0.0,0.15,9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2022.0,0.0,0.78,0.0,216.45,0.0,0.0,0.0,0.0,0.0,0.2,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023.0,0.0,0.73,0.02,229.5,0.0,0.0,0.0,0.0,0.0,0.3,8.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2024.0,0.0,0.69,0.03,233.29,0.0,0.0,0.0,0.0,0.0,0.43,8.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2025.0,0.0,0.65,0.07,256.02,0.0,0.0,0.0,0.0,0.0,0.53,5.16,0.0,0.15,13.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2026.0,0.0,0.6,0.15,379.75,0.0,0.0,0.0,0.0,0.0,0.53,4.65,0.0,0.0,13.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2027.0,0.0,0.56,0.24,541.87,0.0,0.0,0.0,0.0,0.0,0.53,4.13,0.0,0.0,13.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2028.0,0.0,0.52,0.46,686.85,0.0,0.0,0.0,0.0,0.0,0.53,13.33,0.0,0.0,14.47,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2029.0,0.0,0.47,1.76,798.27,0.0,0.0,0.0,0.0,0.0,0.53,14.59,0.0,0.0,14.97,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2030.0,0.0,0.43,1.84,914.51,0.0,0.0,0.0,0.0,0.0,0.53,12.16,0.0,0.0,15.44,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2031.0,0.0,0.39,2.69,1013.51,0.0,0.0,0.0,0.0,0.0,0.53,9.73,0.0,0.0,15.88,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2032.0,0.0,0.35,3.57,1080.9,0.0,0.0,0.0,0.0,0.0,0.53,7.3,0.0,0.0,16.35,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2033.0,0.0,0.3,4.44,1141.66,0.0,0.0,0.0,0.0,0.0,0.57,4.86,0.0,0.0,16.83,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2034.0,0.0,0.26,4.34,1171.87,0.0,0.0,0.0,0.0,0.0,0.7,2.43,0.0,0.0,17.34,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2035.0,0.0,0.22,4.44,1212.85,0.0,0.0,0.01,0.0,0.0,0.82,0.0,0.0,0.0,18.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2036.0,0.0,0.17,4.47,1220.7,0.0,0.0,0.02,0.0,0.0,0.95,0.0,0.0,0.0,18.6,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2037.0,0.0,0.13,4.23,1209.06,0.0,0.0,0.08,0.0,0.0,1.08,0.0,0.0,0.0,19.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2038.0,0.0,0.09,3.92,1185.14,0.0,0.0,0.14,0.0,0.0,1.2,0.0,0.0,0.0,19.74,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2039.0,0.0,0.04,3.57,1189.0,0.0,0.0,0.21,0.0,0.0,1.33,0.0,0.0,0.0,20.33,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2040.0,0.0,0.0,3.89,1208.69,0.0,0.0,0.27,0.0,0.0,1.46,0.0,0.0,0.0,20.94,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2041.0,0.0,0.0,3.45,1181.93,0.0,0.0,0.35,0.0,0.0,1.58,0.0,0.0,0.0,21.42,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2042.0,0.0,0.0,3.18,1164.8,0.0,0.0,0.42,0.0,0.0,1.71,0.0,0.0,0.0,21.91,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2043.0,0.0,0.0,3.44,1169.13,0.0,0.0,0.49,0.0,0.0,1.84,0.0,0.0,0.0,22.42,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2044.0,0.0,0.0,3.41,1154.64,0.0,0.0,0.57,0.0,0.0,1.96,0.0,0.0,0.0,22.93,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2045.0,0.0,0.0,3.38,1140.14,0.0,0.0,0.68,0.0,0.0,2.03,0.0,0.0,0.0,23.45,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2046.0,0.0,0.0,3.87,1163.32,0.0,0.0,0.77,0.0,0.0,2.07,0.0,0.0,0.0,23.99,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2047.0,0.0,0.0,3.65,1098.58,0.0,0.0,0.92,0.0,0.0,2.15,0.0,0.0,0.0,24.53,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2048.0,0.0,0.0,3.67,1091.17,0.0,0.0,1.06,0.0,0.0,2.17,0.0,0.0,0.0,25.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2049.0,0.0,0.0,3.94,1053.36,0.0,0.0,1.21,0.0,0.0,2.17,0.0,0.0,0.0,25.67,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2050.0,0.0,0.0,4.37,1029.9,0.0,0.0,1.37,0.0,0.0,2.2,0.0,0.0,0.0,26.25,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2051.0,0.0,0.0,3.81,951.6,0.0,0.0,1.5,0.0,0.0,2.28,0.0,0.0,0.0,26.71,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2052.0,0.0,0.0,3.47,946.65,0.0,0.0,1.64,0.0,0.0,2.25,0.0,0.0,0.0,27.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2053.0,0.0,0.0,3.21,902.07,0.0,0.0,1.77,0.0,0.0,2.25,0.0,0.0,0.0,27.66,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2054.0,0.0,0.0,3.12,851.19,0.0,0.0,1.92,0.0,0.0,2.21,0.0,0.0,0.0,28.15,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2055.0,0.0,0.0,3.02,809.6,0.0,0.0,2.06,0.0,0.0,2.17,0.0,0.0,0.0,28.65,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2056.0,0.0,0.0,2.9,778.51,0.0,0.0,2.2,0.0,0.0,2.15,0.0,0.0,0.0,29.15,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2057.0,0.14,0.0,2.71,776.47,0.0,0.0,2.27,0.0,0.0,2.3,0.0,0.0,0.0,29.66,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2058.0,0.62,0.0,2.2,844.15,0.0,0.0,2.37,0.0,0.0,2.31,0.0,0.0,0.0,30.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2059.0,1.23,0.0,1.82,1021.37,0.0,0.0,2.47,0.0,0.0,2.31,0.0,0.0,0.0,30.7,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2060.0,1.35,0.0,1.3,1268.7,0.0,0.0,2.57,0.0,0.01,2.51,0.0,0.0,0.0,31.23,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2061.0,1.25,0.0,1.12,1163.06,0.0,0.0,2.65,0.0,0.02,2.51,0.0,0.0,0.0,31.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2062.0,1.21,0.0,1.12,1297.91,0.0,0.0,2.71,0.0,0.02,2.52,0.0,0.0,0.0,32.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2063.0,1.2,0.0,1.12,1304.53,0.0,0.0,2.76,0.0,0.03,2.51,0.0,0.0,0.0,32.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
