,y,Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Solar FPV,Wind,Biomass,Geothermal,Backstop,power_trade,gas_trade
0,2015.0,0.0,1.7,0.0,28.22,0.0,0.0,0.07,0.0,3.33,0.75,0.21,0.0,2.35,0.0
1,2016.0,0.0,2.2,0.0,29.68,0.0,0.0,0.08,0.0,3.33,0.75,0.21,0.0,2.35,0.0
2,2017.0,0.0,3.93,0.0,36.14,0.0,0.0,0.09,0.0,3.33,0.75,0.21,0.0,2.35,0.0
3,2018.0,0.0,5.67,0.0,41.88,0.0,0.0,0.09,0.0,3.33,0.75,0.21,0.0,3.0,0.0
4,2019.0,0.0,0.68,0.0,5.09,0.0,0.0,0.06,0.0,1.29,0.0,0.21,0.0,57.16,0.0
5,2020.0,0.0,0.68,0.0,7.09,0.0,0.0,0.08,0.0,1.72,0.0,3.43,0.0,59.9,0.0
6,2021.0,0.0,0.65,0.0,7.62,0.0,0.0,0.05,0.0,1.67,0.27,7.98,0.0,59.79,0.0
7,2022.0,0.0,0.62,0.0,9.14,0.0,0.0,0.07,0.0,2.41,0.25,10.66,0.0,60.37,0.0
8,2023.0,0.0,0.58,0.15,9.7,0.0,0.0,0.06,0.0,2.22,0.24,16.03,0.0,60.43,0.0
9,2024.0,0.0,0.55,0.28,9.86,0.0,0.0,0.06,0.0,1.71,0.22,22.73,0.0,60.29,0.0
10,2025.0,0.0,0.51,0.65,10.82,0.0,0.0,0.05,0.0,1.8,0.14,28.09,0.0,60.34,0.0
11,2026.0,0.0,0.48,1.49,16.04,0.0,0.0,0.07,0.0,2.8,0.13,28.08,0.0,60.43,0.0
12,2027.0,0.0,0.44,2.39,22.89,0.0,0.0,0.07,0.0,2.71,0.11,28.07,0.0,60.43,0.0
13,2028.0,0.0,0.41,3.34,29.02,0.0,0.0,0.06,0.0,2.62,0.36,28.06,0.0,61.3,0.0
14,2029.0,0.0,0.38,8.31,33.72,0.0,0.0,0.06,0.0,2.53,0.4,28.05,0.0,60.43,0.0
15,2030.0,0.0,0.34,8.62,38.63,0.0,0.0,0.06,0.0,2.44,0.33,28.04,0.0,64.54,0.0
16,2031.0,0.0,0.31,11.82,42.81,0.0,0.0,0.05,3.35,2.36,0.26,28.03,0.0,64.54,0.0
17,2032.0,0.0,0.27,15.18,45.66,0.0,0.0,0.05,10.72,2.27,0.2,28.02,0.0,62.48,0.0
18,2033.0,0.0,0.24,18.49,48.23,0.0,0.0,0.05,17.0,2.18,0.13,30.4,0.0,60.43,0.0
19,2034.0,0.0,0.2,18.1,49.5,0.0,0.0,0.04,21.69,2.09,0.07,37.09,0.0,61.38,0.0
20,2035.0,0.0,0.17,18.5,51.24,0.0,0.0,1.06,27.43,2.0,0.0,43.78,0.0,62.2,0.0
21,2036.0,0.0,0.14,18.51,51.57,0.0,0.0,3.24,32.24,1.91,0.0,50.47,0.0,63.41,0.0
22,2037.0,0.0,0.1,17.38,51.08,0.0,0.0,12.92,32.24,1.83,0.0,57.16,0.0,63.76,0.0
23,2038.0,0.0,0.07,15.72,50.07,0.0,0.0,22.59,35.51,1.74,0.0,63.85,0.0,63.18,0.0
24,2039.0,0.0,0.03,14.39,50.23,0.0,0.0,32.27,35.51,1.65,0.0,70.53,0.0,65.66,0.0
25,2040.0,0.0,0.0,17.14,51.06,0.0,0.0,41.95,35.51,0.0,0.0,77.23,0.0,66.48,0.0
26,2041.0,0.0,0.0,14.96,49.93,0.0,0.0,54.32,35.51,0.0,0.0,83.92,0.0,66.08,0.0
27,2042.0,0.0,0.0,13.77,49.21,0.0,0.0,66.21,35.51,0.0,0.0,90.61,0.0,65.89,0.0
28,2043.0,0.0,0.0,14.72,49.39,0.0,0.0,76.05,35.51,0.0,0.0,97.3,0.0,66.14,0.0
29,2044.0,0.0,0.0,14.61,48.78,0.0,0.0,89.51,35.51,0.0,0.0,103.99,0.0,65.19,0.0
30,2045.0,0.0,0.0,14.5,48.16,0.0,0.0,106.59,35.51,0.0,0.0,107.47,0.0,64.51,0.0
31,2046.0,0.0,0.0,16.68,49.14,0.0,0.0,120.64,35.51,0.0,0.0,109.61,0.0,66.07,0.0
32,2047.0,0.0,0.0,15.59,46.41,0.0,0.0,143.97,34.35,0.0,0.0,113.63,0.0,64.51,0.0
33,2048.0,0.0,0.0,16.27,46.09,0.0,0.0,166.15,32.97,0.0,0.0,114.97,0.0,64.49,0.0
34,2049.0,0.0,0.0,17.18,44.5,0.0,0.0,190.32,33.05,0.0,0.0,114.97,0.0,64.66,0.0
35,2050.0,0.0,0.0,18.61,43.51,0.0,0.0,214.49,32.01,0.0,0.0,116.31,0.0,65.17,0.0
36,2051.0,0.0,0.0,15.95,40.2,0.0,0.0,234.59,30.22,0.0,0.0,120.51,0.0,63.75,0.0
37,2052.0,0.0,0.0,14.1,40.0,0.0,0.0,255.43,28.93,0.0,0.0,118.99,0.0,63.47,0.0
38,2053.0,0.0,0.0,12.95,38.11,0.0,0.0,277.01,26.67,0.0,0.0,118.93,0.0,63.47,0.0
39,2054.0,0.0,0.0,12.6,35.96,0.0,0.0,299.4,25.37,0.0,0.0,117.14,0.0,63.47,0.0
40,2055.0,0.0,0.0,12.23,34.2,0.0,0.0,322.54,24.22,0.0,0.0,114.7,0.0,63.47,0.0
41,2056.0,0.0,0.0,11.78,32.89,0.0,0.0,344.38,23.26,0.0,0.0,113.93,0.0,63.47,0.0
42,2057.0,1.58,0.0,11.07,32.8,0.0,0.0,355.75,23.99,0.0,0.0,121.78,0.0,63.47,0.0
43,2058.0,6.97,0.0,9.12,35.66,0.0,0.0,369.99,24.23,0.0,0.0,122.06,0.0,63.47,0.0
44,2059.0,13.77,0.0,7.68,43.15,0.0,0.0,385.73,18.75,0.0,0.0,122.2,0.0,61.86,0.0
45,2060.0,15.14,0.0,5.68,53.58,0.0,0.0,402.46,19.06,9.46,0.0,132.77,0.0,37.26,0.0
46,2061.0,13.99,0.0,5.02,49.13,0.0,0.0,413.71,23.54,14.49,0.0,133.11,0.0,38.54,0.0
47,2062.0,13.54,0.0,5.02,54.83,0.0,0.0,424.27,17.96,19.4,0.0,133.17,0.0,39.98,0.0
48,2063.0,13.4,0.0,5.02,55.1,0.0,0.0,433.33,21.21,23.15,0.0,132.9,0.0,41.3,0.0
49,2064.0,12.52,0.0,4.88,54.8,0.0,0.0,445.79,21.21,31.25,0.0,133.35,0.0,38.77,0.0
50,2065.0,11.08,0.0,4.43,54.55,0.0,0.0,451.84,22.11,44.88,0.0,132.69,0.0,39.48,0.0
51,2066.0,10.25,0.0,4.26,53.92,0.0,0.0,461.26,22.77,52.99,0.0,132.82,0.0,41.34,0.0
52,2067.0,10.3,0.0,4.43,53.58,0.0,0.0,485.34,17.68,48.13,0.0,127.65,0.0,51.4,0.0
53,2068.0,10.28,0.0,4.51,58.23,0.0,0.0,497.15,17.28,39.85,0.0,129.99,0.0,61.58,0.0
54,2069.0,10.41,0.83,3.77,45.08,0.0,0.0,515.88,18.86,50.66,0.0,132.76,0.0,61.58,0.0
55,2070.0,10.68,0.94,3.77,53.11,0.0,0.0,532.94,17.28,46.99,0.0,134.03,0.0,61.58,0.0
