,y,Coal power plant - Air cooling (new),Oil fired gas turbine (SCGT) - MDT cooling (new),Light Fuel Oil stand alone (1kW),Light Fuel Oil power plant - MDT cooling (old),Natural gas power plant (combined cycle) - MDT cooling (new),Natural gas power plant (single cycle) - Air cooling (new)
0,2015.0,0.0,0.0,0.918,1.1702,0.0,0.0
1,2016.0,0.0,0.0,1.264,1.399,0.0,0.0
2,2017.0,0.0,0.0,2.9938,1.399,0.0,0.0
3,2018.0,0.0,0.0,4.7256,1.399,0.0,0.0
4,2019.0,0.0,0.0,0.0,1.0213,0.0,0.0
5,2020.0,0.0,0.0,0.0,1.0213,0.0,0.0
6,2021.0,0.0,0.0,0.0,0.9702,0.0,0.0
7,2022.0,0.0,0.0,0.0,0.9191,0.0,0.0
8,2023.0,0.0,0.0,0.0,0.8681,0.0,0.1478
9,2024.0,0.0,0.0,0.0,0.817,0.0,0.2763
10,2025.0,0.0,0.0,0.0,0.7659,0.0,0.6476
11,2026.0,0.0,0.0,0.0,0.7149,0.0,1.4895
12,2027.0,0.0,0.0,0.0,0.6638,0.0,2.386
13,2028.0,0.0,0.0025,0.0,0.6127,0.773,2.5987
14,2029.0,0.0,0.0025,0.0,0.5617,5.9515,2.5987
15,2030.0,0.0,0.00030000000000000003,0.0,0.5105999999999999,6.2744,2.5987
16,2031.0,0.0,0.00030000000000000003,0.0,0.4596,9.6106,2.5987
17,2032.0,0.0,0.0012000000000000001,0.0,0.40859999999999996,13.1143,2.5987
18,2033.0,0.0,0.0012000000000000001,0.0,0.3575,16.561600000000002,2.5987
19,2034.0,0.0,0.0025,0.0,0.3064,16.1543,2.5987
20,2035.0,0.0,0.0025,0.0,0.2553,16.575200000000002,2.5987
21,2036.0,0.0,0.0025,0.0,0.20429999999999998,16.7169,2.4688
22,2037.0,0.0,0.0025,0.0,0.1532,15.9421,2.0835
23,2038.0,0.0,0.0021,0.0,0.1021,15.0146,1.3149
24,2039.0,0.0,0.001,0.0,0.0511,13.6373,1.3051
25,2040.0,0.0,0.0,0.0,0.0,13.821800000000001,3.8824
26,2041.0,0.0,0.0,0.0,0.0,12.438,3.0303
27,2042.0,0.0,0.0,0.0,0.0,11.5018,2.7292
28,2043.0,0.0,0.00030000000000000003,0.0,0.0,12.512,2.7081
29,2044.0,0.0,0.00030000000000000003,0.0,0.0,12.4567,2.6565
30,2045.0,0.0,0.00030000000000000003,0.0,0.0,12.3411,2.6565
31,2046.0,0.0,0.00030000000000000003,0.0,0.0,14.0179,3.2322
32,2047.0,0.0,0.00030000000000000003,0.0,0.0,13.293199999999999,2.8403
33,2048.0,0.0,0.00030000000000000003,0.0,0.0,13.0515,3.7509
34,2049.0,0.0,0.00030000000000000003,0.0,0.0,14.1303,3.6196
35,2050.0,0.0,0.00030000000000000003,0.0,0.0,16.0172,3.2401
36,2051.0,0.0,0.00030000000000000003,0.0,0.0,14.144,2.3795
37,2052.0,0.0,0.00030000000000000003,0.0,0.0,13.1686,1.463
38,2053.0,0.0,0.0,0.0,0.0,12.1941,1.2456
39,2054.0,0.0,0.0,0.0,0.0,11.8336,1.2456
40,2055.0,0.0,0.0,0.0,0.0,11.442599999999999,1.2456
41,2056.0,0.0,0.0,0.0,0.0,10.9781,1.2456
42,2057.0,1.5827,0.0,0.0,0.0,10.239799999999999,1.2456
43,2058.0,6.9662,0.0,0.0,0.0,8.204600000000001,1.2456
44,2059.0,13.7655,0.0,0.0,0.0,6.7017,1.2456
45,2060.0,15.1355,0.0,0.0,0.0,4.6161,1.2456
46,2061.0,13.9876,0.0,0.0,0.0,3.9319,1.2456
47,2062.0,13.535,0.0,0.0,0.0,3.9319,1.2456
48,2063.0,13.4022,0.0,0.0,0.0,3.9319,1.2456
49,2064.0,12.5156,0.0,0.0,0.0,3.9319,1.1062
50,2065.0,11.0795,0.0,0.0,0.0,3.9319,0.6579
51,2066.0,10.2474,0.0,0.0,0.0,3.9319,0.4948
52,2067.0,10.2962,0.0,0.0,0.0,3.9319,0.6578
53,2068.0,10.2785,0.0,0.0,0.0,3.9319,0.7391
54,2069.0,10.414,0.0524,0.7858,0.0,3.9319,0.0
55,2070.0,10.68,0.060200000000000004,0.9036,0.0,3.9319,0.0
