,y,Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Wind,Biomass,Geothermal,Backstop,power_trade,gas_trade
0,2015.0,0.0,0.142,0.0,2.365,0.0,0.0,0.01,0.322,0.196,0.008,0.0,0.0,0.0
1,2016.0,0.0,0.142,0.0,2.372,0.0,0.0,0.012,0.322,0.196,0.008,0.0,0.0,0.0
2,2017.0,0.0,0.142,0.0,4.242,0.0,0.0,0.013,0.322,0.196,0.008,0.0,0.0,0.0
3,2018.0,0.0,0.142,0.0,4.242,0.0,0.0,0.013,0.322,0.196,0.008,0.0,0.0,0.0
4,2019.0,0.0,0.142,0.0,4.496,0.0,0.0,0.013,0.322,0.196,0.008,0.0,0.0,0.0
5,2020.0,0.0,0.142,0.0,5.246,0.0,0.0,0.013,0.322,0.196,0.128,0.0,0.0,0.0
6,2021.0,0.0,0.135,0.0,6.326,0.0,0.0,0.012,0.314,0.186,0.298,0.0,0.0,0.0
7,2022.0,0.0,0.127,0.0,7.406,0.0,0.0,0.012,0.305,0.177,0.398,0.0,0.0,0.0
8,2023.0,0.0,0.12,0.0,10.031,0.0,0.0,0.011,0.297,0.167,0.598,0.0,0.0,0.0
9,2024.0,0.0,0.113,0.0,12.656,0.0,0.0,0.011,0.288,0.157,0.848,0.0,0.0,0.0
10,2025.0,0.0,0.106,0.0,12.656,0.0,0.0,0.01,0.279,0.098,1.048,0.0,0.0,0.0
11,2026.0,0.0,0.099,0.0,12.656,0.0,0.0,0.01,0.271,0.088,1.048,0.0,0.0,0.0
12,2027.0,0.0,0.092,0.0,12.656,0.0,0.0,0.009,0.262,0.078,1.048,0.0,0.0,0.0
13,2028.0,0.0,0.085,0.0,12.656,0.0,0.0,0.009,0.254,0.069,1.047,0.0,0.0,0.0
14,2029.0,0.0,0.078,0.0,12.656,0.0,0.0,0.009,0.245,0.059,1.047,0.0,0.0,0.0
15,2030.0,0.0,0.071,0.0,12.656,0.0,0.0,0.008,0.237,0.049,1.046,0.0,0.0,0.0
16,2031.0,0.0,0.064,0.0,12.656,0.0,0.0,0.008,0.228,0.039,1.046,0.0,0.0,0.0
17,2032.0,0.0,0.057,0.0,12.656,0.0,0.0,0.007,0.219,0.029,1.046,0.0,0.0,0.0
18,2033.0,0.0,0.05,0.0,12.656,0.0,0.0,0.007,0.211,0.02,1.045,0.0,0.0,0.0
