,y,Coal,Oil,Gas,Hydro,Solar PV,Geothermal,Biomass,Crude Oil production,Crude oil Refinery,Natural gas extraction
0,2015.0,0.0,16.99,0.0,3587.89,0.0,0.0,126.0,12.38,9.31,0.0
1,2016.0,0.0,17.27,0.0,3587.89,0.0,0.0,126.0,0.0,10.47,0.0
2,2017.0,0.0,16.99,0.0,3834.24,0.0,0.0,126.0,12.63,10.1,0.0
3,2018.0,0.0,16.99,0.0,3834.24,0.0,0.0,126.0,24.47,9.91,0.0
4,2019.0,0.0,16.99,0.0,3834.24,0.0,0.0,126.0,19.57,9.65,0.0
5,2020.0,0.0,16.99,0.0,3834.24,0.0,0.0,126.0,0.0,9.38,0.0
6,2021.0,0.0,52.31,7.59,3834.24,0.0,0.0,119.7,0.0,9.7,0.03
7,2022.0,0.0,59.22,7.59,3834.24,0.0,0.0,113.4,0.0,10.42,0.03
8,2023.0,0.0,21.62,7.59,3834.24,0.0,0.0,107.1,0.0,10.07,0.03
9,2024.0,0.0,13.59,7.59,4847.03,0.0,0.05,100.8,0.0,10.31,0.03
10,2025.0,0.0,12.74,7.59,6013.26,0.0,0.1,63.0,0.0,10.56,0.42
11,2026.0,0.0,11.9,0.0,6013.26,0.0,0.15,56.7,0.0,10.81,0.4
12,2027.0,0.0,11.05,0.0,6013.26,0.0,0.2,50.4,0.0,11.08,0.4
13,2028.0,0.0,10.19,0.0,6891.01,0.0,0.2,44.1,0.0,11.35,0.4
14,2029.0,0.0,9.35,0.56,6891.01,0.0,0.2,37.8,0.0,11.64,0.0
15,2030.0,0.0,8.5,0.0,9728.28,0.01,0.2,31.5,0.0,11.93,0.0
16,2031.0,0.0,7.65,0.0,9728.28,0.04,0.2,25.2,0.0,1.07,0.0
17,2032.0,0.0,6.8,0.0,9728.28,0.09,0.2,18.9,0.0,0.72,0.0
18,2033.0,0.0,5.95,0.0,9728.28,0.15,0.2,12.6,0.0,0.36,0.0
19,2034.0,0.0,5.1,1.34,9728.28,0.21,0.2,6.3,0.0,0.0,0.0
20,2035.0,0.0,4.25,4.15,9728.28,0.21,0.2,0.0,0.0,0.0,0.0
21,2036.0,463.98,3.4,7.18,9728.28,0.26,0.2,0.0,0.0,0.0,0.0
22,2037.0,1782.17,2.55,7.59,9728.28,0.31,0.2,0.0,0.0,0.0,0.0
23,2038.0,2817.14,1.69,7.59,9728.28,0.37,0.2,0.0,0.0,0.0,0.0
24,2039.0,3881.64,0.86,7.59,9728.28,0.43,0.2,0.0,0.0,0.0,0.0
25,2040.0,3881.64,0.0,7.48,9728.28,0.5,0.2,0.0,0.0,0.0,0.0
26,2041.0,3881.64,0.0,7.36,9728.28,0.58,0.2,0.0,0.0,0.0,0.0
27,2042.0,3881.64,0.0,7.32,9691.71,0.67,0.2,0.0,0.0,0.0,0.0
28,2043.0,3881.64,0.0,7.18,9691.71,0.76,0.2,0.0,0.0,0.0,0.0
29,2044.0,3881.64,0.0,7.03,9671.46,0.87,0.2,0.0,0.0,0.0,0.0
30,2045.0,4027.0,0.0,6.66,9671.46,0.95,0.2,0.0,0.0,0.0,0.0
31,2046.0,4335.85,0.0,6.57,9291.66,1.02,0.2,0.0,0.0,0.0,0.0
32,2047.0,4636.69,0.0,5.96,9291.66,1.1,0.2,0.0,0.0,0.0,0.0
33,2048.0,4949.09,0.0,3.57,9291.66,1.23,0.2,0.0,0.0,0.0,0.0
34,2049.0,5166.37,0.0,2.9,9291.66,1.34,0.2,0.0,0.0,0.0,0.0
35,2050.0,5586.65,0.0,4.2,9291.66,1.36,0.2,0.0,0.0,0.0,0.0
36,2051.0,5627.84,0.0,0.0,9291.66,1.4,0.2,0.0,0.0,0.0,0.0
37,2052.0,5786.74,0.0,0.0,9291.66,1.45,0.2,0.0,0.0,0.0,0.0
38,2053.0,5832.49,0.0,2.46,9291.66,1.52,0.2,0.0,0.0,0.0,0.0
39,2054.0,5829.42,0.0,3.43,9291.66,1.57,0.2,0.0,0.0,0.0,0.0
40,2055.0,5672.29,0.0,3.49,9291.66,1.72,0.2,0.0,0.0,0.0,0.0
41,2056.0,5610.19,0.0,3.75,9291.66,1.81,0.2,0.0,0.0,0.0,0.0
42,2057.0,5636.67,0.0,4.73,9291.66,1.9,0.2,0.0,0.0,0.0,0.0
43,2058.0,5623.91,0.0,4.98,9291.66,1.99,0.2,0.0,0.0,0.0,0.0
44,2059.0,5500.84,0.0,5.03,9291.66,2.14,0.2,0.0,0.0,0.0,0.0
45,2060.0,5419.98,0.0,5.18,9291.66,2.27,0.2,0.0,0.0,0.0,0.0
46,2061.0,5349.97,0.0,5.26,9291.66,2.37,0.2,0.0,0.0,0.0,0.0
47,2062.0,5281.06,0.0,5.35,9291.66,2.47,0.2,0.0,0.0,0.0,0.0
48,2063.0,5228.15,0.0,5.46,9291.66,2.58,0.2,0.0,0.0,0.0,0.0
49,2064.0,5195.65,0.0,5.57,9175.67,2.69,0.2,0.0,0.0,0.0,0.0
50,2065.0,5162.24,0.0,5.67,9058.98,2.8,0.2,0.0,0.0,0.0,0.0
51,2066.0,4779.58,0.0,5.71,9207.15,2.97,0.2,0.0,0.0,0.0,0.0
52,2067.0,4576.92,0.0,5.5,9033.99,3.16,0.18,0.0,0.0,0.0,0.0
53,2068.0,4578.05,0.0,5.46,9246.39,3.25,0.2,0.0,0.0,0.0,0.0
54,2069.0,4500.05,0.0,5.38,9125.66,3.4,0.2,0.0,0.0,0.0,0.0
55,2070.0,4293.32,0.0,4.78,9195.61,3.58,0.2,0.0,0.0,0.0,0.0
